Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Узбекской ж.д. (код дороги 73),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 73-001 ""ХОДЖАДАВЛЕТ (ЭКСП.) - БУХАРА I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ходжадавлет (эксп.),до ст. Бухара I,,,,,,,,,,,
  8.,743661 .,ОП Ост. Пункт 352 км,  26  км ,  23  км ,,,,,,,,,,,
  9.,743801 .,Жалакудук,  30  км ,  19  км ,,,,,,,,,,,
 10.,743816 .,ОП Ост. Пункт 361 км,  35  км ,  14  км ,,,,,,,,,,,
 11.,743905 .,Савай,  40  км ,   9  км ,,,,,,,,,,,
 12.,744005 .,Савай (эксп.),  49  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 21) участок 73-025 ""ДЖУМУРТАУ - ДЖУМУРТАУ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Джумуртау,до ст. Джумуртау (эксп.),,,,,,,,,,,
  1.,737904 .,Джумуртау,   0  км ,  24  км ,,,,,,,,,,,
  2.,738004 .,Джумуртау (эксп.),  24  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 22) участок 73-026 ""БУХАРА I - КАШКАДАРЬЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бухара I,до ст. Кашкадарья,,,,,,,,,,,
  1.,730002 .,Бухара I,   0  км , 145  км ,,,,,,,,,,,
  2.,740606 .,Каган,   4  км , 141  км ,,,,,,,,,,,
  3.,730214 .,Амиробод,  15  км , 130  км ,,,,,,,,,,,
  4.,730229 .,Хамкорлик,  26  км , 119  км ,,,,,,,,,,,
  5.,730303 .,Караулбазар,  38  км , 107  км ,,,,,,,,,,,
  6.,730318 .,Ёшлик,  53  км ,  92  км ,,,,,,,,,,,
  7.,730322 .,Разъезд № 146,  68  км ,  77  км ,,,,,,,,,,,
  8.,732703 .,Мубарек,  81  км ,  64  км ,,,,,,,,,,,
  9.,732807 .,Машъал,  93  км ,  52  км ,,,,,,,,,,,
 10.,732900 .,Разъезд № 148, 110  км ,  35  км ,,,,,,,,,,,
 11.,733000 .,Касан, 124  км ,  21  км ,,,,,,,,,,,
 12.,733212 .,Сугдиёна, 140  км ,   5  км ,,,,,,,,,,,
 13.,733208 .,Кашкадарья, 145  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 73-027 ""КАШКАДАРЬЯ - КАРШИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кашкадарья,до ст. Карши,,,,,,,,,,,
  1.,733208 .,Кашкадарья,   0  км ,  12  км ,,,,,,,,,,,
  2.,733104 .,Карши,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 73-028 ""КАРШИ - КИТАБ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карши,до ст. Китаб,,,,,,,,,,,
  1.,733104 .,Карши,   0  км , 122  км ,,,,,,,,,,,
  2.,733513 .,ОП Ост. Пункт 7 км,   7  км , 115  км ,,,,,,,,,,,
  3.,733509 .,Дашт,   8  км , 114  км ,,,,,,,,,,,
  4.,733617 .,ОП Ост. Пункт 13 км,  13  км , 109  км ,,,,,,,,,,,
  5.,733602 .,Шуртан,  21  км , 101  км ,,,,,,,,,,,
  6.,728801 .,Тошгузар,  32  км ,  90  км ,,,,,,,,,,,
  7.,733725 .,ОП Ост. Пункт 34 км,  34  км ,  88  км ,,,,,,,,,,,
  8.,733710 .,ОП Ост. Пункт 41 км,  41  км ,  81  км ,,,,,,,,,,,
  9.,733706 .,Гузар,  49  км ,  73  км ,,,,,,,,,,,
 10.,733833 .,ОП Ост. Пункт 52 км,  52  км ,  70  км ,,,,,,,,,,,
 11.,733829 .,ОП Ост. Пункт 59 км,  59  км ,  63  км ,,,,,,,,,,,
 12.,733814 .,ОП Ост. Пункт 68 км,  68  км ,  54  км ,,,,,,,,,,,
 13.,733808 .,Камаши,  76  км ,  46  км ,,,,,,,,,,,
 14.,733937 .,ОП Ост. Пункт 89 км,  89  км ,  33  км ,,,,,,,,,,,
 15.,733922 .,ОП Ост. Пункт 93 км,  93  км ,  29  км ,,,,,,,,,,,
 16.,733918 .,ОП Ост. Пункт 95 км,  95  км ,  27  км ,,,,,,,,,,,
 17.,733903 .,Яккобаг, 102  км ,  20  км ,,,,,,,,,,,
 18.,734018 .,ОП Ост. Пункт 108 км, 108  км ,  14  км ,,,,,,,,,,,
 19.,734003 .,Танхоз, 110  км ,  12  км ,,,,,,,,,,,
 20.,734126 .,ОП Ост. Пункт 112 км, 112  км ,  10  км ,,,,,,,,,,,
 21.,734111 .,ОП Ост. Пункт 118 км, 118  км ,   4  км ,,,,,,,,,,,
 22.,734107 .,Китаб, 122  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 73-029 ""КАРШИ - НИШАН (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карши,до ст. Нишан (эксп.),,,,,,,,,,,
  1.,733104 .,Карши,   0  км ,  62  км ,,,,,,,,,,,
  2.,733119 .,ОП Ост. Пункт 4129 км,   3  км ,  59  км ,,,,,,,,,,,
  3.,733123 .,Туморчи,  12  км ,  50  км ,,,,,,,,,,,
  4.,733138 .,ОП Ост. Пункт 4148 км,  22  км ,  40  км ,,,,,,,,,,,
  5.,734200 .,Нишан,  24  км ,  38  км ,,,,,,,,,,,
  6.,734215 .,Разъезд № 152,  35  км ,  27  км ,,,,,,,,,,,
  7.,734304 .,Жайрон,  46  км ,  16  км ,,,,,,,,,,,
  8.,734319 .,Карвон,  54  км ,   8  км ,,,,,,,,,,,
  9.,734408 .,Нишан (эксп.),  62  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 26) участок 73-030 ""СУРХАНОБОД (ЭКСП.) - КУДУКЛИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сурханобод (эксп.),до ст. Кудукли (эксп.),,,,,,,,,,,
  1.,734709 .,Сурханобод (эксп.),   0  км , 231  км ,,,,,,,,,,,
  2.,734713 .,Сурханобод,   2  км , 229  км ,,,,,,,,,,,
  3.,739401 .,Болдыр,  20  км , 211  км ,,,,,,,,,,,
  4.,734821 .,Разъезд № 162,  32  км , 199  км ,,,,,,,,,,,
  5.,734836 .,Разъезд № 163,  34  км , 197  км ,,,,,,,,,,,
  6.,734802 .,Шерабад,  43  км , 188  км ,,,,,,,,,,,
  7.,734817 .,ОП Ост. Пункт 4430 км,  48  км , 183  км ,,,,,,,,,,,
  8.,734906 .,Наушахар,  53  км , 178  км ,,,,,,,,,,,
  9.,735006 .,Учкызыл,  66  км , 165  км ,,,,,,,,,,,
 10.,735109 .,Термез,  77  км , 154  км ,,,,,,,,,,,
 11.,735307 .,Бактрия,  88  км , 143  км ,,,,,,,,,,,
 12.,735400 .,Джаркурган, 109  км , 122  км ,,,,,,,,,,,
 13.,735415 .,Зартепа, 121  км , 110  км ,,,,,,,,,,,
 14.,735504 .,Сурханы, 137  км ,  94  км ,,,,,,,,,,,
 15.,735608 .,Кумкургон, 150  км ,  81  км ,,,,,,,,,,,
 16.,735701 .,Эльбаян, 167  км ,  64  км ,,,,,,,,,,,
 17.,735805 .,Шурчи (рзд), 178  км ,  53  км ,,,,,,,,,,,
 18.,735909 .,Хайрабад, 198  км ,  33  км ,,,,,,,,,,,
 19.,736009 .,Денау, 209  км ,  22  км ,,,,,,,,,,,
 20.,736028 .,ОП Ост. Пункт 4598 км, 217  км ,  14  км ,,,,,,,,,,,
 21.,736102 .,Сарыасия, 224  км ,   7  км ,,,,,,,,,,,
 22.,736117 .,ОП Ост. Пункт 4609 км, 228  км ,   3  км ,,,,,,,,,,,
 23.,736121 .,Кудукли, 231  км ,   0  км ,,,,,,,,,,,
 24.,736206 .,Кудукли (эксп.), 231  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 27) участок 73-031 ""НАВОИ - УЧКУДУК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Навои,до ст. Учкудук,,,,,,,,,,,
  1.,731306 .,Навои,   0  км , 290  км ,,,,,,,,,,,
  2.,731407 .,Тинчлик,   8  км , 282  км ,,,,,,,,,,,
  3.,730905 .,Кармана,  17  км , 273  км ,,,,,,,,,,,
  4.,740201 .,Кармана (эксп.),  17  км , 273  км ,,,,,,,,,,,
  5.,731414 .,Разъезд № 137,  23  км , 267  км ,,,,,,,,,,,
  6.,731503 .,Канимех,  41  км , 249  км ,,,,,,,,,,,
  7.,731518 .,Разъезд 303,  59  км , 231  км ,,,,,,,,,,,
  8.,731607 .,Зафарабад,  79  км , 211  км ,,,,,,,,,,,
  9.,731626 .,Разъезд 304,  95  км , 195  км ,,,,,,,,,,,
 10.,731611 .,Гулобод, 113  км , 177  км ,,,,,,,,,,,
 11.,731630 .,Тараккиёт, 126  км , 164  км ,,,,,,,,,,,
 12.,731700 .,Каракатта, 140  км , 150  км ,,,,,,,,,,,
 13.,731734 .,Юксалиш, 152  км , 138  км ,,,,,,,,,,,
 14.,730201 .,Мустакиллик, 167  км , 123  км ,,,,,,,,,,,
 15.,728303 .,Нурота, 181  км , 109  км ,,,,,,,,,,,
 16.,732402 .,Аджибугут, 196  км ,  94  км ,,,,,,,,,,,
 17.,731749 .,Тошработ, 203  км ,  87  км ,,,,,,,,,,,
 18.,731768 .,Томди (рзд), 217  км ,  73  км ,,,,,,,,,,,
 19.,731804 .,Кызылкудук, 227  км ,  63  км ,,,,,,,,,,,
 20.,731787 .,Хузурчул (рзд), 243  км ,  47  км ,,,,,,,,,,,
 21.,731819 .,Кызылкум, 258  км ,  32  км ,,,,,,,,,,,
 22.,732205 .,Учкудук II, 277  км ,  13  км ,,,,,,,,,,,
 23.,732101 .,Учкудук, 290  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 28) участок 73-032 ""КЫЗЫЛКУДУК - МУРУНТАУ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кызылкудук,до ст. Мурунтау,,,,,,,,,,,
  1.,731804 .,Кызылкудук,   0  км ,  53  км ,,,,,,,,,,,
  2.,731908 .,Янги-Зарафшан,  22  км ,  31  км ,,,,,,,,,,,
  3.,731912 .,ОП Ост. Пункт 26 км,  26  км ,  27  км ,,,,,,,,,,,
  4.,731927 .,ОП Ост. Пункт 51 км,  51  км ,   2  км ,,,,,,,,,,,
  5.,732008 .,Мурунтау,  53  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 29) участок 73-034 ""НАЙМАНКУЛЬ (ЭКСП.) - КАРАКАЛПАКСТАН (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Найманкуль (эксп.),до ст. Каракалпакстан (эксп.),,,,,,,,,,,
  1.,737800 .,Найманкуль (эксп.),   0  км , 431  км ,,,,,,,,,,,
  2.,737707 .,Найманкуль,   2  км , 429  км ,,,,,,,,,,,
  3.,737711 .,ОП Ост. Пункт 528 км,   4  км , 427  км ,,,,,,,,,,,
  4.,737603 .,Ходжейли,  17  км , 414  км ,,,,,,,,,,,
  5.,737618 .,ОП Ост. Пункт 547 км,  23  км , 408  км ,,,,,,,,,,,
  6.,737500 .,Хатеп,  32  км , 399  км ,,,,,,,,,,,
  7.,737529 .,ОП Ост. Пункт 564 км,  40  км , 391  км ,,,,,,,,,,,
  8.,737406 .,Шуманай,  48  км , 383  км ,,,,,,,,,,,
  9.,737410 .,ОП Ост. Пункт 583 км,  59  км , 372  км ,,,,,,,,,,,
 10.,737425 .,Болгали,  61  км , 370  км ,,,,,,,,,,,
 11.,737433 .,ОП Ост. Пункт 595 км,  71  км , 360  км ,,,,,,,,,,,
 12.,737302 .,Конликул,  77  км , 354  км ,,,,,,,,,,,
 13.,737317 .,ОП Ост. Пункт 606 км,  82  км , 349  км ,,,,,,,,,,,
 14.,737321 .,ОП Ост. Пункт 609 км,  85  км , 346  км ,,,,,,,,,,,
 15.,737336 .,ОП Ост. Пункт 612 км,  88  км , 343  км ,,,,,,,,,,,
 16.,737340 .,Разъезд 615 км,  92  км , 339  км ,,,,,,,,,,,
 17.,737355 .,ОП Ост. Пункт 618 км,  94  км , 337  км ,,,,,,,,,,,
 18.,737209 .,Кунград, 103  км , 328  км ,,,,,,,,,,,
 19.,737228 .,Разъезд 636 км, 117  км , 314  км ,,,,,,,,,,,
 20.,737213 .,Раушан (рзд), 123  км , 308  км ,,,,,,,,,,,
 21.,739702 .,Кунходжа, 148  км , 283  км ,,,,,,,,,,,
 22.,737105 .,Кырккыз, 165  км , 266  км ,,,,,,,,,,,
 23.,744607 .,Барса-Кельмес (рзд), 189  км , 242  км ,,,,,,,,,,,
 24.,737124 .,Ажинияз (рзд), 211  км , 220  км ,,,,,,,,,,,
 25.,744804 .,Абадан (рзд), 234  км , 197  км ,,,,,,,,,,,
 26.,737143 .,Куаныш (рзд), 256  км , 175  км ,,,,,,,,,,,
 27.,737001 .,Жаслык, 275  км , 156  км ,,,,,,,,,,,
 28.,737073 .,Урга-Нагорная, 300  км , 131  км ,,,,,,,,,,,
 29.,737069 .,Аяпберген (рзд), 301  км , 130  км ,,,,,,,,,,,
 30.,737020 .,Бердах (рзд), 324  км , 107  км ,,,,,,,,,,,
 31.,744908 .,Бостан (рзд), 348  км ,  83  км ,,,,,,,,,,,
 32.,737048 .,Ак-Тобе (рзд), 370  км ,  61  км ,,,,,,,,,,,
 33.,737054 .,Кийиксай (рзд), 391  км ,  40  км ,,,,,,,,,,,
 34.,736901 .,Каракалпакстан, 411  км ,  20  км ,,,,,,,,,,,
 35.,736808 .,Каракалпакстан (эксп.), 431  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 30) участок 73-035 ""НАЙМАНКУЛЬ (ЭКСП.) - НУКУС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Найманкуль (эксп.),до ст. Нукус,,,,,,,,,,,
  1.,737800 .,Найманкуль (эксп.),   0  км ,  21  км ,,,,,,,,,,,
  2.,737707 .,Найманкуль,   2  км ,  19  км ,,,,,,,,,,,
  3.,738907 .,Тахиаташ-Пристань,   8  км ,  13  км ,,,,,,,,,,,
  4.,739007 .,Нукус,  21  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 31) участок 73-036 ""НУКУС - МИСКИН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Нукус,до ст. Мискин,,,,,,,,,,,
  1.,739007 .,Нукус,   0  км , 196  км ,,,,,,,,,,,
  2.,739666 .,Бестобе (рзд),  13  км , 183  км ,,,,,,,,,,,
  3.,739505 .,Назархан,  32  км , 164  км ,,,,,,,,,,,
  4.,739647 .,Койбак,  54  км , 142  км ,,,,,,,,,,,
  5.,732506 .,Караозек,  79  км , 117  км ,,,,,,,,,,,
  6.,744700 .,Бадай,  92  км , 104  км ,,,,,,,,,,,
  7.,734605 .,Беруни, 107  км ,  89  км ,,,,,,,,,,,
  8.,734501 .,Элликала, 139  км ,  57  км ,,,,,,,,,,,
  9.,739609 .,Туртгул, 166  км ,  30  км ,,,,,,,,,,,
 10.,739806 .,Мискин, 196  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 32) участок 73-039 ""НУКУС - ЧИМБАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Нукус,до ст. Чимбай,,,,,,,,,,,
  1.,739007 .,Нукус,   0  км ,  56  км ,,,,,,,,,,,
  2.,739100 .,Такыркуль,  17  км ,  39  км ,,,,,,,,,,,
  3.,739204 .,Кумшунгуль,  29  км ,  27  км ,,,,,,,,,,,
  4.,739308 .,Чимбай,  56  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 33) участок 73-040 ""ГАЛАБА - ГАЛАБА (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Галаба,до ст. Галаба (эксп.),,,,,,,,,,,
  1.,736304 .,Галаба,   0  км ,   5  км ,,,,,,,,,,,
  2.,736403 .,Галаба (эксп.),   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 34) участок 73-041 ""ТЕРМЕЗ - ТЕРМЕЗ-ПОРТ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Термез,до ст. Термез-Порт (эксп.),,,,,,,,,,,
  1.,735109 .,Термез,   0  км ,  12  км ,,,,,,,,,,,
  2.,735203 .,Термез-Порт (эксп.),  12  км ,   0  км ,,,,,,,,,,,
  3.,736704 .,Термез-Порт,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 35) участок 73-042 ""ТЕРМЕЗ - АМУЗАНГ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Термез,до ст. Кармана (эксп.),,,,,,,,,,,
  1.,735109 .,Термез,   0  км ,  54  км ,,,,,,,,,,,
  2.,736304 .,Галаба,  10  км ,  44  км ,,,,,,,,,,,
  3.,736600 .,Амузанг,  43  км ,  11  км ,,,,,,,,,,,
  4.,736507 .,Амузанг (эксп.),  54  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 36) участок 73-044 ""ИРДЖАРСКАЯ - ДЖИЗАК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ирджарская,до ст. Джизак,,,,,,,,,,,
  1.,725502 .,Ирджарская,   0  км ,  72  км ,,,,,,,,,,,
  2.,725606 .,Дустлик,  20  км ,  52  км ,,,,,,,,,,,
  3.,725610 .,ОП Ост. Пункт 204 км,  21  км ,  51  км ,,,,,,,,,,,
  4.,725708 .,Пахтакор,  44  км ,  28  км ,,,,,,,,,,,
  5.,726308 .,Чаманзор,  52  км ,  20  км ,,,,,,,,,,,
  6.,726903 .,Джизак,  72  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 37) участок 73-047 ""ЖАЙРОН - КЕНГСОЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карши,до ст. Нишан (эксп.),,,,,,,,,,,
  1.,734304 .,Жайрон,  46  км ,  16  км ,,,,,,,,,,,
  2.,732602 .,Кенгсой,  64  км ,  34  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 38) участок 73-049 ""СЫРДАРЬИНСКАЯ - СЫРДАРЬИНСКАЯ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сырдарьинская,до ст. Сырдарьинская (эксп.),,,,,,,,,,,
  1.,724707 .,Сырдарьинская,   0  км ,  11  км ,,,,,,,,,,,
  2.,725305 .,Сырдарьинская (эксп.),  11  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 39) участок 73-051 ""КАГАН - РАЗЪЕЗД № 42"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Каган,до ст. Фаровон,,,,,,,,,,,
  1.,740606 .,Каган,   0  км ,   4  км ,,,,,,,,,,,
  2.,730411 .,Фаровон,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 40) участок 73-052 ""ТИНЧЛИК - БИНОКОР (РЗД)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тинчлик,до ст. Бинокор,,,,,,,,,,,
  1.,731407 .,Тинчлик,   0  км ,   5  км ,,,,,,,,,,,
  2.,731202 .,Бинокор,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 41) участок 73-053 ""РАЗЪЕЗД № 205 - ЧИМКУРГАН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чаманзор,до ст. Чимкурган,,,,,,,,,,,
  1.,726308 .,Чаманзор,   0  км ,  41  км ,,,,,,,,,,,
  2.,726806 .,Бойтог,  22  км ,  19  км ,,,,,,,,,,,
  3.,726401 .,Чимкурган,  41  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 42) участок 73-055 ""ПАП - ХАЛКОБОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пап,до ст. Халкобод,,,,,,,,,,,
  1.,740702 .,Пап,   0  км ,   5  км ,,,,,,,,,,,
  2.,741609 .,Халкобод,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 43) участок 73-056 ""КЕЛЕС - УЗБЕКИСТАН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Келес,до ст. Узбекистан,,,,,,,,,,,
  1.,720104 .,Келес,   0  км ,  30  км ,,,,,,,,,,,
  2.,722203 .,Назарбек,  15  км ,  15  км ,,,,,,,,,,,
  3.,722307 .,Далигузар,  26  км ,   4  км ,,,,,,,,,,,
  4.,723827 .,Узбекистан,  30  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 44) участок 73-057 ""МИСКИН - ШАВАТ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Мискин,до ст. Шават (эксп.),,,,,,,,,,,
  1.,739806 .,Мискин,   0  км , 135  км ,,,,,,,,,,,
  2.,739900 .,Истиклол,  24  км , 111  км ,,,,,,,,,,,
  3.,738606 .,Хазарасп,  36  км ,  99  км ,,,,,,,,,,,
  4.,738502 .,Багат,  51  км ,  84  км ,,,,,,,,,,,
  5.,738409 .,Ханки,  66  км ,  69  км ,,,,,,,,,,,
  6.,738305 .,Ургенч,  80  км ,  55  км ,,,,,,,,,,,
  7.,738310 .,Разъезд № 177,  89  км ,  46  км ,,,,,,,,,,,
  8.,738324 .,Разъезд № 420, 102  км ,  33  км ,,,,,,,,,,,
  9.,738108 .,Шават, 116  км ,  19  км ,,,,,,,,,,,
 10.,738112 .,ОП Обод, 130  км ,   5  км ,,,,,,,,,,,
 11.,738201 .,Шават (эксп.), 135  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 45) участок 73-058 ""ИСТИКЛОЛ - ПИТНЯК (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Истиклол,до ст. Питняк (эксп.),,,,,,,,,,,
  1.,739900 .,Истиклол,   0  км ,  19  км ,,,,,,,,,,,
  2.,738705 .,Питняк,  14  км ,   5  км ,,,,,,,,,,,
  3.,738803 .,Питняк (эксп.),  19  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 46) участок 73-059 ""ТОШГУЗАР - КУМКУРГОН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тошгузар,до ст. Кумкургон,,,,,,,,,,,
  1.,728801 .,Тошгузар,   0  км , 220  км ,,,,,,,,,,,
  2.,728816 .,Кайирма,  17  км , 203  км ,,,,,,,,,,,
  3.,728820 .,Бузахур,  29  км , 191  км ,,,,,,,,,,,
  4.,728835 .,Жаркудук,  43  км , 177  км ,,,,,,,,,,,
  5.,728905 .,Дехконобод,  57  км , 163  км ,,,,,,,,,,,
  6.,728919 .,Корадахна,  81  км , 139  км ,,,,,,,,,,,
  7.,728924 .,Чашма,  90  км , 130  км ,,,,,,,,,,,
  8.,729005 .,Окработ, 110  км , 110  км ,,,,,,,,,,,
  9.,729014 .,Окназар, 127  км ,  93  км ,,,,,,,,,,,
 10.,729024 .,Шуроб, 136  км ,  84  км ,,,,,,,,,,,
 11.,729109 .,Дарбанд, 145  км ,  75  км ,,,,,,,,,,,
 12.,729202 .,Бойсун, 165  км ,  55  км ,,,,,,,,,,,
 13.,729217 .,Пулхоким, 179  км ,  41  км ,,,,,,,,,,,
 14.,729306 .,Тангимуш, 198  км ,  22  км ,,,,,,,,,,,
 15.,729400 .,Окжар, 212  км ,   8  км ,,,,,,,,,,,
 16.,735608 .,Кумкургон, 220  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 47) участок 73-060 ""ПАП - ТЕМИРЙУЛОБОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пап,до ст. Темирйулобод,,,,,,,,,,,
  1.,740702 .,Пап,   0  км ,  37  км ,,,,,,,,,,,
  2.,741702 .,Темирйулобод,  37  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 48) участок 73-061 ""АНГРЕН - ПАП"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ангрен,до ст. Пап,,,,,,,,,,,
  1.,722608 .,Ангрен,   0  км , 124  км ,,,,,,,,,,,
  2.,722646 .,Куль,  16  км , 108  км ,,,,,,,,,,,
  3.,722650 .,Орзу,  36  км ,  88  км ,,,,,,,,,,,
  4.,741740 .,Чодак,  60  км ,  64  км ,,,,,,,,,,,
  5.,741721 .,Кон,  73  км ,  51  км ,,,,,,,,,,,
  6.,741702 .,Темирйулобод,  86  км ,  38  км ,,,,,,,,,,,
  7.,741736 .,Кошминор, 102  км ,  22  км ,,,,,,,,,,,
  8.,740702 .,Пап, 124  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 49) участок 73-062 ""АССАКЕ - ШАХРИХАН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ассаке,до ст. Шахрихан,,,,,,,,,,,
  1.,743407 .,Ассаке,   0  км ,  15  км ,,,,,,,,,,,
  2.,743500 .,Шахрихан,  15  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 50) участок 73-063 ""АНДИЖАН II - ТЕНТАКСАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Андижан II,до ст. Пахтаобод,,,,,,,,,,,
  1.,742003 .,Андижан II,   0  км ,  18  км ,,,,,,,,,,,
  2.,742103 .,Пахтаобод,  18  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 51) участок 73-064 ""БУХАРА I - МИСКИН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бухара I,до ст. Мискин,,,,,,,,,,,
  1.,730002 .,Бухара I,   0  км , 356  км ,,,,,,,,,,,
  2.,730454 .,Пойкент,   6  км , 350  км ,,,,,,,,,,,
  3.,729908 .,Янгиабад,  39  км , 317  км ,,,,,,,,,,,
  4.,731109 .,Навбахор,  65  км , 291  км ,,,,,,,,,,,
  5.,729804 .,Яхшилик,  96  км , 260  км ,,,,,,,,,,,
  6.,729819 .,Парвоз (рзд), 128  км , 228  км ,,,,,,,,,,,
  7.,729700 .,Корли Тог, 166  км , 190  км ,,,,,,,,,,,
  8.,729715 .,Кийикли (рзд), 198  км , 158  км ,,,,,,,,,,,
  9.,729607 .,Хизирбобо, 230  км , 126  км ,,,,,,,,,,,
