Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Восточно-Сибирской ж.д. (код дороги 92),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 92-001 ""ТАЙШЕТ - ИРКУТСК-ПАССАЖИРСКИЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тайшет,до ст. Иркутск-Пассажирский,,,,,,,,,,,
  2.,935737 .,ОП Южлаг,   2  км , 133  км ,,,,,,,,,,,
  3.,935741 .,ОП Грузовой Двор,   4  км , 131  км ,,,,,,,,,,,
  4.,937605 .,Тальцы,   8  км , 127  км ,,,,,,,,,,,
  5.,937643 .,ОП Дачная,  12  км , 123  км ,,,,,,,,,,,
  6.,937658 .,ОП Росинка,  16  км , 119  км ,,,,,,,,,,,
  7.,937617 .,ОП Колхозный,  17  км , 118  км ,,,,,,,,,,,
  8.,937624 .,ОП Садоводство Звездное,  24  км , 111  км ,,,,,,,,,,,
  9.,937639 .,ОП База ПМС,  25  км , 110  км ,,,,,,,,,,,
 10.,937709 .,Онохой,  27  км , 108  км ,,,,,,,,,,,
 11.,937817 .,ОП Лесокомбинат,  30  км , 105  км ,,,,,,,,,,,
 12.,937855 .,ОП Бройлерная,  33  км , 102  км ,,,,,,,,,,,
 13.,937836 .,ОП Сад Василёк,  38  км ,  97  км ,,,,,,,,,,,
 14.,937840 .,ОП Перевал,  42  км ,  93  км ,,,,,,,,,,,
 15.,937893 .,ОП Пионерская,  46  км ,  89  км ,,,,,,,,,,,
 16.,937802 .,Заиграево,  49  км ,  86  км ,,,,,,,,,,,
 17.,937874 .,ОП Ост. Пункт 5710 км,  62  км ,  73  км ,,,,,,,,,,,
 18.,937906 .,Челутай,  63  км ,  72  км ,,,,,,,,,,,
 19.,938006 .,Илька,  72  км ,  63  км ,,,,,,,,,,,
 20.,938010 .,ОП Ост. Пункт 5724 км,  75  км ,  60  км ,,,,,,,,,,,
 21.,938108 .,Новоильинский,  86  км ,  49  км ,,,,,,,,,,,
 22.,938114 .,Затяжной (пп),  95  км ,  40  км ,,,,,,,,,,,
 23.,938203 .,Горхон, 101  км ,  34  км ,,,,,,,,,,,
 24.,938311 .,Кижа, 115  км ,  20  км ,,,,,,,,,,,
 25.,938326 .,ОП Ост. Пункт 5779 км, 130  км ,   5  км ,,,,,,,,,,,
 26.,940105 .,Петровский Завод, 135  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  6) участок 92-006 ""ТАЙШЕТ - ЛЕНА-ВОСТОЧНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тайшет,до ст. Лена-Восточная (перев.),,,,,,,,,,,
  1.,920002 .,Тайшет,   0  км , 734  км ,,,,,,,,,,,
  2.,923271 .,ОП Первомайская,   1  км , 733  км ,,,,,,,,,,,
  3.,920303 .,Акульшет,  10  км , 724  км ,,,,,,,,,,,
  4.,923265 .,ОП Старая Гоголевка,  19  км , 715  км ,,,,,,,,,,,
  5.,923212 .,ОП Нижняя Гоголевка,  24  км , 710  км ,,,,,,,,,,,
  6.,923227 .,ОП Костомарово,  30  км , 704  км ,,,,,,,,,,,
  7.,923246 .,ОП Борисово,  38  км , 696  км ,,,,,,,,,,,
  8.,923250 .,ОП Пуляево,  45  км , 689  км ,,,,,,,,,,,
  9.,923301 .,Топорок,  48  км , 686  км ,,,,,,,,,,,
 10.,923316 .,ОП Короленко,  53  км , 681  км ,,,,,,,,,,,
 11.,923477 .,Невельская,  57  км , 677  км ,,,,,,,,,,,
 12.,923443 .,ОП Малиновка,  64  км , 670  км ,,,,,,,,,,,
 13.,923424 .,ОП Нагорный,  75  км , 659  км ,,,,,,,,,,,
 14.,923462 .,ОП Ост. Пункт 93 км,  93  км , 641  км ,,,,,,,,,,,
 15.,923509 .,Парчум,  97  км , 637  км ,,,,,,,,,,,
 16.,923513 .,ОП Каменск, 104  км , 630  км ,,,,,,,,,,,
 17.,923602 .,Разъезд № 9, 106  км , 628  км ,,,,,,,,,,,
 18.,923617 .,ОП Заводской, 109  км , 625  км ,,,,,,,,,,,
 19.,923706 .,Новочунка, 116  км , 618  км ,,,,,,,,,,,
 20.,923621 .,ОП Новочунка АЗС, 119  км , 615  км ,,,,,,,,,,,
 21.,923710 .,ОП Пионерский, 123  км , 611  км ,,,,,,,,,,,
 22.,923725 .,ОП Октябрьский, 125  км , 609  км ,,,,,,,,,,,
 23.,923800 .,Сосновые Родники, 129  км , 605  км ,,,,,,,,,,,
 24.,923814 .,ОП Садоводство Рябинушка, 136  км , 598  км ,,,,,,,,,,,
 25.,923903 .,Чуна, 141  км , 593  км ,,,,,,,,,,,
 26.,923918 .,ОП Депо, 143  км , 591  км ,,,,,,,,,,,
 27.,923922 .,ОП Река Рундукан, 153  км , 581  км ,,,,,,,,,,,
 28.,924003 .,Изыкан, 154  км , 580  км ,,,,,,,,,,,
 29.,924018 .,ОП Ост. Пункт 155 км, 155  км , 579  км ,,,,,,,,,,,
 30.,924022 .,ОП Захаровка, 157  км , 577  км ,,,,,,,,,,,
 31.,924126 .,ОП Елань, 165  км , 569  км ,,,,,,,,,,,
 32.,924107 .,Таргиз, 167  км , 567  км ,,,,,,,,,,,
 33.,924111 .,ОП Чукша, 177  км , 557  км ,,,,,,,,,,,
 34.,924200 .,Кешево, 190  км , 544  км ,,,,,,,,,,,
 35.,924249 .,ОП Сосновка, 199  км , 535  км ,,,,,,,,,,,
 36.,924215 .,Торея, 210  км , 524  км ,,,,,,,,,,,
 37.,924224 .,Огневка, 226  км , 508  км ,,,,,,,,,,,
 38.,924234 .,ОП Лес, 237  км , 497  км ,,,,,,,,,,,
 39.,924304 .,Турма, 246  км , 488  км ,,,,,,,,,,,
 40.,924319 .,ОП Балага, 258  км , 476  км ,,,,,,,,,,,
 41.,924408 .,Вихоревка, 269  км , 465  км ,,,,,,,,,,,
 42.,924431 .,ОП Депо, 270  км , 464  км ,,,,,,,,,,,
 43.,924446 .,ОП 2-я Магистральная, 272  км , 462  км ,,,,,,,,,,,
 44.,924412 .,ОП Кузнецовка, 275  км , 459  км ,,,,,,,,,,,
 45.,924427 .,Моргудон (рзд), 284  км , 450  км ,,,,,,,,,,,
 46.,924906 .,Анзеби, 293  км , 441  км ,,,,,,,,,,,
 47.,924910 .,Галачинский (рзд), 304  км , 430  км ,,,,,,,,,,,
 48.,924925 .,ОП Братское Море, 314  км , 420  км ,,,,,,,,,,,
 49.,924939 .,ОП Падун, 321  км , 413  км ,,,,,,,,,,,
 50.,925006 .,Падунские Пороги, 326  км , 408  км ,,,,,,,,,,,
 51.,924944 .,ОП Энергетик, 328  км , 406  км ,,,,,,,,,,,
 52.,925100 .,Гидростроитель, 339  км , 395  км ,,,,,,,,,,,
 53.,925114 .,ОП Подвыездный, 351  км , 383  км ,,,,,,,,,,,
 54.,925129 .,Зяба, 364  км , 370  км ,,,,,,,,,,,
 55.,925203 .,Пашенный, 378  км , 356  км ,,,,,,,,,,,
 56.,925307 .,Кежемская, 403  км , 331  км ,,,,,,,,,,,
 57.,925311 .,ОП Мамырь, 416  км , 318  км ,,,,,,,,,,,
 58.,925909 .,Речушка, 436  км , 298  км ,,,,,,,,,,,
 59.,925400 .,Видим, 461  км , 273  км ,,,,,,,,,,,
 60.,925504 .,Сохатый, 480  км , 254  км ,,,,,,,,,,,
 61.,925557 .,ОП Ост. Пункт 489 км, 492  км , 242  км ,,,,,,,,,,,
 62.,925523 .,Черная, 501  км , 233  км ,,,,,,,,,,,
 63.,925542 .,ОП Селезнево, 523  км , 211  км ,,,,,,,,,,,
 64.,925561 .,ОП Речка Ильинка, 529  км , 205  км ,,,,,,,,,,,
 65.,925576 .,ОП Заречные Дачи, 531  км , 203  км ,,,,,,,,,,,
 66.,925580 .,ОП Ручей Железный, 533  км , 201  км ,,,,,,,,,,,
 67.,925608 .,Среднеилимская, 534  км , 200  км ,,,,,,,,,,,
 68.,925627 .,ОП Шестаково, 536  км , 198  км ,,,,,,,,,,,
 69.,925701 .,Коршуниха-Ангарская, 551  км , 183  км ,,,,,,,,,,,
 70.,925720 .,ОП Узловая поликлиника, 554  км , 180  км ,,,,,,,,,,,
 71.,925805 .,Хребтовая, 572  км , 162  км ,,,,,,,,,,,
 72.,925843 .,ОП Ост. Пункт 581 км, 581  км , 153  км ,,,,,,,,,,,
 73.,925839 .,Карстовая, 589  км , 145  км ,,,,,,,,,,,
 74.,925858 .,ОП Ост. Пункт 602 км, 596  км , 138  км ,,,,,,,,,,,
 75.,926704 .,Семигорск, 610  км , 124  км ,,,,,,,,,,,
 76.,926808 .,Мерзлотная, 620  км , 114  км ,,,,,,,,,,,
 77.,926850 .,ОП Ост. Пункт 648 км, 648  км ,  86  км ,,,,,,,,,,,
 78.,926878 .,ОП Каймоново I, 649  км ,  85  км ,,,,,,,,,,,
 79.,926865 .,ОП Каймоново 2, 652  км ,  82  км ,,,,,,,,,,,
 80.,926901 .,Ручей, 661  км ,  73  км ,,,,,,,,,,,
 81.,927001 .,Янталь, 671  км ,  63  км ,,,,,,,,,,,
 82.,927054 .,ОП Малый Янталь, 674  км ,  60  км ,,,,,,,,,,,
 83.,927069 .,ОП Половинка, 676  км ,  58  км ,,,,,,,,,,,
 84.,927073 .,ОП Парус, 678  км ,  56  км ,,,,,,,,,,,
 85.,927181 .,ОП Ворошиловский, 680  км ,  54  км ,,,,,,,,,,,
 86.,927116 .,ОП Островок, 687  км ,  47  км ,,,,,,,,,,,
 87.,927124 .,ОП Ясная Поляна, 690  км ,  44  км ,,,,,,,,,,,
 88.,927139 .,ОП Таёжник, 692  км ,  42  км ,,,,,,,,,,,
 89.,927143 .,ОП Автомобилист, 694  км ,  40  км ,,,,,,,,,,,
 90.,927158 .,ОП Речка Король, 697  км ,  37  км ,,,,,,,,,,,
 91.,927162 .,ОП Подснежник, 699  км ,  35  км ,,,,,,,,,,,
 92.,927177 .,ОП Березка, 703  км ,  31  км ,,,,,,,,,,,
 93.,927040 .,ОП Паниха, 706  км ,  28  км ,,,,,,,,,,,
 94.,927035 .,ОП Усть-Кут, 712  км ,  22  км ,,,,,,,,,,,
 95.,927105 .,Лена, 720  км ,  14  км ,,,,,,,,,,,
 96.,927209 .,Лена (перев.), 720  км ,  14  км ,,,,,,,,,,,
 97.,927622 .,ОП Речники, 724  км ,  10  км ,,,,,,,,,,,
 98.,927603 .,Якурим, 730  км ,   4  км ,,,,,,,,,,,
 99.,927707 .,Якурим (перев.), 730  км ,   4  км ,,,,,,,,,,,
100.,927800 .,Лена-Восточная, 734  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  7) участок 92-008 ""МОРГУДОН (РЗД) - ГАЛАЧИНСКИЙ (РЗД)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Моргудон (рзд),до ст. Тайшет,,,,,,,,,,,
  1.,924427 .,Моргудон (рзд),   0  км , 284  км ,,,,,,,,,,,
  2.,924499 .,ОП Багульная II,   4  км , 287  км ,,,,,,,,,,,
  3.,924501 .,Багульная,   5  км , 289  км ,,,,,,,,,,,
  4.,924516 .,ОП Багульная III,   6  км , 290  км ,,,,,,,,,,,
  5.,924605 .,Братск,  15  км , 299  км ,,,,,,,,,,,
  6.,924624 .,ОП Строитель,  17  км , 301  км ,,,,,,,,,,,
  7.,924639 .,ОП Тепличная,  19  км , 303  км ,,,,,,,,,,,
  8.,924610 .,ОП Новобратск,  20  км , 304  км ,,,,,,,,,,,
  9.,924643 .,ОП Тепловая,  33  км , 317  км ,,,,,,,,,,,
 10.,924910 .,Галачинский (рзд),  41  км , 325  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  8) участок 92-009 ""ЗАУДИНСКИЙ - НАУШКИ (ЭКСП. ДСВН)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Заудинский,до ст. Наушки (эксп. КЖД),,,,,,,,,,,
  1.,935703 .,Заудинский,   0  км , 253  км ,,,,,,,,,,,
  2.,935718 .,ОП Ост. Пункт 5652 км,   3  км , 250  км ,,,,,,,,,,,
  3.,935756 .,ОП Ост. Пункт 5655 км,   6  км , 247  км ,,,,,,,,,,,
  4.,935722 .,ОП Комушка,   8  км , 245  км ,,,,,,,,,,,
  5.,935807 .,Медведчиково,  14  км , 239  км ,,,,,,,,,,,
  6.,935811 .,ОП Ост. Пункт 5671 км,  22  км , 231  км ,,,,,,,,,,,
  7.,935826 .,ОП Ост. Пункт 5674 км,  25  км , 228  км ,,,,,,,,,,,
  8.,935900 .,Саянтуй,  28  км , 225  км ,,,,,,,,,,,
  9.,935915 .,ОП Ост. Пункт 5682 км,  33  км , 220  км ,,,,,,,,,,,
 10.,935920 .,ОП Ост. Пункт 5685 км,  36  км , 217  км ,,,,,,,,,,,
 11.,935601 .,Шалуты,  38  км , 215  км ,,,,,,,,,,,
 12.,935949 .,ОП Ост. Пункт 5689 км,  40  км , 213  км ,,,,,,,,,,,
 13.,935953 .,ОП Ост. Пункт 5691 км,  42  км , 211  км ,,,,,,,,,,,
 14.,935968 .,ОП Ост. Пункт 5696 км,  47  км , 206  км ,,,,,,,,,,,
 15.,935972 .,ОП Ост. Пункт 5702 км,  53  км , 200  км ,,,,,,,,,,,
 16.,935934 .,ОП Ганзурино,  54  км , 199  км ,,,,,,,,,,,
 17.,935991 .,ОП Деревня Ганзурино,  55  км , 198  км ,,,,,,,,,,,
 18.,935987 .,Ганзурино,  58  км , 195  км ,,,,,,,,,,,
 19.,936015 .,ОП Речка Оронгой,  68  км , 185  км ,,,,,,,,,,,
 20.,936026 .,Оронгой,  70  км , 183  км ,,,,,,,,,,,
 21.,936034 .,ОП Ост. Пункт 5720 км,  71  км , 182  км ,,,,,,,,,,,
 22.,936049 .,ОП Ост. Пункт 5726 км,  77  км , 176  км ,,,,,,,,,,,
 23.,936053 .,ОП Ост. Пункт 5728 км,  79  км , 174  км ,,,,,,,,,,,
 24.,936068 .,Убукун,  83  км , 170  км ,,,,,,,,,,,
 25.,936072 .,ОП Ост. Пункт 5736 км,  87  км , 166  км ,,,,,,,,,,,
 26.,936087 .,ОП Совхоз Тельман,  96  км , 157  км ,,,,,,,,,,,
 27.,936091 .,ОП Жаргаланта, 102  км , 151  км ,,,,,,,,,,,
 28.,936123 .,ОП Ост. Пункт 5752 км, 103  км , 150  км ,,,,,,,,,,,
 29.,936119 .,ОП Ост. Пункт 5755 км, 106  км , 147  км ,,,,,,,,,,,
 30.,936104 .,Сульфат, 108  км , 145  км ,,,,,,,,,,,
 31.,936208 .,Загустай, 120  км , 133  км ,,,,,,,,,,,
 32.,936212 .,ОП Ост. Пункт 5772 км, 123  км , 130  км ,,,,,,,,,,,
 33.,936227 .,ОП Ост. Пункт 5777 км, 128  км , 125  км ,,,,,,,,,,,
 34.,936301 .,Бараты, 133  км , 120  км ,,,,,,,,,,,
 35.,936316 .,ОП Муртой, 143  км , 110  км ,,,,,,,,,,,
 36.,936320 .,ОП Ост. Пункт 5796 км, 147  км , 106  км ,,,,,,,,,,,
 37.,936405 .,Гусиное Озеро, 151  км , 102  км ,,,,,,,,,,,
 38.,936411 .,ОП Темник, 164  км ,  89  км ,,,,,,,,,,,
 39.,936443 .,ОП Село Селендума, 170  км ,  83  км ,,,,,,,,,,,
 40.,936439 .,ОП Ост. Пункт 5824 км, 175  км ,  78  км ,,,,,,,,,,,
 41.,936509 .,Селендума, 178  км ,  75  км ,,,,,,,,,,,
 42.,936513 .,ОП Бутиха, 194  км ,  59  км ,,,,,,,,,,,
 43.,936602 .,Джида, 204  км ,  49  км ,,,,,,,,,,,
 44.,936725 .,Хужир, 218  км ,  35  км ,,,,,,,,,,,
 45.,936710 .,ОП Ост. Пункт 5872 км, 223  км ,  30  км ,,,,,,,,,,,
 46.,936807 .,Харанхой, 232  км ,  21  км ,,,,,,,,,,,
 47.,936903 .,Наушки, 247  км ,   6  км ,,,,,,,,,,,
 48.,937003 .,Наушки (эксп. УБЖД уч., 253  км ,   0  км ,,,,,,,,,,,
,,С.Баатар-У.Баатар искл.),,,,,,,,,,,,,
 49.,937107 .,Наушки (эксп. УБЖД уч. У.Баатар, 253  км ,   0  км ,,,,,,,,,,,
,,вкл. и далее),,,,,,,,,,,,,
 50.,937200 .,Наушки (эксп. ДСВН), 253  км ,   0  км ,,,,,,,,,,,
 51.,937304 .,Наушки (эксп. КЖД), 253  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  9) участок 92-010 ""СЛЮДЯНКА I - БАЙКАЛ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Слюдянка I,до ст. Байкал,,,,,,,,,,,
  1.,933303 .,Слюдянка I,   0  км ,  94  км ,,,,,,,,,,,
  2.,934170 .,ОП 4-й участок,   1  км ,  93  км ,,,,,,,,,,,
  3.,933407 .,Култук,  10  км ,  84  км ,,,,,,,,,,,
  4.,933500 .,Култук (перев.),  10  км ,  84  км ,,,,,,,,,,,
  5.,934166 .,ОП Галерея Сосновая,  12  км ,  82  км ,,,,,,,,,,,
  6.,933515 .,ОП Старая Ангасолка,  17  км ,  77  км ,,,,,,,,,,,
  7.,933411 .,ОП Птичий Базар,  21  км ,  73  км ,,,,,,,,,,,
  8.,934151 .,ОП Малая Крутая Губа,  26  км ,  68  км ,,,,,,,,,,,
  9.,933553 .,ОП Турбаза Шарыжалгай,  27  км ,  67  км ,,,,,,,,,,,
 10.,933426 .,Шарыжалгай,  28  км ,  66  км ,,,,,,,,,,,
 11.,934147 .,ОП Пыловка,  32  км ,  62  км ,,,,,,,,,,,
 12.,934132 .,ОП Баклань,  37  км ,  57  км ,,,,,,,,,,,
 13.,934128 .,ОП Колокольный,  40  км ,  54  км ,,,,,,,,,,,
 14.,934197 .,ОП Киркирей,  43  км ,  51  км ,,,,,,,,,,,
 15.,934096 .,ОП Речка Маритуйка,  46  км ,  48  км ,,,,,,,,,,,
 16.,933430 .,Маритуй,  47  км ,  47  км ,,,,,,,,,,,
 17.,934293 .,ОП Половинная,  56  км ,  38  км ,,,,,,,,,,,
 18.,934289 .,ОП Пономарёвка,  59  км ,  35  км ,,,,,,,,,,,
 19.,933520 .,ОП Ивановка,  60  км ,  34  км ,,,,,,,,,,,
 20.,934263 .,ОП Итальянская Стенка,  63  км ,  31  км ,,,,,,,,,,,
 21.,934274 .,ОП Шумиха,  64  км ,  30  км ,,,,,,,,,,,
 22.,933445 .,Уланово,  68  км ,  26  км ,,,,,,,,,,,
 23.,933534 .,ОП Хвойная,  69  км ,  25  км ,,,,,,,,,,,
 24.,933464 .,ОП Речка Пыловка,  72  км ,  22  км ,,,,,,,,,,,
 25.,933483 .,ОП Лиственичный,  86  км ,   8  км ,,,,,,,,,,,
 26.,933549 .,ОП Серебряный Ключ,  87  км ,   7  км ,,,,,,,,,,,
 27.,933498 .,ОП Ост. Пункт 78 км,  88  км ,   6  км ,,,,,,,,,,,
 28.,933619 .,ОП Малый Баранчик,  92  км ,   2  км ,,,,,,,,,,,
 29.,933604 .,Байкал,  94  км ,   0  км ,,,,,,,,,,,
 30.,933708 .,Байкал (перев.),  94  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 10) участок 92-011 ""ЧЕРЕМХОВО - МАКАРЬЕВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Черемхово,до ст. Макарьево,,,,,,,,,,,
  1.,930907 .,Черемхово,   0  км ,  21  км ,,,,,,,,,,,
  2.,930911 .,ОП Шахта им. Кирова,   1  км ,  20  км ,,,,,,,,,,,
  3.,930926 .,ОП ЦЭС,   3  км ,  18  км ,,,,,,,,,,,
  4.,930930 .,ОП Храмцовка,   5  км ,  16  км ,,,,,,,,,,,
  5.,930945 .,ОП Каменный Карьер,   8  км ,  13  км ,,,,,,,,,,,
  6.,930957 .,ОП Чемодариха,  15  км ,   6  км ,,,,,,,,,,,
  7.,930964 .,ОП Известковый Карьер,  19  км ,   2  км ,,,,,,,,,,,
  8.,931007 .,Макарьево,  21  км ,   0  км ,,,,,,,,,,,
  9.,931100 .,Макарьево (перев.),  21  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 11) участок 92-012 ""КИТОЙ - КИТОЙ-КОМБИНАТСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Китой,до ст. Тайшет,до ст. Заудинский,,,,,,,,,,
  1.,932005 .,Китой,   0  км , 624  км , 510  км ,,,,,,,,,,
  2.,932103 .,Китой-Комбинатская,   4  км , 628  км , 514  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 92-013 ""СУХОВСКАЯ - СУХОВСКАЯ-ЮЖНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Суховская,до ст. Тайшет,до ст. Заудинский,,,,,,,,,,
  1.,932207 .,Суховская,   0  км , 636  км , 498  км ,,,,,,,,,,
  2.,932300 .,Суховская-Южная,   3  км , 639  км , 501  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 92-014 ""ХРЕБТОВАЯ - УСТЬ-ИЛИМСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Хребтовая,до ст. Усть-Илимск,до ст. Тайшет,,,,,,,,,,
  1.,925805 .,Хребтовая,   0  км , 215  км , 572  км ,,,,,,,,,,
  2.,925815 .,Начальный (рзд),  19  км , 196  км , 591  км ,,,,,,,,,,
  3.,925824 .,Баларихта (рзд),  42  км , 173  км , 614  км ,,,,,,,,,,
  4.,926102 .,Игирма,  69  км , 146  км , 641  км ,,,,,,,,,,
  5.,926206 .,Рудногорск,  93  км , 122  км , 665  км ,,,,,,,,,,
  6.,926225 .,Тушама, 139  км ,  76  км , 711  км ,,,,,,,,,,
  7.,926306 .,Тубинская, 160  км ,  55  км , 732  км ,,,,,,,,,,
  8.,926507 .,Диабазовый, 183  км ,  32  км , 755  км ,,,,,,,,,,
  9.,926403 .,Усть-Илимск, 215  км ,   0  км , 787  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 92-015 ""ТАЙШЕТ - ЮРТЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тайшет,до ст. Юрты,,,,,,,,,,,
  1.,920002 .,Тайшет,   0  км ,  26  км ,,,,,,,,,,,
  2.,920110 .,ОП Тайшетка,   3  км ,  23  км ,,,,,,,,,,,
  3.,920137 .,ОП Дачный,   5  км ,  21  км ,,,,,,,,,,,
  4.,920125 .,ОП Восточный,   6  км ,  20  км ,,,,,,,,,,,
  5.,920106 .,Бирюсинск,  10  км ,  16  км ,,,,,,,,,,,
  6.,920252 .,ОП Венгерка,  14  км ,  12  км ,,,,,,,,,,,
  7.,920233 .,ОП Раздольный,  18  км ,   8  км ,,,,,,,,,,,
  8.,920214 .,ОП Новая Елань,  23  км ,   3  км ,,,,,,,,,,,
  9.,920203 .,Юрты,  26  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 92-016 ""АНГАРАКАН (РЗД) - КАЗАНКАН (РЗД)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ангаракан (рзд),до ст. Казанкан (рзд),до ст. Хани,,,,,,,,,,
  1.,903929 .,Ангаракан (рзд),   0  км ,  62  км , 522  км ,,,,,,,,,,
  2.,905801 .,ОП Ост. пункт 10 км,  10  км , 619  км , 542  км ,,,,,,,,,,
  3.,905746 .,Осыпной (рзд),  11  км , 620  км , 541  км ,,,,,,,,,,
  4.,905750 .,ОП Ост. пункт 16 км,  16  км , 625  км , 536  км ,,,,,,,,,,
  5.,905784 .,ОП Ост. пункт 26 км,  26  км , 635  км , 526  км ,,,,,,,,,,
  6.,905731 .,Перевал (рзд),  27  км , 636  км , 525  км ,,,,,,,,,,
  7.,905727 .,Горячий Ключ (рзд),  48  км , 657  км , 504  км ,,,,,,,,,,
  8.,905770 .,ОП Ост. пункт 54 км,  54  км , 663  км , 498  км ,,,,,,,,,,
  9.,905799 .,ОП Свисток,  60  км , 669  км , 492  км ,,,,,,,,,,
 10.,905712 .,Казанкан (рзд),  62  км ,   0  км , 490  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 92-017 ""ЛЕНА-ВОСТОЧНАЯ - ХАНИ (Дальневосточной ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Лена-Восточная,до ст. Хани,,,,,,,,,,,
  1.,927800 .,Лена-Восточная,   0  км ,1128  км ,,,,,,,,,,,
  2.,927904 .,Лена-Восточная (перев.),   0  км ,1128  км ,,,,,,,,,,,
  3.,900013 .,Предленский,   5  км ,1123  км ,,,,,,,,,,,
  4.,902235 .,Чудничный (рзд),  24  км ,1104  км ,,,,,,,,,,,
  5.,902201 .,Звездная,  50  км ,1078  км ,,,,,,,,,,,
  6.,902216 .,Ирдыкан (рзд),  68  км ,1060  км ,,,,,,,,,,,
  7.,902305 .,Ния,  87  км ,1041  км ,,,,,,,,,,,
  8.,902317 .,Таковка (рзд), 102  км ,1026  км ,,,,,,,,,,,
  9.,902324 .,ОП Нарьянга , 108  км ,1020  км ,,,,,,,,,,,
 10.,902502 .,Небель, 117  км ,1011  км ,,,,,,,,,,,
 11.,902714 .,Бирея (рзд), 141  км , 987  км ,,,,,,,,,,,
 12.,902702 .,Киренга, 154  км , 974  км ,,,,,,,,,,,
 13.,902803 .,Окунайский (рзд), 173  км , 955  км ,,,,,,,,,,,
 14.,902841 .,ОП Мостовик, 179  км , 949  км ,,,,,,,,,,,
 15.,902907 .,Улькан, 195  км , 933  км ,,,,,,,,,,,
 16.,902911 .,Умбелла (рзд), 213  км , 915  км ,,,,,,,,,,,
 17.,903030 .,Калакачан (рзд), 225  км , 903  км ,,,,,,,,,,,
 18.,903045 .,Суринья (рзд), 233  км , 895  км ,,,,,,,,,,,
 19.,903007 .,Кунерма, 247  км , 881  км ,,,,,,,,,,,
 20.,903011 .,Дельбичинда (рзд), 262  км , 866  км ,,,,,,,,,,,
 21.,903026 .,ОП Ост. пункт 1006 км, 271  км , 857  км ,,,,,,,,,,,
 22.,903187 .,Дабан, 279  км , 849  км ,,,,,,,,,,,
 23.,903115 .,Гоуджекит (рзд), 293  км , 835  км ,,,,,,,,,,,
 24.,903127 .,Тыя (рзд), 308  км , 820  км ,,,,,,,,,,,
 25.,903384 .,ОП Березовая Роща, 312  км , 816  км ,,,,,,,,,,,
 26.,903168 .,ОП Ост. пункт 1057 км, 323  км , 805  км ,,,,,,,,,,,
 27.,903172 .,ОП Им. Ф.В.Ходаковского, 326  км , 802  км ,,,,,,,,,,,
 28.,903204 .,Северобайкальск, 329  км , 799  км ,,,,,,,,,,,
 29.,903242 .,ОП Молокон, 350  км , 778  км ,,,,,,,,,,,
 30.,903308 .,Нижнеангарск, 355  км , 773  км ,,,,,,,,,,,
 31.,903365 .,ОП Им. В.П.Сунгоркина, 360  км , 768  км ,,,,,,,,,,,
 32.,903331 .,ОП Душкачан, 361  км , 767  км ,,,,,,,,,,,
 33.,903350 .,ОП Поселок Холодный, 368  км , 760  км ,,,,,,,,,,,
 34.,903327 .,Холодный (рзд), 370  км , 758  км ,,,,,,,,,,,
