Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Львовской ж.д. (код дороги 35),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 35-001 ""САРНЫ - УДРИЦК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сарны,до ст. Удрицк,,,,,,,,,,,
  6.,353227 .,ОП Туропин,  34  км ,  77  км ,,,,,,,,,,,
  7.,353212 .,Овадно,  43  км ,  68  км ,,,,,,,,,,,
  8.,353208 .,Владимир-Волынский,  53  км ,  58  км ,,,,,,,,,,,
  9.,353123 .,ОП Бубнов,  66  км ,  45  км ,,,,,,,,,,,
 10.,353119 .,ОП Яневичи,  73  км ,  38  км ,,,,,,,,,,,
 11.,353104 .,Иваничи,  79  км ,  32  км ,,,,,,,,,,,
 12.,353138 .,ОП Ромош,  86  км ,  25  км ,,,,,,,,,,,
 13.,353142 .,ОП Ульвовек,  92  км ,  19  км ,,,,,,,,,,,
 14.,371403 .,Сокаль, 103  км ,   8  км ,,,,,,,,,,,
 15.,371305 .,Червоноград, 111  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 35-013 ""ОВАДНО - ПОСТ 8 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Овадно,до ст. Пост 8 км,,,,,,,,,,,
  1.,353212 .,Овадно,   0  км ,   7  км ,,,,,,,,,,,
  2.,353034 .,Пост 8 км,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 35-014 ""ВЛАДИМИР-ВОЛЫНСКИЙ - ПОСТ 8 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Владимир-Волынский,до ст. Пост 8 км,,,,,,,,,,,
  1.,353208 .,Владимир-Волынский,   0  км ,   3  км ,,,,,,,,,,,
  2.,353034 .,Пост 8 км,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 35-015 ""ПОСТ 8 КМ - ИЗОВ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пост 8 км,до ст. Изов,,,,,,,,,,,
  1.,353034 .,Пост 8 км,   0  км ,  22  км ,,,,,,,,,,,
  2.,353000 .,Устилуг,  13  км ,   9  км ,,,,,,,,,,,
  3.,352506 .,Изов,  22  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 35-016 ""САПЕЖАНКА - ЧЕРВОНОГРАД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сапежанка,до ст. Червоноград,,,,,,,,,,,
  1.,370909 .,Сапежанка,   0  км ,  41  км ,,,,,,,,,,,
  2.,370913 .,ОП Батятыче,   4  км ,  37  км ,,,,,,,,,,,
  3.,371009 .,Добротвор,  14  км ,  27  км ,,,,,,,,,,,
  4.,371013 .,ОП Стрыханка,  21  км ,  20  км ,,,,,,,,,,,
  5.,371102 .,Сосновка,  27  км ,  14  км ,,,,,,,,,,,
  6.,371206 .,Горняк,  35  км ,   6  км ,,,,,,,,,,,
  7.,371305 .,Червоноград,  41  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 35-017 ""КЛЕПАРОВ - ПОДЗАМЧЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Клепаров,до ст. Подзамче,,,,,,,,,,,
  1.,370400 .,Клепаров,   0  км ,  12  км ,,,,,,,,,,,
  2.,370010 .,Блок-пост 1479 км,   8  км ,   4  км ,,,,,,,,,,,
  3.,370203 .,Подзамче,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 35-018 ""ДУБЛЯНЫ-ЛЬВОВСКИЕ - ПОДБОРЦЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Дубляны-Львовские,до ст. Подборцы,,,,,,,,,,,
  1.,370608 .,Дубляны-Львовские,   0  км ,   6  км ,,,,,,,,,,,
  2.,370218 .,Подборцы,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 19) участок 35-019 ""КЛЕПАРОВ - ДУБЛЯНЫ-ЛЬВОВСКИЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Клепаров,до ст. Дубляны-Львовские,,,,,,,,,,,
  1.,370400 .,Клепаров,   0  км ,  16  км ,,,,,,,,,,,
  2.,370608 .,Дубляны-Львовские,  16  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 20) участок 35-020 ""КЛЕПАРОВ - ЛЬВОВ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Клепаров,до ст. Львов,,,,,,,,,,,
  1.,370400 .,Клепаров,   0  км ,   2  км ,,,,,,,,,,,
  2.,370006 .,Львов,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 21) участок 35-021 ""СКНИЛОВ - РУДНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Скнилов,до ст. Рудно,,,,,,,,,,,
  1.,370307 .,Скнилов,   0  км ,   5  км ,,,,,,,,,,,
  2.,374670 .,Рудно,   5  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 22) участок 35-022 ""ЛЬВОВ - МОСТИСКА II"" (Основной тарифный участок)",,,,,,,,,,,,,,,
