Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южно-Уральской ж.д. (код дороги 80),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 80-001 ""КРОПАЧЕВО - БЕРДЯУШ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кропачево,до ст. Бердяуш,,,,,,,,,,,
 13.,825236 .,ОП Ост. Пункт 2696 км,  70  км ,  47  км ,,,,,,,,,,,
 14.,825274 .,ОП Ост. Пункт 2698 км,  72  км ,  45  км ,,,,,,,,,,,
 15.,825221 .,ОП Ост. Пункт 2700 км,  74  км ,  43  км ,,,,,,,,,,,
 16.,825217 .,ОП Ост. Пункт 2703 км,  77  км ,  40  км ,,,,,,,,,,,
 17.,825202 .,Булаево I,  82  км ,  35  км ,,,,,,,,,,,
 18.,825147 .,Зарослое,  95  км ,  22  км ,,,,,,,,,,,
 19.,825132 .,ОП Ост. Пункт 2726 км, 100  км ,  17  км ,,,,,,,,,,,
 20.,825166 .,Кара-Гуга, 106  км ,  11  км ,,,,,,,,,,,
 21.,825113 .,ОП Ост. Пункт 2739 км, 113  км ,   4  км ,,,,,,,,,,,
 22.,831966 .,Пут. Пост 2742 км, 117  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 80-014 ""КУРГАН - КОЛЧЕДАН (Свердловской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Курган,до ст. Колчедан,,,,,,,,,,,
  1.,828501 .,Курган,   0  км , 242  км ,,,,,,,,,,,
  2.,828412 .,ОП Поселок ПДМС,   2  км , 240  км ,,,,,,,,,,,
  3.,828427 .,Галкино,   4  км , 238  км ,,,,,,,,,,,
  4.,828338 .,ОП Ост. Пункт 2-й Микрорайон,   6  км , 236  км ,,,,,,,,,,,
  5.,828319 .,ОП Ост. Пункт 346 км,  12  км , 230  км ,,,,,,,,,,,
  6.,828380 .,ОП Ост. Пункт 338 км,  20  км , 222  км ,,,,,,,,,,,
  7.,828215 .,Просвет,  25  км , 217  км ,,,,,,,,,,,
  8.,828200 .,Иковка,  34  км , 208  км ,,,,,,,,,,,
  9.,828107 .,Кособродск,  45  км , 197  км ,,,,,,,,,,,
 10.,828022 .,ОП Ост. Пункт 309 км,  49  км , 193  км ,,,,,,,,,,,
 11.,828018 .,Окуневка,  55  км , 187  км ,,,,,,,,,,,
 12.,828041 .,ОП Ост. Пункт 298 км,  59  км , 183  км ,,,,,,,,,,,
 13.,828037 .,ОП Ост. Пункт 292 км,  65  км , 177  км ,,,,,,,,,,,
 14.,828056 .,Твердыш,  67  км , 175  км ,,,,,,,,,,,
 15.,827975 .,ОП Ост. Пункт 286 км,  71  км , 171  км ,,,,,,,,,,,
 16.,827937 .,ОП Площадка,  79  км , 163  км ,,,,,,,,,,,
 17.,827922 .,Жарниково (обп),  84  км , 158  км ,,,,,,,,,,,
 18.,827960 .,ОП Ост. Пункт 273 км,  85  км , 157  км ,,,,,,,,,,,
 19.,827918 .,ОП Ост. Пункт 270 км,  88  км , 154  км ,,,,,,,,,,,
 20.,827903 .,Каргаполье,  94  км , 148  км ,,,,,,,,,,,
 21.,827941 .,ОП Ост. Пункт 260 км,  99  км , 143  км ,,,,,,,,,,,
 22.,827956 .,Ватолино (обп), 104  км , 138  км ,,,,,,,,,,,
 23.,827886 .,ОП Ост. Пункт 250 км, 108  км , 134  км ,,,,,,,,,,,
 24.,827871 .,ОП Ост. Пункт 246 км, 112  км , 130  км ,,,,,,,,,,,
 25.,827867 .,ОП Ост. Пункт 243 км, 115  км , 127  км ,,,,,,,,,,,
 26.,827852 .,Качусово, 122  км , 120  км ,,,,,,,,,,,
 27.,827848 .,ОП Ост. Пункт 232 км, 126  км , 116  км ,,,,,,,,,,,
 28.,827833 .,ОП Ост. Пункт 229 км, 129  км , 113  км ,,,,,,,,,,,
 29.,827829 .,Барневка, 132  км , 110  км ,,,,,,,,,,,
 30.,827814 .,Пут. Пост 221 км, 137  км , 105  км ,,,,,,,,,,,
 31.,827805 .,Шадринск, 146  км ,  96  км ,,,,,,,,,,,
 32.,827739 .,ОП Ост. Пункт 208 км, 150  км ,  92  км ,,,,,,,,,,,
 33.,827725 .,ОП Коврига, 157  км ,  85  км ,,,,,,,,,,,
 34.,827744 .,ОП Ост. Пункт 199 км, 159  км ,  83  км ,,,,,,,,,,,
 35.,827710 .,ОП Ост. Пункт 195 км, 163  км ,  79  км ,,,,,,,,,,,
 36.,827706 .,Лещево-Замараево, 169  км ,  73  км ,,,,,,,,,,,
 37.,827640 .,ОП Боровлянка, 174  км ,  68  км ,,,,,,,,,,,
 38.,827636 .,ОП Теченка, 179  км ,  63  км ,,,,,,,,,,,
 39.,827621 .,ОП Верхний Суварыш, 184  км ,  58  км ,,,,,,,,,,,
 40.,827617 .,ОП Ост. Пункт 170 км, 189  км ,  53  км ,,,,,,,,,,,
 41.,827602 .,Далматово, 192  км ,  50  км ,,,,,,,,,,,
 42.,827528 .,ОП Шутка, 201  км ,  41  км ,,,,,,,,,,,
 43.,827513 .,ОП Ост. Пункт 150 км, 208  км ,  34  км ,,,,,,,,,,,
 44.,827509 .,Катайск, 214  км ,  28  км ,,,,,,,,,,,
 45.,827410 .,Чуга (обп), 223  км ,  19  км ,,,,,,,,,,,
 46.,827439 .,ОП Ост. Пункт 131 км, 227  км ,  15  км ,,,,,,,,,,,
 47.,827424 .,ОП Ост. Пункт 127 км, 232  км ,  10  км ,,,,,,,,,,,
 48.,827405 .,Водолазово, 235  км ,   7  км ,,,,,,,,,,,
 49.,795308 .,Колчедан, 242  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 80-016 ""ЭЛЕКТРОСТАНЦИЯ - ПОЛЕВСКОЙ (Свердловской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Электростанция,до ст. Полевской,,,,,,,,,,,
  1.,801405 .,Электростанция,   0  км , 185  км ,,,,,,,,,,,
  2.,803307 .,Шагол,  11  км , 174  км ,,,,,,,,,,,
  3.,803218 .,ОП СНТ Надежда,  17  км , 168  км ,,,,,,,,,,,
  4.,803203 .,Ессаульская,  19  км , 166  км ,,,,,,,,,,,
  5.,803148 .,ОП Ост. Пункт 220 км,  22  км , 163  км ,,,,,,,,,,,
  6.,803133 .,Касарги (рзд),  27  км , 158  км ,,,,,,,,,,,
  7.,803129 .,Ишалино (рзд),  38  км , 147  км ,,,,,,,,,,,
  8.,803114 .,ОП Бажикаева,  45  км , 140  км ,,,,,,,,,,,
  9.,803101 .,Аргаяш,  50  км , 135  км ,,,,,,,,,,,
 10.,802959 .,ОП Аязгулова,  55  км , 130  км ,,,,,,,,,,,
 11.,802944 .,ОП Ост. Пункт № 89,  57  км , 128  км ,,,,,,,,,,,
 12.,802930 .,ОП Горный,  60  км , 125  км ,,,,,,,,,,,
 13.,802925 .,Бижеляк (рзд),  65  км , 120  км ,,,,,,,,,,,
 14.,802910 .,Татыш,  75  км , 110  км ,,,,,,,,,,,
 15.,802906 .,Разъезд № 105,  82  км , 103  км ,,,,,,,,,,,
 16.,802501 .,Кыштым,  84  км , 101  км ,,,,,,,,,,,
 17.,802338 .,Кувалжиха (рзд),  90  км ,  95  км ,,,,,,,,,,,
 18.,802323 .,ОП Тюбук,  97  км ,  88  км ,,,,,,,,,,,
 19.,802319 .,ОП Северный, 101  км ,  84  км ,,,,,,,,,,,
 20.,802304 .,Маук, 107  км ,  78  км ,,,,,,,,,,,
 21.,802215 .,ОП Силач, 117  км ,  68  км ,,,,,,,,,,,
 22.,802126 .,ОП Укагач, 122  км ,  63  км ,,,,,,,,,,,
 23.,802111 .,Иткуль (рзд), 128  км ,  57  км ,,,,,,,,,,,
 24.,802107 .,Верхний Уфалей, 136  км ,  49  км ,,,,,,,,,,,
 25.,802060 .,ОП Черемшанка, 142  км ,  43  км ,,,,,,,,,,,
 26.,802056 .,Уфалейка (рзд), 144  км ,  41  км ,,,,,,,,,,,
 27.,802041 .,ОП Коркодин, 149  км ,  36  км ,,,,,,,,,,,
 28.,802037 .,ОП Кладовка, 158  км ,  27  км ,,,,,,,,,,,
 29.,802075 .,Полдневая, 167  км ,  18  км ,,,,,,,,,,,
 30.,802018 .,ОП Ост. Пункт 70 км, 172  км ,  13  км ,,,,,,,,,,,
 31.,802022 .,ОП Пропуск, 177  км ,   8  км ,,,,,,,,,,,
 32.,781305 .,Полевской, 185  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 80-017 ""ЭЛЕКТРОСТАНЦИЯ - ЧЕЛЯБИНСК-ГЛАВНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Электростанция,до ст. Челябинск-Главный,,,,,,,,,,,
  1.,801405 .,Электростанция,   0  км ,   6  км ,,,,,,,,,,,
  2.,800008 .,Челябинск-Главный,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 80-018 ""ЧЕЛЯБИНСК-ГЛАВНЫЙ - ЕМАНЖЕЛИНСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Челябинск-Главный,до ст. Еманжелинск,,,,,,,,,,,
  1.,800008 .,Челябинск-Главный,   0  км ,  42  км ,,,,,,,,,,,
  2.,800559 .,ОП Локомотивная II,   2  км ,  40  км ,,,,,,,,,,,
  3.,800544 .,ОП Парк Б,   4  км ,  38  км ,,,,,,,,,,,
  4.,800539 .,ОП Локомотив,   5  км ,  37  км ,,,,,,,,,,,
  5.,800525 .,Станционный (пп),   7  км ,  35  км ,,,,,,,,,,,
  6.,800510 .,Янтарь (пп),  10  км ,  32  км ,,,,,,,,,,,
  7.,800506 .,Синеглазово,  11  км ,  31  км ,,,,,,,,,,,
  8.,800421 .,ОП Совхоз,  15  км ,  27  км ,,,,,,,,,,,
  9.,800417 .,Вознесенка (обп),  17  км ,  25  км ,,,,,,,,,,,
 10.,800402 .,Дубровка-Челябинская,  23  км ,  19  км ,,,,,,,,,,,
 11.,804649 .,ОП СНТ Дубровский,  25  км ,  17  км ,,,,,,,,,,,
 12.,804626 .,ОП Тимофеевка,  28  км ,  14  км ,,,,,,,,,,,
 13.,804615 .,ОП Саксан,  33  км ,   9  км ,,,,,,,,,,,
 14.,804691 .,ОП Заозёрный,  37  км ,   5  км ,,,,,,,,,,,
 15.,804600 .,Еманжелинск,  42  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 80-019 ""ТИМОФЕЕВКА - РОЗА КОРКИНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тимофеевка,до ст. Роза Коркинская,,,,,,,,,,,
  1.,804626 .,ОП Тимофеевка,   0  км ,  10  км ,,,,,,,,,,,
  2.,800436 .,ОП Коркино,   6  км ,   4  км ,,,,,,,,,,,
  3.,800440 .,ОП Роза Коркинская,  10  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 80-021 ""ТРОИЦК - ТРОИЦК-ГРЭС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Троицк,до ст. Троицк-ГРЭС,,,,,,,,,,,
  1.,803909 .,Троицк,   0  км ,  15  км ,,,,,,,,,,,
  2.,803951 .,ОП Троицк-ГРЭС,  15  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 80-022 ""ЗОЛОТАЯ СОПКА - КАРТАЛЫ I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Золотая Сопка,до ст. Карталы I,,,,,,,,,,,
  1.,803701 .,Золотая Сопка,   0  км , 130  км ,,,,,,,,,,,
  2.,803627 .,ОП Край,   7  км , 123  км ,,,,,,,,,,,
  3.,803646 .,ОП Ост. Пункт 10 км,  10  км , 120  км ,,,,,,,,,,,
  4.,803612 .,ОП Еманкино,  14  км , 116  км ,,,,,,,,,,,
  5.,803608 .,Магнай,  23  км , 107  км ,,,,,,,,,,,
  6.,803595 .,ОП Ост. Пункт 31 км,  32  км ,  98  км ,,,,,,,,,,,
  7.,803538 .,ОП Токбулды,  33  км ,  97  км ,,,,,,,,,,,
  8.,803684 .,ОП Ост. Пункт 38 км,  39  км ,  91  км ,,,,,,,,,,,
  9.,803504 .,Бускуль,  44  км ,  86  км ,,,,,,,,,,,
 10.,803519 .,ОП Исян,  51  км ,  79  км ,,,,,,,,,,,
 11.,803576 .,ОП Ост. Пункт 54 км,  53  км ,  77  км ,,,,,,,,,,,
 12.,803523 .,ОП Улькун,  59  км ,  71  км ,,,,,,,,,,,
 13.,803487 .,Саламат,  66  км ,  64  км ,,,,,,,,,,,
 14.,803472 .,ОП Ост. Пункт 69 км,  69  км ,  61  км ,,,,,,,,,,,
 15.,803468 .,ОП Статейка,  74  км ,  56  км ,,,,,,,,,,,
 16.,804136 .,ОП Ост. Пункт 78 км,  78  км ,  52  км ,,,,,,,,,,,
 17.,804140 .,ОП Ост. Пункт 81 км,  81  км ,  49  км ,,,,,,,,,,,
 18.,803400 .,Тамерлан,  86  км ,  44  км ,,,,,,,,,,,
 19.,803415 .,ОП Ост. Пункт 94 км,  94  км ,  36  км ,,,,,,,,,,,
 20.,803420 .,ОП Гирьял, 100  км ,  30  км ,,,,,,,,,,,
 21.,803580 .,ОП Ост. Пункт 106 км, 106  км ,  24  км ,,,,,,,,,,,
 22.,803434 .,Тумак (обп), 109  км ,  21  км ,,,,,,,,,,,
 23.,803449 .,ОП Ост. Пункт 114 км, 114  км ,  16  км ,,,,,,,,,,,
 24.,803453 .,ОП Арчалы, 123  км ,   7  км ,,,,,,,,,,,
 25.,803631 .,ОП Ост. Пункт 127 км, 127  км ,   3  км ,,,,,,,,,,,
 26.,816203 .,Карталы I, 130  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 19) участок 80-024 ""КАРТАЛЫ I - БЕЛОРЕЦК (Куйбышевской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карталы I,до ст. Белорецк,до ст. Карламан,,,,,,,,,,
  1.,816203 .,Карталы I,   0  км , 247  км , 452  км ,,,,,,,,,,
  2.,816285 .,ОП Депо Карталы,   1  км , 246  км , 451  км ,,,,,,,,,,
  3.,816909 .,Начальное,   7  км , 240  км , 445  км ,,,,,,,,,,
  4.,816913 .,ОП Поворот,  10  км , 237  км , 442  км ,,,,,,,,,,
  5.,816970 .,ОП Краснотал,  17  км , 230  км , 435  км ,,,,,,,,,,
  6.,816966 .,ОП Ост. Пункт 20 км,  21  км , 226  км , 431  км ,,,,,,,,,,
  7.,816928 .,Анненск (обп),  25  км , 222  км , 427  км ,,,,,,,,,,
  8.,816932 .,ОП Система,  35  км , 212  км , 417  км ,,,,,,,,,,
  9.,816947 .,ОП Мочаги,  42  км , 205  км , 410  км ,,,,,,,,,,
 10.,816951 .,ОП Отдых,  50  км , 197  км , 402  км ,,,,,,,,,,
 11.,817013 .,Запасное,  51  км , 196  км , 401  км ,,,,,,,,,,
 12.,817102 .,Джабык,  58  км , 189  км , 394  км ,,,,,,,,,,
 13.,817117 .,ОП Сезонное,  65  км , 182  км , 387  км ,,,,,,,,,,
 14.,817121 .,ОП Роднички,  74  км , 173  км , 378  км ,,,,,,,,,,
 15.,817136 .,ОП Черниговский,  82  км , 165  км , 370  км ,,,,,,,,,,
 16.,817206 .,Субутак,  89  км , 158  км , 363  км ,,,,,,,,,,
 17.,817210 .,ОП Скляр,  97  км , 150  км , 355  км ,,,,,,,,,,
 18.,817304 .,Гумбейка, 105  км , 142  км , 347  км ,,,,,,,,,,
 19.,817314 .,ОП Пыльное, 112  км , 135  км , 340  км ,,,,,,,,,,
 20.,817403 .,Буранная, 119  км , 128  км , 333  км ,,,,,,,,,,
 21.,817418 .,ОП Входное, 126  км , 121  км , 326  км ,,,,,,,,,,
 22.,817507 .,Куйбас, 131  км , 116  км , 321  км ,,,,,,,,,,
 23.,817511 .,ОП Депо Магнитогорск, 139  км , 108  км , 313  км ,,,,,,,,,,
 24.,817634 .,ОП Ост. Пункт 294 км, 140  км , 107  км , 312  км ,,,,,,,,,,
 25.,817600 .,Магнитогорск-Грузовой, 141  км , 106  км , 311  км ,,,,,,,,,,
 26.,817649 .,ОП Ост. Пункт 3 км, 144  км , 103  км , 308  км ,,,,,,,,,,
 27.,817615 .,ОП Ост. Пункт 4 км, 145  км , 102  км , 307  км ,,,,,,,,,,
 28.,817623 .,Разъезд № 22, 149  км ,  98  км , 303  км ,,,,,,,,,,
 29.,818406 .,Супряк, 155  км ,  92  км , 297  км ,,,,,,,,,,
 30.,818410 .,Смеловская, 164  км ,  83  км , 288  км ,,,,,,,,,,
 31.,818514 .,ОП Ост. Пункт 25 км, 166  км ,  81  км , 286  км ,,,,,,,,,,
 32.,818529 .,ОП Ост. Пункт 29 км, 170  км ,  77  км , 282  км ,,,,,,,,,,
 33.,818533 .,Ташбулатово, 174  км ,  73  км , 278  км ,,,,,,,,,,
 34.,818548 .,ОП Горный Воздух, 184  км ,  63  км , 268  км ,,,,,,,,,,
 35.,818552 .,Муракаево (рзд), 189  км ,  58  км , 263  км ,,,,,,,,,,
 36.,818500 .,Новоабзаково (рзд), 199  км ,  48  км , 253  км ,,,,,,,,,,
 37.,812556 .,ОП Ост. Пункт 257 км, 201  км ,  46  км , 251  км ,,,,,,,,,,
 38.,818571 .,Космакты (рзд), 212  км ,  35  км , 240  км ,,,,,,,,,,
 39.,818586 .,Урал-Тау (рзд), 223  км ,  24  км , 229  км ,,,,,,,,,,
 40.,818618 .,Укшук (рзд), 233  км ,  14  км , 219  км ,,,,,,,,,,
 41.,818622 .,ОП Ост. Пункт 101 км, 242  км ,   5  км , 210  км ,,,,,,,,,,
 42.,818637 .,ОП Ост. Пункт 103 км, 244  км ,   3  км , 208  км ,,,,,,,,,,
 43.,654307 .,Белорецк, 247  км ,   0  км , 205  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 20) участок 80-025 ""КАРТАЛЫ I - НИКЕЛЬ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карталы I,до ст. Никель,,,,,,,,,,,
  1.,816203 .,Карталы I,   0  км , 279  км ,,,,,,,,,,,
  2.,816152 .,Знойное (обп),  10  км , 269  км ,,,,,,,,,,,
  3.,816148 .,ОП Ост. Пункт 143 км,  15  км , 264  км ,,,,,,,,,,,
  4.,816133 .,ОП Неплюевский,  21  км , 258  км ,,,,,,,,,,,
  5.,816129 .,ОП Ост. Пункт 154 км,  24  км , 255  км ,,,,,,,,,,,
  6.,816167 .,ОП Ост. Пункт 157 км,  27  км , 252  км ,,,,,,,,,,,
  7.,816114 .,ОП Карагай,  31  км , 248  км ,,,,,,,,,,,
  8.,816109 .,Гогино,  43  км , 236  км ,,,,,,,,,,,
  9.,816032 .,ОП Ост. Пункт 176 км,  48  км , 231  км ,,,,,,,,,,,
 10.,816025 .,ОП Камышлы,  52  км , 227  км ,,,,,,,,,,,
 11.,816044 .,ОП Ост. Пункт 182 км,  54  км , 225  км ,,,,,,,,,,,
 12.,816010 .,ОП Рамеевский,  63  км , 216  км ,,,,,,,,,,,
 13.,816059 .,ОП Ост. Пункт 195 км,  67  км , 212  км ,,,,,,,,,,,
 14.,816006 .,Бреды,  79  км , 200  км ,,,,,,,,,,,
 15.,815925 .,Наследницкий,  99  км , 180  км ,,,,,,,,,,,
 16.,815658 .,ОП Ост. Пункт 235 км, 108  км , 171  км ,,,,,,,,,,,
 17.,815944 .,ОП Ост. Пункт 240 км, 112  км , 167  км ,,,,,,,,,,,
 18.,815910 .,ОП Чулаксай, 114  км , 165  км ,,,,,,,,,,,
 19.,815937 .,ОП Ост. Пункт 248 км, 121  км , 158  км ,,,,,,,,,,,
 20.,815906 .,Байтук, 123  км , 156  км ,,,,,,,,,,,
 21.,815836 .,ОП Ост. Пункт 253 км, 124  км , 155  км ,,,,,,,,,,,
 22.,815817 .,ОП Шихан, 133  км , 146  км ,,,,,,,,,,,
 23.,815840 .,ОП Ост. Пункт 265 км, 136  км , 143  км ,,,,,,,,,,,
 24.,815802 .,Айдырля, 140  км , 139  км ,,,,,,,,,,,
 25.,815855 .,ОП Ост. Пункт 458 км, 141  км , 138  км ,,,,,,,,,,,
 26.,815794 .,ОП Ост. Пункт 455 км, 145  км , 134  км ,,,,,,,,,,,
 27.,817687 .,ОП Ост. Пункт 308 км, 147  км , 132  км ,,,,,,,,,,,
 28.,815889 .,ОП Ост. Пункт 451 км, 148  км , 131  км ,,,,,,,,,,,
 29.,817691 .,ОП Ост. Пункт 307 км, 148  км , 131  км ,,,,,,,,,,,
 30.,815874 .,ОП Ост. Пункт 448 км, 151  км , 128  км ,,,,,,,,,,,
 31.,815709 .,Шильда, 160  км , 119  км ,,,,,,,,,,,
 32.,815639 .,ОП Ост. Пункт 435 км, 165  км , 114  км ,,,,,,,,,,,
 33.,815696 .,ОП Ост. Пункт 429 км, 171  км , 108  км ,,,,,,,,,,,
 34.,815624 .,ОП Ост. Пункт 419 км, 181  км ,  98  км ,,,,,,,,,,,
 35.,815681 .,ОП Ост. Пункт 416 км, 184  км ,  95  км ,,,,,,,,,,,
 36.,818590 .,ОП Ост. Пункт 268 км, 186  км ,  93  км ,,,,,,,,,,,
 37.,815618 .,ОП Ост. Пункт 413 км, 187  км ,  92  км ,,,,,,,,,,,
 38.,815643 .,ОП Ост. Пункт 412 км, 188  км ,  91  км ,,,,,,,,,,,
 39.,815677 .,ОП Ост. Пункт 411 км, 189  км ,  90  км ,,,,,,,,,,,
 40.,815662 .,ОП Ост. Пункт 410 км, 190  км ,  89  км ,,,,,,,,,,,
 41.,818675 .,ОП Ост. Пункт 262 км, 192  км ,  87  км ,,,,,,,,,,,
 42.,815605 .,Теренсай, 193  км ,  86  км ,,,,,,,,,,,
 43.,815592 .,ОП Ост. Пункт 404 км, 202  км ,  77  км ,,,,,,,,,,,
 44.,815535 .,ОП Ост. Пункт 399 км, 207  км ,  72  км ,,,,,,,,,,,
 45.,815520 .,ОП Ост. Пункт 391 км, 215  км ,  64  км ,,,,,,,,,,,
 46.,815516 .,ОП Ост. Пункт 382 км, 218  км ,  61  км ,,,,,,,,,,,
 47.,815573 .,ОП Ост. Пункт 379 км, 221  км ,  58  км ,,,,,,,,,,,
 48.,815541 .,Обг. Пункт 216 км, 227  км ,  52  км ,,,,,,,,,,,
 49.,815323 .,ОП Ост. Пункт 369 км, 230  км ,  49  км ,,,,,,,,,,,
 50.,815319 .,ОП Ост. Пункт 368 км, 231  км ,  48  км ,,,,,,,,,,,
 51.,815304 .,Новоорск, 238  км ,  41  км ,,,,,,,,,,,
 52.,815222 .,ОП Ост. Пункт 357 км, 243  км ,  36  км ,,,,,,,,,,,
 53.,818686 .,ОП Ост. Пункт 208 км, 243  км ,  36  км ,,,,,,,,,,,
 54.,815215 .,ОП Ост. Пункт 356 км, 244  км ,  35  км ,,,,,,,,,,,
 55.,815234 .,Кумацкая, 250  км ,  29  км ,,,,,,,,,,,
 56.,810052 .,ОП Ост. Пункт 342 км, 258  км ,  21  км ,,,,,,,,,,,
 57.,810048 .,Пут. Пост 337 км, 264  км ,  15  км ,,,,,,,,,,,
 58.,810006 .,Орск, 269  км ,  10  км ,,,,,,,,,,,
 59.,814354 .,ОП Ост. Пункт 325 км, 275  км ,   4  км ,,,,,,,,,,,
 60.,814301 .,Никель, 279  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 21) участок 80-027 ""НИКЕЛЬ - САКМАРСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Никель,до ст. Сакмарская,,,,,,,,,,,
  1.,814301 .,Никель,   0  км , 290  км ,,,,,,,,,,,
  2.,814000 .,Круторожино,  13  км , 277  км ,,,,,,,,,,,
  3.,813845 .,ОП Ост. Пункт 303 км,  18  км , 272  км ,,,,,,,,,,,
  4.,813830 .,ОП Ост. Пункт 298 км,  23  км , 267  км ,,,,,,,,,,,
  5.,813826 .,Разъезд № 213-а,  28  км , 262  км ,,,,,,,,,,,
  6.,813811 .,ОП Губерля,  34  км , 256  км ,,,,,,,,,,,
  7.,813722 .,ОП Ост. Пункт 276 км,  45  км , 245  км ,,,,,,,,,,,
  8.,813807 .,Халилово,  50  км , 240  км ,,,,,,,,,,,
  9.,815821 .,ОП Ост. Пункт 263 км,  58  км , 232  км ,,,,,,,,,,,
 10.,813718 .,ОП Ост. Пункт 261 км,  60  км , 230  км ,,,,,,,,,,,
 11.,813703 .,Сара,  70  км , 220  км ,,,,,,,,,,,
 12.,813671 .,ОП Ост. Пункт 246 км,  75  км , 215  км ,,,,,,,,,,,
 13.,813633 .,ОП Ост. Пункт 244 км,  77  км , 213  км ,,,,,,,,,,,
 14.,813667 .,ОП Ост. Пункт 240 км,  81  км , 209  км ,,,,,,,,,,,
 15.,813629 .,Блява (обп),  87  км , 203  км ,,,,,,,,,,,
 16.,813614 .,ОП Ост. Пункт 229 км,  92  км , 198  км ,,,,,,,,,,,
 17.,813648 .,ОП Ост. Пункт 227 км,  94  км , 196  км ,,,,,,,,,,,
 18.,816063 .,ОП Ост. Пункт 225 км,  97  км , 193  км ,,,,,,,,,,,
 19.,813602 .,Медногорск,  98  км , 192  км ,,,,,,,,,,,
 20.,813582 .,ОП Ост. Пункт 221 км, 101  км , 189  км ,,,,,,,,,,,
 21.,813525 .,ОП Ост. Пункт 220 км, 102  км , 188  км ,,,,,,,,,,,
 22.,813510 .,ОП Ост. Пункт 218 км, 104  км , 186  км ,,,,,,,,,,,
 23.,813578 .,ОП Ост. Пункт 216 км, 106  км , 184  км ,,,,,,,,,,,
 24.,813536 .,Рысаево, 109  км , 181  км ,,,,,,,,,,,
 25.,813440 .,ОП Ост. Пункт 210 км, 111  км , 179  км ,,,,,,,,,,,
 26.,813436 .,ОП Ост. Пункт 207 км, 114  км , 176  км ,,,,,,,,,,,
 27.,813421 .,ОП Ост. Пункт 206 км, 115  км , 175  км ,,,,,,,,,,,
 28.,813493 .,ОП Ост. Пункт 204 км, 117  км , 173  км ,,,,,,,,,,,
 29.,813417 .,ОП Ост. Пункт 200 км, 121  км , 169  км ,,,,,,,,,,,
 30.,812560 .,ОП Ост. Пункт 198 км, 123  км , 167  км ,,,,,,,,,,,
 31.,813489 .,ОП Ост. Пункт 196 км, 125  км , 165  км ,,,,,,,,,,,
 32.,813402 .,Кувандык, 127  км , 163  км ,,,,,,,,,,,
 33.,813347 .,ОП Ост. Пункт 191 км, 130  км , 160  км ,,,,,,,,,,,
 34.,813332 .,ОП Ост. Пункт 190 км, 131  км , 159  км ,,,,,,,,,,,
 35.,813328 .,ОП Ост. Пункт 185 км, 136  км , 154  км ,,,,,,,,,,,
 36.,813313 .,ОП Ост. Пункт 180 км, 141  км , 149  км ,,,,,,,,,,,
 37.,813351 .,Канчерово, 148  км , 142  км ,,,,,,,,,,,
 38.,813224 .,ОП Ост. Пункт 169 км, 153  км , 137  км ,,,,,,,,,,,
 39.,813217 .,ОП Ост. Пункт 163 км, 158  км , 132  км ,,,,,,,,,,,
 40.,813239 .,ОП Ост. Пункт 162 км, 159  км , 131  км ,,,,,,,,,,,
