Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южно-Уральской ж.д. (код дороги 80),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 80-001 ""КРОПАЧЕВО - БЕРДЯУШ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кропачево,до ст. Бердяуш,,,,,,,,,,,
  4.,810122 .,ОП Ост. Пункт 10 км,  10  км , 182  км ,  20  км ,,,,,,,,,,
  5.,810118 .,ОП Ост. Пункт 11 км,  11  км , 181  км ,  21  км ,,,,,,,,,,
  6.,810067 .,Эц (п),  12  км , 180  км ,  22  км ,,,,,,,,,,
  7.,810029 .,ОП Ост. Пункт 20 км,  20  км , 172  км ,  30  км ,,,,,,,,,,
  8.,814782 .,ОП Ост. Пункт 28 км,  28  км , 164  км ,  38  км ,,,,,,,,,,
  9.,814797 .,ОП Ост. Пункт 32 км,  32  км , 160  км ,  42  км ,,,,,,,,,,
 10.,810033 .,ОП Ост. Пункт 34 км,  34  км , 158  км ,  44  км ,,,,,,,,,,
 11.,814759 .,Аще-Бутак,  42  км , 150  км ,  52  км ,,,,,,,,,,
 12.,814763 .,ОП Ост. Пункт 44 км,  44  км , 148  км ,  54  км ,,,,,,,,,,
 13.,814710 .,ОП Ост. Пункт 48 км,  48  км , 144  км ,  58  км ,,,,,,,,,,
 14.,814848 .,ОП Ост. Пункт 56 км,  56  км , 136  км ,  66  км ,,,,,,,,,,
 15.,814725 .,ОП Ост. Пункт 62 км,  62  км , 130  км ,  72  км ,,,,,,,,,,
 16.,814871 .,ОП Ост. Пункт 67 км,  67  км , 125  км ,  77  км ,,,,,,,,,,
 17.,814731 .,ОП Ост. Пункт 71 км,  71  км , 121  км ,  81  км ,,,,,,,,,,
 18.,814833 .,ОП Ост. Пункт 73 км,  73  км , 119  км ,  83  км ,,,,,,,,,,
 19.,814778 .,ОП Ост. Пункт 83 км,  83  км , 109  км ,  93  км ,,,,,,,,,,
 20.,814744 .,ОП Ост. Пункт 86 км,  86  км , 106  км ,  96  км ,,,,,,,,,,
 21.,814852 .,ОП Ост. Пункт 89 км,  89  км , 103  км ,  99  км ,,,,,,,,,,
 22.,814808 .,Профинтерн,  90  км , 102  км , 100  км ,,,,,,,,,,
 23.,814867 .,ОП Ост. Пункт 101 км, 101  км ,  91  км , 111  км ,,,,,,,,,,
 24.,814814 .,ОП Ост. Пункт 107 км, 107  км ,  85  км , 117  км ,,,,,,,,,,
 25.,814829 .,Разведка, 110  км ,  82  км , 120  км ,,,,,,,,,,
 26.,815075 .,ОП Ост. Пункт 124 км, 124  км ,  68  км , 134  км ,,,,,,,,,,
 27.,815041 .,Союзная, 138  км ,  54  км , 148  км ,,,,,,,,,,
 28.,815080 .,ОП Ост. Пункт 151 км, 151  км ,  41  км , 161  км ,,,,,,,,,,
 29.,815018 .,ОП Гостеприимная, 163  км ,  29  км , 173  км ,,,,,,,,,,
 30.,815094 .,ОП Ост. Пункт 176 км, 176  км ,  16  км , 186  км ,,,,,,,,,,
 31.,815022 .,ОП Ост. Пункт 180 км, 180  км ,  12  км , 190  км ,,,,,,,,,,
 32.,815037 .,ОП Ост. Пункт 187 км, 187  км ,   5  км , 197  км ,,,,,,,,,,
 33.,815107 .,Рудный Клад, 192  км ,   0  км , 202  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 39) участок 80-046 ""РАЗВЕДКА - ГОРНЫЙ ЛЕН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разведка,до ст. Орск,до ст. Никель,,,,,,,,,,
  1.,814829 .,Разведка,   0  км , 110  км , 120  км ,,,,,,,,,,
  2.,814903 .,Горный Лен,  26  км , 136  км , 146  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 40) участок 80-047 ""НОВООРСК - ОСТ. ПУНКТ 36 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новоорск,до ст. Ост. Пункт 36 км,,,,,,,,,,,
  1.,815304 .,Новоорск,   0  км ,  36  км ,,,,,,,,,,,
  2.,815412 .,ОП Ост. Пункт 12 км,  12  км ,  24  км ,,,,,,,,,,,
  3.,815427 .,ОП Ост. Пункт 24 км,  24  км ,  12  км ,,,,,,,,,,,
  4.,815431 .,ОП Ост. Пункт 36 км,  36  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 41) участок 80-048 ""РАЗЪЕЗД № 213-А - НОВОРУДНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд № 213-а,до ст. Новорудная,до ст. Никель,,,,,,,,,,
  1.,813826 .,Разъезд № 213-а,   0  км ,  29  км ,  28  км ,,,,,,,,,,
  2.,813921 .,ОП Ост. Пункт 45 км,   2  км ,  27  км ,  30  км ,,,,,,,,,,
  3.,813915 .,ОП Ост. Пункт 41 км,   6  км ,  23  км ,  34  км ,,,,,,,,,,
  4.,814547 .,ОП Ост. Пункт 18 км,  15  км ,  14  км ,  43  км ,,,,,,,,,,
  5.,814299 .,ОП Ост. Пункт 17 км,  16  км ,  13  км ,  44  км ,,,,,,,,,,
  6.,814284 .,ОП Ост. Пункт 10 км,  23  км ,   6  км ,  51  км ,,,,,,,,,,
  7.,813900 .,Новорудная,  29  км ,   0  км ,  57  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 42) участок 80-049 ""КРУТОРОЖИНО - ГАЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Круторожино,до ст. Никель,до ст. Сакмарская,,,,,,,,,,
  1.,814000 .,Круторожино,   0  км ,  13  км , 277  км ,,,,,,,,,,
  2.,814104 .,Гай,  22  км ,  35  км , 299  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 43) участок 80-050 ""СЕРОЗАК (ОБП) - АСФАЛЬТНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Серозак (обп),до ст. Полетаево I,до ст. Челябинск-Главный,,,,,,,,,,
  1.,800313 .,Серозак (обп),   0  км ,  15  км ,  21  км ,,,,,,,,,,
  2.,800309 .,Асфальтная,   4  км ,  19  км ,  25  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 44) участок 80-052 ""ЭЛЕКТРОСТАНЦИЯ - ВОСТОЧНЫЙ (ПП)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Электростанция,до ст. Восточный (пп),,,,,,,,,,,
  1.,801405 .,Электростанция,   0  км ,  10  км ,,,,,,,,,,,
  2.,801301 .,Тракторстрой,   7  км ,   3  км ,,,,,,,,,,,
  3.,800718 .,Восточный (пп),  10  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 45) участок 80-053 ""МЕЖОЗЕРНАЯ - ПОТАНИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Межозерная,до ст. Чурилово,,,,,,,,,,,
  1.,801918 .,Межозерная,   0  км ,   5  км ,,,,,,,,,,,
  2.,801000 .,Потанино,   6  км ,   6  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 46) участок 80-055 ""ЧЕЛЯБИНСК-ЮЖНЫЙ - ИСАКОВСКИЙ (ОБП)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Челябинск-Южный,до ст. Чурилово,до ст. Еманжелинск,,,,,,,,,,
  1.,800605 .,Челябинск-Южный,   0  км ,  10  км ,  44  км ,,,,,,,,,,
  2.,800347 .,ОП Больница,   4  км ,  14  км ,  40  км ,,,,,,,,,,
  3.,800332 .,Исаковский (обп),  10  км ,  20  км ,  34  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 47) участок 80-056 ""ИСАКОВСКИЙ (ОБП) - ДУБРОВКА-ЧЕЛЯБИНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Исаковский (обп),до ст. Еманжелинск,,,,,,,,,,,
  1.,800332 .,Исаковский (обп),   0  км ,  34  км ,,,,,,,,,,,
  2.,800417 .,Вознесенка (обп),   9  км ,  25  км ,,,,,,,,,,,
  3.,800402 .,Дубровка-Челябинская,  15  км ,  19  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 48) участок 80-057 ""ИСАКОВСКИЙ (ОБП) - СМОЛИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Исаковский (обп),до ст. Полетаево I,до ст. Челябинск-Главный,,,,,,,,,,
  1.,800332 .,Исаковский (обп),   0  км ,  22  км ,  26  км ,,,,,,,,,,
  2.,800328 .,Пост 9 км,   3  км ,  19  км ,  25  км ,,,,,,,,,,
  3.,800313 .,Серозак (обп),   7  км ,  15  км ,  21  км ,,,,,,,,,,
  4.,800243 .,Смолино,  12  км ,  10  км ,  16  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 49) участок 80-058 ""РАЗЪЕЗД № 213-А - ОРСК-НОВЫЙ ГОРОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд № 213-а,до ст. Никель,,,,,,,,,,,
  1.,813826 .,Разъезд № 213-а,   0  км ,  28  км ,,,,,,,,,,,
  2.,814208 .,Новотроицк,  14  км ,  19  км ,,,,,,,,,,,
  3.,814212 .,Ущелье (рзд),  21  км ,  12  км ,,,,,,,,,,,
  4.,814227 .,Орск-Новый Город,  27  км ,   6  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 50) участок 80-059 ""НИКЕЛЬ - ОРСК-НОВЫЙ ГОРОД (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Никель,до ст. Орск-Новый Город (эксп.),,,,,,,,,,,
  1.,814301 .,Никель,   0  км ,  26  км ,,,,,,,,,,,
  2.,814227 .,Орск-Новый Город,   6  км ,  20  км ,,,,,,,,,,,
  3.,814316 .,Разъезд 301 км,  12  км ,  14  км ,,,,,,,,,,,
  4.,814320 .,Разъезд 302 км,  24  км ,   2  км ,,,,,,,,,,,
  5.,814509 .,Орск-Новый Город (эксп.),  26  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 51) участок 80-061 ""КАРТАЛЫ I - КАРТАЛЫ I (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карталы I,до ст. Карталы I (эксп.),,,,,,,,,,,
  1.,816203 .,Карталы I,   0  км ,  37  км ,,,,,,,,,,,
  2.,816218 .,Карталы II,   6  км ,  31  км ,,,,,,,,,,,
  3.,816222 .,Пост Б,  12  км ,  25  км ,,,,,,,,,,,
  4.,816237 .,ОП Ост. Пункт 14 км,  14  км ,  23  км ,,,,,,,,,,,
  5.,816519 .,ОП Ост. Пункт 18 км,  18  км ,  19  км ,,,,,,,,,,,
  6.,816523 .,ОП Ост. Пункт 23 км,  23  км ,  14  км ,,,,,,,,,,,
  7.,816241 .,ОП Чегалок,  26  км ,  11  км ,,,,,,,,,,,
  8.,816538 .,ОП Ост. Пункт 29 км,  29  км ,   8  км ,,,,,,,,,,,
  9.,816542 .,ОП Ост. Пункт 33 км,  33  км ,   4  км ,,,,,,,,,,,
 10.,816256 .,ОП Ост. Пункт 36 км,  36  км ,   1  км ,,,,,,,,,,,
 11.,816504 .,Карталы I (эксп.),  37  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 52) участок 80-063 ""УТЯК - ЗАУРАЛЬЕ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Утяк,до ст. Зауралье (эксп.),,,,,,,,,,,
  1.,827000 .,Утяк,   0  км ,  94  км ,,,,,,,,,,,
  2.,827024 .,Марково (рзд),  15  км ,  79  км ,,,,,,,,,,,
  3.,827049 .,Дубрава,  27  км ,  67  км ,,,,,,,,,,,
  4.,827068 .,Сумки (рзд),  44  км ,  50  км ,,,,,,,,,,,
  5.,827072 .,Байдары,  62  км ,  32  км ,,,,,,,,,,,
  6.,827208 .,Зауралье,  76  км ,  18  км ,,,,,,,,,,,
  7.,827301 .,Зауралье (эксп.),  94  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 53) участок 80-065 ""ЕМАНЖЕЛИНСК - ЗОЛОТАЯ СОПКА (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Еманжелинск,до ст. Золотая Сопка (эксп.),,,,,,,,,,,
  1.,804600 .,Еманжелинск,   0  км ,  92  км ,,,,,,,,,,,
  2.,804511 .,ОП Борисовка,   5  км ,  87  км ,,,,,,,,,,,
  3.,803542 .,ОП Ост. Пункт 37 км,   7  км ,  85  км ,,,,,,,,,,,
  4.,804456 .,Таянды,   9  км ,  83  км ,,,,,,,,,,,
  5.,804422 .,ОП Ключи,  13  км ,  79  км ,,,,,,,,,,,
  6.,804418 .,ОП Кулляр,  17  км ,  75  км ,,,,,,,,,,,
  7.,803557 .,ОП Ост. Пункт 48 км,  18  км ,  74  км ,,,,,,,,,,,
  8.,804403 .,Красноселка,  23  км ,  69  км ,,,,,,,,,,,
  9.,804206 .,Формачево,  29  км ,  63  км ,,,,,,,,,,,
 10.,804210 .,ОП Ост. Пункт 62 км,  33  км ,  59  км ,,,,,,,,,,,
 11.,804225 .,ОП Денисово,  37  км ,  55  км ,,,,,,,,,,,
 12.,804102 .,Нижнеувельская,  40  км ,  52  км ,,,,,,,,,,,
 13.,804437 .,ОП Ост. Пункт 74 км,  44  км ,  48  км ,,,,,,,,,,,
 14.,804441 .,ОП Песчаное,  47  км ,  45  км ,,,,,,,,,,,
 15.,804009 .,Упрун,  50  км ,  42  км ,,,,,,,,,,,
 16.,803491 .,ОП Ост. Пункт 79 км,  51  км ,  41  км ,,,,,,,,,,,
 17.,803966 .,ОП Ост. Пункт 86 км,  56  км ,  36  км ,,,,,,,,,,,
 18.,803932 .,ОП Карский,  61  км ,  31  км ,,,,,,,,,,,
 19.,803561 .,ОП Ост. Пункт 91 км,  62  км ,  30  км ,,,,,,,,,,,
 20.,803970 .,ОП Полевая,  63  км ,  29  км ,,,,,,,,,,,
 21.,803985 .,ОП Ост. Пункт 96 км,  67  км ,  25  км ,,,,,,,,,,,
 22.,803928 .,Кумысное (обп),  71  км ,  21  км ,,,,,,,,,,,
 23.,803913 .,ОП Лебедевка,  75  км ,  17  км ,,,,,,,,,,,
 24.,803909 .,Троицк,  79  км ,  13  км ,,,,,,,,,,,
 25.,803716 .,Уйский (пп),  85  км ,   7  км ,,,,,,,,,,,
 26.,803701 .,Золотая Сопка,  89  км ,   3  км ,,,,,,,,,,,
 27.,803805 .,Золотая Сопка (эксп.),  92  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 54) участок 80-002 ""БЕРДЯУШ - МИХАЙЛОВСКИЙ ЗАВОД (Свердловской ж.д.)"" (Малодеятельный)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бердяуш,до ст. Михайловский Завод,,,,,,,,,,,
  1.,806606 .,Бердяуш,   0  км , 187  км ,,,,,,,,,,,
  2.,807007 .,Куса,  33  км , 154  км ,,,,,,,,,,,
  3.,807026 .,Злоказово,  51  км , 136  км ,,,,,,,,,,,
  4.,807122 .,Азям (рзд),  80  км , 107  км ,,,,,,,,,,,
  5.,807204 .,Ункурда,  93  км ,  94  км ,,,,,,,,,,,
  6.,807308 .,Нязепетровская, 127  км ,  60  км ,,,,,,,,,,,
  7.,807365 .,ОП Ост. Пункт 357 км, 149  км ,  38  км ,,,,,,,,,,,
  8.,807416 .,Арасланово, 160  км ,  27  км ,,,,,,,,,,,
  9.,782204 .,Михайловский Завод, 187  км ,   0  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
