Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Приволжской ж.д. (код дороги 61),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 61-001 ""БЛАГОДАТКА (Юго-Восточной ж.д.) - АТКАРСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Благодатка,до ст. Аткарск,,,,,,,,,,,
 26.,609265 .,ОП Жерновка, 170  км ,  29  км ,,,,,,,,,,,
 27.,608883 .,ОП Орловка, 173  км ,  26  км ,,,,,,,,,,,
 28.,608864 .,ОП Алексеевка, 179  км ,  20  км ,,,,,,,,,,,
 29.,608859 .,Чемизовка, 183  км ,  16  км ,,,,,,,,,,,
 30.,608879 .,ОП Киселевка, 187  км ,  12  км ,,,,,,,,,,,
 31.,608845 .,ОП Крючков лес, 192  км ,   7  км ,,,,,,,,,,,
 32.,608807 .,Аткарск, 199  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  6) участок 61-006 ""СЕННАЯ - ПУГАЧЕВСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Сенная,до ст. Пугачевск,,,,,,,,,,,
  1.,624000 .,Сенная,   0  км , 148  км ,,,,,,,,,,,
  2.,624015 .,ОП Ключи,   6  км , 142  км ,,,,,,,,,,,
  3.,624706 .,Шиханы,  15  км , 133  км ,,,,,,,,,,,
  4.,624725 .,ОП город Шиханы,  23  км , 125  км ,,,,,,,,,,,
  5.,624903 .,Вольск II,  26  км , 122  км ,,,,,,,,,,,
  6.,625003 .,Клены,  40  км , 108  км ,,,,,,,,,,,
  7.,625022 .,ОП Терса,  46  км , 102  км ,,,,,,,,,,,
  8.,625018 .,Терса-Вольская,  48  км , 100  км ,,,,,,,,,,,
  9.,625111 .,Линево,  67  км ,  81  км ,,,,,,,,,,,
 10.,625107 .,Балаково,  71  км ,  77  км ,,,,,,,,,,,
