Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Северной ж.д. (код дороги 28),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 28-001 ""АЛЕКСАНДРОВ (Московской ж.д.) - ЯРОСЛАВЛЬ-ГЛАВНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Александров,до ст. Ярославль-Главный,,,,,,,,,,,
"  5) участок 28-005 ""ВОЛОГДА I - КОНОША I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вологда I,до ст. Коноша I,,,,,,,,,,,
  1.,300107 .,Вологда I,   0  км , 211  км ,,,,,,,,,,,
  2.,300215 .,ОП Товарная,   2  км , 209  км ,,,,,,,,,,,
  3.,300222 .,ОП Парк Мира,   4  км , 207  км ,,,,,,,,,,,
  4.,300501 .,Рыбкино,   8  км , 203  км ,,,,,,,,,,,
  5.,300516 .,ОП Заионикиево,  14  км , 197  км ,,,,,,,,,,,
  6.,300412 .,ОП Песье,  20  км , 191  км ,,,,,,,,,,,
  7.,300520 .,ОП Оларево,  23  км , 188  км ,,,,,,,,,,,
  8.,300535 .,ОП Камский,  29  км , 182  км ,,,,,,,,,,,
  9.,300605 .,Сухона,  32  км , 179  км ,,,,,,,,,,,
 10.,300709 .,Печаткино,  39  км , 172  км ,,,,,,,,,,,
 11.,300713 .,ОП Сосновец,  46  км , 165  км ,,,,,,,,,,,
 12.,300821 .,Морженга,  52  км , 159  км ,,,,,,,,,,,
 13.,300817 .,ОП Волонга,  64  км , 147  км ,,,,,,,,,,,
 14.,301006 .,Семигородняя,  73  км , 138  км ,,,,,,,,,,,
 15.,301109 .,Харовская,  89  км , 122  км ,,,,,,,,,,,
 16.,301114 .,ОП Шеханиха, 104  км , 107  км ,,,,,,,,,,,
 17.,301129 .,Пундуга, 110  км , 101  км ,,,,,,,,,,,
 18.,301218 .,ОП Ноябрьский, 122  км ,  89  км ,,,,,,,,,,,
 19.,301307 .,Кадниковский, 131  км ,  80  км ,,,,,,,,,,,
 20.,301311 .,ОП Пановка, 138  км ,  73  км ,,,,,,,,,,,
 21.,301400 .,Вожега, 149  км ,  62  км ,,,,,,,,,,,
 22.,292714 .,Сямба (пп), 156  км ,  55  км ,,,,,,,,,,,
 23.,292803 .,Явенга, 166  км ,  45  км ,,,,,,,,,,,
 24.,292818 .,ОП Февральский, 173  км ,  38  км ,,,,,,,,,,,
 25.,292822 .,ОП Лухтонга, 182  км ,  29  км ,,,,,,,,,,,
 26.,292907 .,Ерцево, 188  км ,  23  км ,,,,,,,,,,,
 27.,292911 .,ОП Перхино, 198  км ,  13  км ,,,,,,,,,,,
 28.,292926 .,ОП Колфонд, 204  км ,   7  км ,,,,,,,,,,,
 29.,293007 .,Коноша I, 211  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  6) участок 28-006 ""КОНОША I - ОБОЗЕРСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Коноша I,до ст. Обозерская,,,,,,,,,,,
  1.,293007 .,Коноша I,   0  км , 294  км ,,,,,,,,,,,
  2.,293011 .,Ширихановский (пп),   6  км , 288  км ,,,,,,,,,,,
  3.,293026 .,ОП Ост. Пункт 717 км,  12  км , 282  км ,,,,,,,,,,,
  4.,293204 .,Мелентьевский,  15  км , 279  км ,,,,,,,,,,,
  5.,293064 .,ОП Ост. Пункт 724 км,  19  км , 275  км ,,,,,,,,,,,
  6.,293054 .,Фоминская,  28  км , 266  км ,,,,,,,,,,,
  7.,293079 .,ОП Ост. Пункт 738 км,  33  км , 261  км ,,,,,,,,,,,
  8.,293098 .,ОП Грибная,  39  км , 255  км ,,,,,,,,,,,
  9.,293308 .,Вандыш,  44  км , 250  км ,,,,,,,,,,,
 10.,293312 .,ОП Клюквенная,  52  км , 242  км ,,,,,,,,,,,
 11.,293350 .,Полоха,  57  км , 237  км ,,,,,,,,,,,
 12.,293365 .,Бурачиха,  67  км , 227  км ,,,,,,,,,,,
 13.,293516 .,Зеленый (обп),  75  км , 219  км ,,,,,,,,,,,
 14.,293524 .,ОП Ост. Пункт 786 км,  81  км , 213  км ,,,,,,,,,,,
 15.,293609 .,Няндома,  86  км , 208  км ,,,,,,,,,,,
 16.,293613 .,ОП Зарученье,  92  км , 202  км ,,,,,,,,,,,
 17.,293632 .,Шестиозерский, 101  км , 193  км ,,,,,,,,,,,
 18.,293717 .,ОП Щипаховский, 111  км , 183  км ,,,,,,,,,,,
 19.,293721 .,Шожма, 118  км , 176  км ,,,,,,,,,,,
 20.,293835 .,Лельма, 131  км , 163  км ,,,,,,,,,,,
 21.,294007 .,Шалакуша, 153  км , 141  км ,,,,,,,,,,,
 22.,294103 .,Лепша, 165  км , 129  км ,,,,,,,,,,,
 23.,294207 .,Ивакша, 175  км , 119  км ,,,,,,,,,,,
 24.,294226 .,ОП Тарза, 185  км , 109  км ,,,,,,,,,,,
 25.,294404 .,Пукса, 199  км ,  95  км ,,,,,,,,,,,
 26.,294601 .,Плесецкая, 211  км ,  83  км ,,,,,,,,,,,
 27.,294705 .,Шелекса, 232  км ,  62  км ,,,,,,,,,,,
 28.,294724 .,ОП Ост. Пункт 943 км, 238  км ,  56  км ,,,,,,,,,,,
 29.,294809 .,Емца, 252  км ,  42  км ,,,,,,,,,,,
 30.,294813 .,Кухтоозерский (бп), 263  км ,  31  км ,,,,,,,,,,,
 31.,294902 .,Летнеозерский, 286  км ,   8  км ,,,,,,,,,,,
 32.,295002 .,Обозерская, 294  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  7) участок 28-007 ""ОБОЗЕРСКАЯ - БАКАРИЦА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Обозерская,до ст. Бакарица,,,,,,,,,,,
  1.,295002 .,Обозерская,   0  км , 123  км ,,,,,,,,,,,
  2.,295017 .,Малая Кяма (рзд),   9  км , 114  км ,,,,,,,,,,,
  3.,295159 .,Пермилово,  21  км , 102  км ,,,,,,,,,,,
  4.,295136 .,Кеньга (рзд),  29  км ,  94  км ,,,,,,,,,,,
  5.,295110 .,Малька (рзд),  40  км ,  83  км ,,,,,,,,,,,
  6.,295202 .,Холмогорская,  46  км ,  77  км ,,,,,,,,,,,
  7.,295214 .,Лиственничный (рзд),  56  км ,  67  км ,,,,,,,,,,,
  8.,295229 .,Белое озеро (рзд),  60  км ,  63  км ,,,,,,,,,,,
  9.,295303 .,Ломовое,  69  км ,  54  км ,,,,,,,,,,,
 10.,295337 .,Разъезд 1076 км,  77  км ,  46  км ,,,,,,,,,,,
 11.,295318 .,Тундра,  86  км ,  37  км ,,,,,,,,,,,
 12.,295356 .,ОП Лесопункт,  97  км ,  26  км ,,,,,,,,,,,
 13.,295445 .,Брусеница, 102  км ,  21  км ,,,,,,,,,,,
 14.,295411 .,Илес (рзд), 110  км ,  13  км ,,,,,,,,,,,
 15.,295430 .,ОП Лахта, 114  км ,   9  км ,,,,,,,,,,,
 16.,290009 .,Исакогорка, 119  км ,   4  км ,,,,,,,,,,,
 17.,290305 .,Бакарица, 123  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  8) участок 28-008 ""БАКАРИЦА - АРХАНГЕЛЬСК"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бакарица,до ст. Обозерская,,,,,,,,,,,
  1.,290305 .,Бакарица,   0  км , 123  км ,,,,,,,,,,,
  2.,290102 .,Архангельск (перев.),   6  км , 129  км ,,,,,,,,,,,
  3.,290403 .,Архангельск,   6  км , 129  км ,,,,,,,,,,,
  4.,291209 .,Архангельск (эксп.),   6  км , 129  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  9) участок 28-009 ""БАКАРИЦА - КАРПОГОРЫ-ПАССАЖИРСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Бакарица,до ст. Карпогоры-Пассажирская,,,,,,,,,,,
  1.,290305 .,Бакарица,   0  км , 222  км ,,,,,,,,,,,
  2.,290808 .,Бакарица (перев.),   0  км , 222  км ,,,,,,,,,,,
