Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Одесской ж.д. (код дороги 40),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 40-001 ""СЕРПНЕВО I - АРЦЫЗ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Серпнево I,до ст. Арцыз,,,,,,,,,,,
  7.,407817 .,ОП Школьная,  16  км ,  10  км ,,,,,,,,,,,
  8.,407821 .,Дибровка (пп),  20  км ,   6  км ,,,,,,,,,,,
  9.,407906 .,Слободка,  26  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 40-024 ""СЛОБОДКА - РУДНИЦА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Слободка,до ст. Рудница,,,,,,,,,,,
  1.,407906 .,Слободка,   0  км ,  54  км ,,,,,,,,,,,
  2.,407910 .,ОП Слободзея,   6  км ,  48  км ,,,,,,,,,,,
  3.,408006 .,Абамеликово,  12  км ,  42  км ,,,,,,,,,,,
  4.,408010 .,Лобушная (пп),  19  км ,  35  км ,,,,,,,,,,,
  5.,408025 .,ОП Лысогорка,  25  км ,  29  км ,,,,,,,,,,,
  6.,408103 .,Кодыма,  29  км ,  25  км ,,,,,,,,,,,
  7.,408114 .,ОП Пирижна,  36  км ,  18  км ,,,,,,,,,,,
  8.,408129 .,Гоноровка (пп),  40  км ,  14  км ,,,,,,,,,,,
  9.,408203 .,Попелюхи,  48  км ,   6  км ,,,,,,,,,,,
 10.,408307 .,Рудница,  54  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 40-025 ""СЛОБОДКА - СЛОБОДКА (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Слободка,до ст. Слободка (эксп.),,,,,,,,,,,
  1.,407906 .,Слободка,   0  км ,  16  км ,,,,,,,,,,,
  2.,418205 .,Слободка (эксп.),  16  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 40-026 ""РУДНИЦА - ВАПНЯРКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рудница,до ст. Вапнярка,,,,,,,,,,,
  1.,408307 .,Рудница,   0  км ,  38  км ,,,,,,,,,,,
  2.,408422 .,Крикливец (пп),   8  км ,  30  км ,,,,,,,,,,,
  3.,408400 .,Крыжополь,  16  км ,  22  км ,,,,,,,,,,,
  4.,407709 .,Княжево,  28  км ,  10  км ,,,,,,,,,,,
  5.,408504 .,Вапнярка,  38  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 26) участок 40-027 ""ПОБЕРЕЖЬЕ - ПОДГОРОДНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Побережье,до ст. Подгородная,,,,,,,,,,,
  1.,406833 .,Побережье,   0  км , 148  км ,,,,,,,,,,,
  2.,406852 .,Обходная (рзд),   6  км , 142  км ,,,,,,,,,,,
  3.,406903 .,Балта,  15  км , 133  км ,,,,,,,,,,,
  4.,406922 .,Пут. Пост 26 км,  19  км , 129  км ,,,,,,,,,,,
  5.,406918 .,Перелеты (рзд),  24  км , 124  км ,,,,,,,,,,,
  6.,406937 .,Пут. Пост 37 км,  30  км , 118  км ,,,,,,,,,,,
  7.,406941 .,Пут. Пост 41 км,  34  км , 114  км ,,,,,,,,,,,
  8.,407003 .,Жеребково,  36  км , 112  км ,,,,,,,,,,,
  9.,407018 .,ОП Чихачевка,  46  км , 102  км ,,,,,,,,,,,
 10.,407107 .,Заплазы,  58  км ,  90  км ,,,,,,,,,,,
 11.,407126 .,Пут. Пост 70 км,  63  км ,  85  км ,,,,,,,,,,,
 12.,407130 .,Пут. Пост 74 км,  67  км ,  81  км ,,,,,,,,,,,
 13.,407200 .,Любашевка,  70  км ,  78  км ,,,,,,,,,,,
 14.,407215 .,Сырово (рзд),  83  км ,  65  км ,,,,,,,,,,,
 15.,407304 .,Врадиевка,  96  км ,  52  км ,,,,,,,,,,,
 16.,407319 .,ОП Кирилловка, 104  км ,  44  км ,,,,,,,,,,,
 17.,407408 .,Каменный Мост, 112  км ,  36  км ,,,,,,,,,,,
 18.,407412 .,ОП Платформа 123 км, 116  км ,  32  км ,,,,,,,,,,,
 19.,407501 .,Конецполь, 122  км ,  26  км ,,,,,,,,,,,
 20.,407516 .,Пут. Пост 135 км, 128  км ,  20  км ,,,,,,,,,,,
 21.,407520 .,ОП Платформа 137 км, 130  км ,  18  км ,,,,,,,,,,,
 22.,407605 .,Первомайск-на-Буге, 133  км ,  15  км ,,,,,,,,,,,
 23.,407612 .,Пут. Пост 142 км, 136  км ,  12  км ,,,,,,,,,,,
 24.,412603 .,Орлик, 141  км ,   7  км ,,,,,,,,,,,
 25.,412302 .,Подгородная, 148  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 27) участок 40-028 ""ПОДГОРОДНАЯ - НИКЕЛЬ-ПОБУЖСКИЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Подгородная,до ст. Никель-Побужский,,,,,,,,,,,
  1.,412302 .,Подгородная,   0  км ,  30  км ,,,,,,,,,,,
  2.,412406 .,Болеславчик,  16  км ,  14  км ,,,,,,,,,,,
  3.,412501 .,Никель-Побужский,  30  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 28) участок 40-029 ""ВАПНЯРКА - ЗЯТКОВЦЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Вапнярка,до ст. Зятковцы,,,,,,,,,,,
  1.,408504 .,Вапнярка,   0  км ,  73  км ,,,,,,,,,,,
  2.,408720 .,ОП Тимановка,   8  км ,  65  км ,,,,,,,,,,,
  3.,408716 .,ОП Красногорка,  15  км ,  58  км ,,,,,,,,,,,
  4.,408701 .,Кирнасовка,  22  км ,  51  км ,,,,,,,,,,,
  5.,408805 .,Демковка,  29  км ,  44  км ,,,,,,,,,,,
  6.,408818 .,ОП Ульяновка,  36  км ,  37  км ,,,,,,,,,,,
  7.,409009 .,Ладыжин,  43  км ,  30  км ,,,,,,,,,,,
  8.,409013 .,Пут. Пост 48 км,  48  км ,  25  км ,,,,,,,,,,,
  9.,409028 .,ОП Ост. Пункт 53 км,  54  км ,  19  км ,,,,,,,,,,,
 10.,409102 .,Губник,  59  км ,  14  км ,,,,,,,,,,,
 11.,409206 .,Зятковцы,  73  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 29) участок 40-030 ""ЗЯТКОВЦЫ - ХРИСТИНОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Зятковцы,до ст. Христиновка,,,,,,,,,,,
  1.,409206 .,Зятковцы,   0  км ,  48  км ,,,,,,,,,,,
  2.,420205 .,Кублич,  16  км ,  32  км ,,,,,,,,,,,
  3.,420216 .,Роскошевка,  32  км ,  16  км ,,,,,,,,,,,
  4.,420313 .,ОП Ивангород,  40  км ,   8  км ,,,,,,,,,,,
  5.,420328 .,ОП Платформа 115 км,  43  км ,   5  км ,,,,,,,,,,,
  6.,421104 .,Христиновка,  48  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 30) участок 40-031 ""ХРИСТИНОВКА - АНДРУСОВО (Юго-Западной ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Христиновка,до ст. Андрусово,,,,,,,,,,,
  1.,421104 .,Христиновка,   0  км ,  95  км ,,,,,,,,,,,
  2.,420920 .,ОП Шукаево,   7  км ,  88  км ,,,,,,,,,,,
  3.,420915 .,ОП Севастьяновка,  15  км ,  80  км ,,,,,,,,,,,
  4.,420900 .,Монастырище,  31  км ,  64  км ,,,,,,,,,,,
  5.,420811 .,ОП Ост. Пункт 132 км,  42  км ,  53  км ,,,,,,,,,,,
  6.,420826 .,ОП Фронтовка,  47  км ,  48  км ,,,,,,,,,,,
  7.,420506 .,Оратов,  63  км ,  32  км ,,,,,,,,,,,
  8.,420402 .,Липовец,  79  км ,  16  км ,,,,,,,,,,,
  9.,338119 .,ОП Андрусово,  95  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 31) участок 40-032 ""ЗЯТКОВЦЫ - ТАУЖНЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Зятковцы,до ст. Таужня,,,,,,,,,,,
  1.,409206 .,Зятковцы,   0  км ,  88  км ,,,,,,,,,,,
  2.,409244 .,ОП Антоновка,  13  км ,  75  км ,,,,,,,,,,,
  3.,409403 .,Дукля,  19  км ,  69  км ,,,,,,,,,,,
  4.,409441 .,ОП Орлик,  26  км ,  62  км ,,,,,,,,,,,
  5.,409507 .,Генриховка,  35  км ,  53  км ,,,,,,,,,,,
  6.,409600 .,Джулинка,  45  км ,  43  км ,,,,,,,,,,,
  7.,409634 .,ОП Ставки,  53  км ,  35  км ,,,,,,,,,,,
  8.,409704 .,Гайворон,  62  км ,  26  км ,,,,,,,,,,,
  9.,409901 .,Хощевато,  71  км ,  17  км ,,,,,,,,,,,
 10.,412001 .,Таужня,  88  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 32) участок 40-033 ""ХРИСТИНОВКА - УМАНЬ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Христиновка,до ст. Умань,,,,,,,,,,,
  1.,421104 .,Христиновка,   0  км ,  21  км ,,,,,,,,,,,
  2.,424846 .,Россошки (рзд),   7  км ,  14  км ,,,,,,,,,,,
  3.,421138 .,ОП Паланка I,  10  км ,  11  км ,,,,,,,,,,,
  4.,421123 .,ОП Паланка II,  12  км ,   9  км ,,,,,,,,,,,
  5.,421208 .,Умань,  21  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 33) участок 40-034 ""ХРИСТИНОВКА - ЦВЕТКОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Христиновка,до ст. Цветково,,,,,,,,,,,
  1.,421104 .,Христиновка,   0  км , 148  км ,,,,,,,,,,,
  2.,421142 .,ОП Лещиновка,   9  км , 139  км ,,,,,,,,,,,
  3.,421176 .,ОП Злагода,  13  км , 135  км ,,,,,,,,,,,
  4.,421157 .,Яроватка (рзд),  16  км , 132  км ,,,,,,,,,,,
  5.,421161 .,Подобное (рзд),  23  км , 125  км ,,,,,,,,,,,
  6.,421301 .,Поташ,  32  км , 116  км ,,,,,,,,,,,
  7.,421316 .,ОП Ост. Пункт 160 км,  41  км , 107  км ,,,,,,,,,,,
  8.,421320 .,Шалашская,  48  км , 100  км ,,,,,,,,,,,
  9.,422200 .,Гордышевка (рзд),  58  км ,  90  км ,,,,,,,,,,,
 10.,421405 .,Тальное,  64  км ,  84  км ,,,,,,,,,,,
 11.,421411 .,Гусаково (рзд),  71  км ,  77  км ,,,,,,,,,,,
 12.,421424 .,ОП Ост. Пункт 195 км,  76  км ,  72  км ,,,,,,,,,,,
 13.,421439 .,Россоховатка (рзд),  80  км ,  68  км ,,,,,,,,,,,
 14.,421443 .,ОП Новоселки,  85  км ,  63  км ,,,,,,,,,,,
 15.,421458 .,Новоселица (рзд),  88  км ,  60  км ,,,,,,,,,,,
 16.,421509 .,Звенигородка,  93  км ,  55  км ,,,,,,,,,,,
 17.,421602 .,Богачево, 100  км ,  48  км ,,,,,,,,,,,
 18.,421617 .,ОП Шахта, 104  км ,  44  км ,,,,,,,,,,,
 19.,421621 .,ОП Платформа 226 км, 108  км ,  40  км ,,,,,,,,,,,
 20.,421636 .,ОП Стецовка, 110  км ,  38  км ,,,,,,,,,,,
 21.,420101 .,Искренное, 113  км ,  35  км ,,,,,,,,,,,
 22.,421655 .,Прудянка (пп), 117  км ,  31  км ,,,,,,,,,,,
 23.,421664 .,ОП Васильков, 120  км ,  28  км ,,,,,,,,,,,
 24.,421674 .,ОП Дарьевка, 125  км ,  23  км ,,,,,,,,,,,
 25.,422003 .,Шпола, 127  км ,  21  км ,,,,,,,,,,,
 26.,422107 .,Сигнаевка, 137  км ,  11  км ,,,,,,,,,,,
 27.,422111 .,ОП Станиславчик, 144  км ,   4  км ,,,,,,,,,,,
 28.,422605 .,Цветково, 148  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 34) участок 40-035 ""ЦВЕТКОВО - ИМ. ТАРАСА ШЕВЧЕНКО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Цветково,до ст. Им. Тараса Шевченко,,,,,,,,,,,
  1.,422605 .,Цветково,   0  км ,  34  км ,,,,,,,,,,,
  2.,422617 .,ОП Калиновка,   5  км ,  29  км ,,,,,,,,,,,
  3.,422624 .,ОП Клубная,   7  км ,  27  км ,,,,,,,,,,,
  4.,422639 .,ОП Носачево,   9  км ,  25  км ,,,,,,,,,,,
  5.,422643 .,ОП Мельниковка,  12  км ,  22  км ,,,,,,,,,,,
  6.,422696 .,Владимировка,  16  км ,  18  км ,,,,,,,,,,,
  7.,422713 .,ОП Балаклея II,  20  км ,  14  км ,,,,,,,,,,,
  8.,422728 .,ОП Балаклея I,  21  км ,  13  км ,,,,,,,,,,,
  9.,422802 .,Перегоновка,  24  км ,  10  км ,,,,,,,,,,,
 10.,422817 .,ОП Константиновка,  27  км ,   7  км ,,,,,,,,,,,
 11.,422821 .,ОП Николаевка,  29  км ,   5  км ,,,,,,,,,,,
 12.,422836 .,ОП Заводская,  31  км ,   3  км ,,,,,,,,,,,
 13.,420008 .,Им. Тараса Шевченко,  34  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 35) участок 40-036 ""ЦВЕТКОВО - МИРОНОВКА (Юго-Западной ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Цветково,до ст. Мироновка,,,,,,,,,,,
  1.,422605 .,Цветково,   0  км ,  76  км ,,,,,,,,,,,
  2.,422501 .,Хлыстуновка,   7  км ,  69  км ,,,,,,,,,,,
  3.,422427 .,ОП Карьерная,   9  км ,  67  км ,,,,,,,,,,,
  4.,422412 .,ОП Дырдино,  12  км ,  64  км ,,,,,,,,,,,
  5.,422408 .,Городище,  16  км ,  60  км ,,,,,,,,,,,
  6.,422342 .,ОП Валява,  23  км ,  53  км ,,,,,,,,,,,
  7.,422338 .,ОП Чубовка,  25  км ,  51  км ,,,,,,,,,,,
  8.,422323 .,ОП Завадовка,  28  км ,  48  км ,,,,,,,,,,,
  9.,422319 .,ОП Кошмак,  34  км ,  42  км ,,,,,,,,,,,
 10.,422304 .,Корсунь,  39  км ,  37  км ,,,,,,,,,,,
 11.,422234 .,ОП Самородня,  46  км ,  30  км ,,,,,,,,,,,
 12.,422221 .,Сотники,  50  км ,  26  км ,,,,,,,,,,,
 13.,422215 .,ОП Моринцы,  54  км ,  22  км ,,,,,,,,,,,
 14.,422709 .,Таганча,  62  км ,  14  км ,,,,,,,,,,,
 15.,422249 .,ОП Михайловка,  66  км ,  10  км ,,,,,,,,,,,
 16.,422253 .,ОП Яхны,  67  км ,   9  км ,,,,,,,,,,,
 17.,344406 .,Мироновка,  76  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 36) участок 40-037 ""БОГАЧЕВО - ДАШУКОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Богачево,до ст. Христиновка,до ст. Цветково,,,,,,,,,,
  1.,421602 .,Богачево,   0  км , 100  км ,  48  км ,,,,,,,,,,
  2.,421706 .,Гудзовка,  11  км , 111  км ,  59  км ,,,,,,,,,,
  3.,421710 .,ОП Хлипновка,  24  км , 124  км ,  72  км ,,,,,,,,,,
  4.,421807 .,Лысянка,  38  км , 138  км ,  86  км ,,,,,,,,,,
  5.,421903 .,Дашуковка,  46  км , 146  км ,  94  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 37) участок 40-038 ""ИМ. ТАРАСА ШЕВЧЕНКО - ЧЕРНОЛЕССКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Тараса Шевченко,до ст. Чернолесская,,,,,,,,,,,
  1.,420008 .,Им. Тараса Шевченко,   0  км ,  77  км ,,,,,,,,,,,
  2.,420012 .,ОП Веселый Кут,   3  км ,  74  км ,,,,,,,,,,,
  3.,420027 .,ОП Большая Яблоновка,   5  км ,  72  км ,,,,,,,,,,,
  4.,420031 .,ОП Березняки,   7  км ,  70  км ,,,,,,,,,,,
  5.,420046 .,ОП Березняцкая,  11  км ,  66  км ,,,,,,,,,,,
  6.,420050 .,Райгород,  14  км ,  63  км ,,,,,,,,,,,
  7.,420065 .,ОП Яровое,  18  км ,  59  км ,,,,,,,,,,,
  8.,420073 .,ОП Пляковка,  21  км ,  56  км ,,,,,,,,,,,
  9.,422906 .,Каменка,  24  км ,  53  км ,,,,,,,,,,,
 10.,422925 .,ОП Геологический,  26  км ,  51  км ,,,,,,,,,,,
 11.,422936 .,ОП Ост. Пункт 241 км,  29  км ,  48  км ,,,,,,,,,,,
 12.,422910 .,Косары,  32  км ,  45  км ,,,,,,,,,,,
 13.,422944 .,ОП Ост. Пункт 247 км,  36  км ,  41  км ,,,,,,,,,,,
 14.,423108 .,Фундуклеевка,  39  км ,  38  км ,,,,,,,,,,,
 15.,423152 .,ОП Ост. Пункт 255 км,  42  км ,  35  км ,,,,,,,,,,,
 16.,423114 .,ОП Бирки,  44  км ,  33  км ,,,,,,,,,,,
 17.,423148 .,ОП Стрымовка,  48  км ,  29  км ,,,,,,,,,,,
 18.,423129 .,ОП Сосновка,  49  км ,  28  км ,,,,,,,,,,,
 19.,423167 .,ОП Ост. Пункт 264 км,  52  км ,  25  км ,,,,,,,,,,,
 20.,423133 .,ОП Платформа 267 км,  55  км ,  22  км ,,,,,,,,,,,
 21.,423203 .,Цыбулево,  59  км ,  18  км ,,,,,,,,,,,
 22.,423218 .,ОП Мамаев Яр,  65  км ,  12  км ,,,,,,,,,,,
 23.,423222 .,ОП Красноселье,  67  км ,  10  км ,,,,,,,,,,,
 24.,423237 .,ОП Еградковка,  69  км ,   8  км ,,,,,,,,,,,
 25.,423241 .,ОП Кушнеревка,  72  км ,   5  км ,,,,,,,,,,,
 26.,423256 .,ОП Сычево,  74  км ,   3  км ,,,,,,,,,,,
 27.,423260 .,ОП Богдановка,  75  км ,   2  км ,,,,,,,,,,,
 28.,411102 .,Чернолесская,  77  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 38) участок 40-039 ""ЧЕРНОЛЕССКАЯ - ЗНАМЕНКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чернолесская,до ст. Знаменка,,,,,,,,,,,
  1.,411102 .,Чернолесская,   0  км ,  12  км ,,,,,,,,,,,
  2.,411121 .,ОП Водяная,   4  км ,   8  км ,,,,,,,,,,,
  3.,410082 .,ОП Колхозная,   6  км ,   6  км ,,,,,,,,,,,
  4.,410078 .,ОП Знаменка II,   8  км ,   4  км ,,,,,,,,,,,
  5.,410063 .,Западный (пп),   9  км ,   3  км ,,,,,,,,,,,
  6.,410059 .,ОП Красный Уголок,  10  км ,   2  км ,,,,,,,,,,,
  7.,410006 .,Знаменка,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 39) участок 40-040 ""ЗНАМЕНКА - КОРИСТОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Знаменка,до ст. Користовка,,,,,,,,,,,
  1.,410006 .,Знаменка,   0  км ,  38  км ,,,,,,,,,,,
  2.,410010 .,Знаменка-Пассажирская,   3  км ,  35  км ,,,,,,,,,,,
  3.,410025 .,ОП Константиновка,   7  км ,  31  км ,,,,,,,,,,,
  4.,410034 .,Обг. Пункт 309 км,   9  км ,  29  км ,,,,,,,,,,,
  5.,410044 .,ОП Диковка,  11  км ,  27  км ,,,,,,,,,,,
  6.,410218 .,ОП Пантазиевка,  14  км ,  24  км ,,,,,,,,,,,
  7.,410203 .,Пантаевка,  18  км ,  20  км ,,,,,,,,,,,
  8.,410222 .,ОП Морозовка,  22  км ,  16  км ,,,,,,,,,,,
  9.,410241 .,ОП Алеевка,  29  км ,   9  км ,,,,,,,,,,,
 10.,410256 .,ОП Протопоповка,  32  км ,   6  км ,,,,,,,,,,,
 11.,410307 .,Користовка,  38  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 40) участок 40-041 ""КОРИСТОВКА - ПЯТИХАТКИ-СТЫКОВАЯ (Приднепровской ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Користовка,до ст. Пятихатки-Стыковая,,,,,,,,,,,
  1.,410307 .,Користовка,   0  км ,  69  км ,,,,,,,,,,,
  2.,410311 .,ОП Малая Березовка,   5  км ,  64  км ,,,,,,,,,,,
  3.,410400 .,Александрия,  10  км ,  59  км ,,,,,,,,,,,
  4.,410415 .,ОП Новофилипповка,  13  км ,  56  км ,,,,,,,,,,,
  5.,410420 .,ОП Байдаковка,  18  км ,  51  км ,,,,,,,,,,,
  6.,410434 .,ОП Песчаный Брод,  23  км ,  46  км ,,,,,,,,,,,
  7.,411009 .,Королевка,  26  км ,  43  км ,,,,,,,,,,,
  8.,410519 .,ОП Соловьевка,  33  км ,  36  км ,,,,,,,,,,,
  9.,410608 .,Счастливая,  38  км ,  31  км ,,,,,,,,,,,
 10.,410612 .,ОП Тарасовка,  45  км ,  24  км ,,,,,,,,,,,
 11.,410701 .,Зеленая,  52  км ,  17  км ,,,,,,,,,,,
 12.,410716 .,ОП Желтая,  58  км ,  11  км ,,,,,,,,,,,
 13.,410720 .,ОП Платформа 400 км,  63  км ,   6  км ,,,,,,,,,,,
 14.,410735 .,Яковлевка,  65  км ,   4  км ,,,,,,,,,,,
 15.,456828 .,Пятихатки-Стыковая,  69  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 41) участок 40-042 ""КОРИСТОВКА - БУРТЫ (Южной ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Користовка,до ст. Бурты,,,,,,,,,,,
  1.,410307 .,Користовка,   0  км ,  40  км ,,,,,,,,,,,
  2.,410326 .,ОП Ост. пункт 309 км,   9  км ,  31  км ,,,,,,,,,,,
  3.,410749 .,Лекаревка,  15  км ,  25  км ,,,,,,,,,,,
  4.,410815 .,ОП Ост. пункт 294 км,  23  км ,  17  км ,,,,,,,,,,,
  5.,410909 .,Павлыш,  32  км ,   8  км ,,,,,,,,,,,
  6.,425355 .,Бурты,  40  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 42) участок 40-043 ""ПОДГОРОДНАЯ - ПОМОШНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Подгородная,до ст. Помошная,,,,,,,,,,,
  1.,412302 .,Подгородная,   0  км ,  49  км ,,,,,,,,,,,
  2.,412209 .,Бандурка,  13  км ,  36  км ,,,,,,,,,,,
  3.,412116 .,ОП Шайтарово,  23  км ,  26  км ,,,,,,,,,,,
  4.,412124 .,ОП Глиняная,  32  км ,  17  км ,,,,,,,,,,,
  5.,411935 .,Бешкетово (рзд),  41  км ,   8  км ,,,,,,,,,,,
  6.,411901 .,Помошная,  49  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 43) участок 40-044 ""ДОЛИНСКАЯ - ПОМОШНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Долинская,до ст. Помошная,,,,,,,,,,,
  1.,414100 .,Долинская,   0  км , 133  км ,,,,,,,,,,,
  2.,413610 .,Пут. Пост 127 км,   6  км , 127  км ,,,,,,,,,,,
  3.,414121 .,Пост 124 км,   8  км , 125  км ,,,,,,,,,,,
  4.,413606 .,Червоное Озеро (рзд),  11  км , 122  км ,,,,,,,,,,,
  5.,413625 .,Пут. Пост 115 км,  18  км , 115  км ,,,,,,,,,,,
  6.,414191 .,Пут. Пост 109 км,  24  км , 109  км ,,,,,,,,,,,
  7.,414149 .,Седневка,  26  км , 107  км ,,,,,,,,,,,
  8.,413630 .,Пут. Пост 103 км,  30  км , 103  км ,,,,,,,,,,,
  9.,413644 .,Пут. Пост 99 км,  34  км ,  99  км ,,,,,,,,,,,
 10.,414153 .,ОП Морквино,  36  км ,  97  км ,,,,,,,,,,,
 11.,414187 .,Пут. Пост 94 км,  39  км ,  94  км ,,,,,,,,,,,
 12.,414134 .,Пут. Пост 88 км,  45  км ,  88  км ,,,,,,,,,,,
 13.,414168 .,ОП Сугоклея,  48  км ,  85  км ,,,,,,,,,,,
 14.,414172 .,Пут. Пост 82 км,  51  км ,  82  км ,,,,,,,,,,,
 15.,414261 .,Пут. Пост 78 км,  56  км ,  77  км ,,,,,,,,,,,
 16.,414204 .,Бобринец,  60  км ,  73  км ,,,,,,,,,,,
 17.,414276 .,Пут. Пост 65 км,  68  км ,  65  км ,,,,,,,,,,,
 18.,414295 .,Пут. Пост 61 км,  72  км ,  61  км ,,,,,,,,,,,
 19.,414219 .,ОП Червоная Долина,  76  км ,  57  км ,,,,,,,,,,,
 20.,414280 .,Пут. Пост 56 км,  77  км ,  56  км ,,,,,,,,,,,
 21.,414257 .,Пут. Пост 50 км,  84  км ,  49  км ,,,,,,,,,,,
 22.,414223 .,Осиковата,  85  км ,  48  км ,,,,,,,,,,,
 23.,413540 .,Пут. Пост 40 км,  93  км ,  40  км ,,,,,,,,,,,
 24.,414238 .,ОП Вольные Луки,  98  км ,  35  км ,,,,,,,,,,,
 25.,413555 .,Пут. Пост 34 км,  99  км ,  34  км ,,,,,,,,,,,
 26.,413564 .,Пут. Пост 28 км, 105  км ,  28  км ,,,,,,,,,,,
 27.,413574 .,Пут. Пост 22 км, 112  км ,  21  км ,,,,,,,,,,,
 28.,414242 .,Кропивницкая, 113  км ,  20  км ,,,,,,,,,,,
 29.,413521 .,Высоцкое (рзд), 123  км ,  10  км ,,,,,,,,,,,
 30.,411901 .,Помошная, 133  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 44) участок 40-045 ""ПОМОШНАЯ - ЧЕРНОЛЕССКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Помошная,до ст. Чернолесская,,,,,,,,,,,
  1.,411901 .,Помошная,   0  км , 124  км ,,,,,,,,,,,
  2.,411850 .,ОП Депо-Локомотивное,   2  км , 122  км ,,,,,,,,,,,
  3.,411846 .,ОП Федоровка,   5  км , 119  км ,,,,,,,,,,,
  4.,411831 .,ОП Акимовка,   7  км , 117  км ,,,,,,,,,,,
  5.,411827 .,ОП Зверево,  13  км , 111  км ,,,,,,,,,,,
  6.,411812 .,ОП Ост. Пункт 218 км,  14  км , 110  км ,,,,,,,,,,,
  7.,411808 .,Новоукраинка,  18  км , 106  км ,,,,,,,,,,,
  8.,411738 .,ОП Ост. Пункт 226 км,  23  км , 101  км ,,,,,,,,,,,
  9.,411723 .,ОП Ост. Пункт 230 км,  26  км ,  98  км ,,,,,,,,,,,
