Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Латвийской ж.д. (код дороги 09),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 09-002 ""ВАЛКА (РЗД) - ИЕРИКИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Лугажи (эксп.),до ст. Иерики,,,,,,,,,,,
  6.,098668 .,ОП Гавиезе,  18  км ,  22  км ,,,,,,,,,,,
  7.,098672 .,ОП Суста,  25  км ,  15  км ,,,,,,,,,,,
  8.,098687 .,ОП Крогземьи,  30  км ,  10  км ,,,,,,,,,,,
  9.,099016 .,ОП Паплака,  34  км ,   6  км ,,,,,,,,,,,
 10.,099105 .,Приекуле,  40  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 09-032 ""ПРИЕКУЛЕ - КАЛЕТИ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Приекуле,до ст. Калети (эксп.),,,,,,,,,,,
  1.,099105 .,Приекуле,   0  км ,  20  км ,,,,,,,,,,,
  2.,099116 .,ОП Пурмсати,   7  км ,  13  км ,,,,,,,,,,,
  3.,099124 .,Калети,  16  км ,   4  км ,,,,,,,,,,,
  4.,099800 .,Калети (эксп.),  20  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 09-033 ""ПРИЕКУЛЕ - ВАЙНЕДЕ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Приекуле,до ст. Вайнеде (эксп.),,,,,,,,,,,
  1.,099105 .,Приекуле,   0  км ,  27  км ,,,,,,,,,,,
  2.,099139 .,ОП Элкуземе,  10  км ,  17  км ,,,,,,,,,,,
  3.,099302 .,Вайнеде,  17  км ,  10  км ,,,,,,,,,,,
  4.,099317 .,ОП Казбари,  22  км ,   5  км ,,,,,,,,,,,
  5.,099209 .,Вайнеде (эксп.),  27  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 26) участок 09-034 ""РЕНЬГЕ (ЭКСП.) - ГЛУДА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Реньге (эксп.),до ст. Глуда,,,,,,,,,,,
  1.,099707 .,Реньге (эксп.),   0  км ,  60  км ,,,,,,,,,,,
  2.,099603 .,Реньге,   1  км ,  59  км ,,,,,,,,,,,
  3.,099529 .,ОП Вадаксте,   7  км ,  53  км ,,,,,,,,,,,
  4.,099514 .,ОП Ауце,  20  км ,  40  км ,,,,,,,,,,,
  5.,099406 .,Бене,  31  км ,  29  км ,,,,,,,,,,,
  6.,092854 .,ОП Пенкуле,  38  км ,  22  км ,,,,,,,,,,,
  7.,092841 .,ОП Апгулде,  45  км ,  15  км ,,,,,,,,,,,
  8.,092835 .,ОП Аури,  47  км ,  13  км ,,,,,,,,,,,
  9.,092820 .,ОП Кримунас,  53  км ,   7  км ,,,,,,,,,,,
 10.,092801 .,Глуда,  60  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 27) участок 09-037 ""РАЗЪЕЗД 3 КМ - КУРЦУМС (РЗД) (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 3 км,до ст. Курцумс (рзд) (эксп.),,,,,,,,,,,
  1.,110713 .,Разъезд 3 км,   0  км ,  21  км ,,,,,,,,,,,
  2.,112403 .,Грива,   3  км ,  18  км ,,,,,,,,,,,
  3.,112314 .,Курцумс (рзд),  15  км ,   6  км ,,,,,,,,,,,
  4.,110304 .,Курцумс (рзд) (эксп.),  21  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 28) участок 09-038 ""РАЗЪЕЗД 3 КМ - ЭГЛАЙНЕ (ЭКСП.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 3 км,до ст. Эглайне (эксп.),,,,,,,,,,,
  1.,110713 .,Разъезд 3 км,   0  км ,  32  км ,,,,,,,,,,,
  2.,110728 .,Разъезд 7 км,   7  км ,  25  км ,,,,,,,,,,,
  3.,110747 .,Блокпост 191км,   9  км ,  23  км ,,,,,,,,,,,
  4.,110732 .,ОП Свента,  14  км ,  18  км ,,,,,,,,,,,
  5.,114606 .,Илуксте,  20  км ,  12  км ,,,,,,,,,,,
  6.,114703 .,Эглайне,  27  км ,   5  км ,,,,,,,,,,,
  7.,113707 .,Эглайне (эксп.),  32  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 29) участок 09-039 ""ИНДРА (ЭКСП.) - ДАУГАВПИЛС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Индра (эксп.),до ст. Даугавпилс,,,,,,,,,,,
  1.,110200 .,Индра (эксп.),   0  км ,  76  км ,,,,,,,,,,,
  2.,110427 .,Индра,   7  км ,  69  км ,,,,,,,,,,,
  3.,110412 .,Ниедрица,  15  км ,  61  км ,,,,,,,,,,,
  4.,110520 .,Скайста,  22  км ,  54  км ,,,,,,,,,,,
  5.,110501 .,Краслава,  34  км ,  42  км ,,,,,,,,,,,
  6.,110516 .,Силава,  43  км ,  33  км ,,,,,,,,,,,
  7.,110605 .,Извалда,  47  км ,  29  км ,,,,,,,,,,,
  8.,110616 .,ОП Путаны,  53  км ,  23  км ,,,,,,,,,,,
  9.,110624 .,Науене,  59  км ,  17  км ,,,,,,,,,,,
 10.,110639 .,Блокпост 401 км,  65  км ,  11  км ,,,,,,,,,,,
 11.,110709 .,Крауя,  67  км ,   9  км ,,,,,,,,,,,
 12.,110003 .,Даугавпилс,  76  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 30) участок 09-041 ""ГУЛБЕНЕ - АЛУКСНЕ (УЗК.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гулбене,до ст. Алуксне (узк.),,,,,,,,,,,
  1.,111608 .,Гулбене,   0  км ,  33  км ,,,,,,,,,,,
  2.,111519 .,ОП Бирзе Шаур (узк.),   4  км ,  29  км ,,,,,,,,,,,
  3.,111523 .,ОП Пурини (узк.),   6  км ,  27  км ,,,,,,,,,,,
  4.,111538 .,ОП Стамиериене (узк.),  10  км ,  23  км ,,,,,,,,,,,
  5.,111542 .,ОП Калниене (узк.),  14  км ,  19  км ,,,,,,,,,,,
  6.,111557 .,ОП Дундури (узк.),  20  км ,  13  км ,,,,,,,,,,,
  7.,111561 .,Папарде (узк.),  21  км ,  12  км ,,,,,,,,,,,
  8.,111576 .,ОП Умерниеки (узк.),  24  км ,   9  км ,,,,,,,,,,,
  9.,111580 .,ОП Вейини (узк.),  28  км ,   5  км ,,,,,,,,,,,
 10.,099232 .,Алуксне (узк.),  33  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 31) участок 09-042 ""ЛАЧУПЕ - ИЛЬГЮЦИЕМС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Лачупе,до ст. Ильгюциемс (эксп.),,,,,,,,,,,
  1.,096802 .,Лачупе,   0  км ,   2  км ,,,,,,,,,,,
  2.,096906 .,Ильгюциемс,   2  км ,   0  км ,,,,,,,,,,,
  3.,097203 .,Ильгюциемс (эксп.),   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 32) участок 09-044 ""СКУЛТЕ - ЗЕМИТАНЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Скулте,до ст. Земитаны,,,,,,,,,,,
  1.,090702 .,Скулте,   0  км ,  52  км ,,,,,,,,,,,
  2.,090806 .,Скулте (эксп.),   0  км ,  52  км ,,,,,,,,,,,
  3.,090971 .,ОП Звейниекциемс,   3  км ,  49  км ,,,,,,,,,,,
  4.,090986 .,ОП Кишупе,   6  км ,  46  км ,,,,,,,,,,,
  5.,096003 .,Саулкрасти,   8  км ,  44  км ,,,,,,,,,,,
  6.,096018 .,ОП Пабажи,  11  км ,  41  км ,,,,,,,,,,,
  7.,096022 .,ОП Инчупе,  13  км ,  39  км ,,,,,,,,,,,
  8.,096037 .,Лиласте,  19  км ,  33  км ,,,,,,,,,,,
  9.,096111 .,ОП Гауя,  24  км ,  28  км ,,,,,,,,,,,
 10.,096126 .,Царникава,  26  км ,  26  км ,,,,,,,,,,,
 11.,096130 .,ОП Гарупе,  29  км ,  23  км ,,,,,,,,,,,
 12.,096145 .,ОП Гарциемс,  31  км ,  21  км ,,,,,,,,,,,
 13.,096158 .,ОП Калнгале,  35  км ,  17  км ,,,,,,,,,,,
 14.,096164 .,Вецаки,  38  км ,  14  км ,,,,,,,,,,,
 15.,096215 .,ОП Вецдаугава,  40  км ,  12  км ,,,,,,,,,,,
 16.,095903 .,Зиемельблазма (эксп.),  43  км ,   9  км ,,,,,,,,,,,
 17.,096304 .,Зиемельблазма,  43  км ,   9  км ,,,,,,,,,,,
 18.,096408 .,Мангали,  46  км ,   6  км ,,,,,,,,,,,
 19.,096605 .,Мангали (эксп.),  46  км ,   6  км ,,,,,,,,,,,
 20.,095602 .,Саркандаугава (эксп.),  49  км ,   3  км ,,,,,,,,,,,
 21.,096501 .,Саркандаугава,  49  км ,   3  км ,,,,,,,,,,,
 22.,090416 .,ОП Браса,  50  км ,   2  км ,,,,,,,,,,,
 23.,095000 .,Земитаны,  52  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 33) участок 09-046 ""БЛОКПОСТ 223 КМ - РЕЗЕКНЕ I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Блокпост 223 км,до ст. Резекне I,,,,,,,,,,,
  1.,113213 .,Блокпост 223 км,   0  км ,   3  км ,,,,,,,,,,,
  2.,112723 .,Резекне I,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 34) участок 09-047 ""БЛОКПОСТ 387 КМ - ДАУГАВПИЛС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Блокпост 387 км,до ст. Даугавпилс,,,,,,,,,,,
  1.,114517 .,Блокпост 387 км,   0  км ,   3  км ,,,,,,,,,,,
  2.,110003 .,Даугавпилс,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 35) участок 09-048 ""ПОСТ-КЛЕПЕРОВО - РЕЗЕКНЕ II"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пост-Клеперово,до ст. Резекне II,,,,,,,,,,,
  1.,112719 .,Пост-Клеперово,   0  км ,   2  км ,,,,,,,,,,,
  2.,113105 .,Резекне II,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 36) участок 09-049 ""КАРСАВА (ЭКСП.) - ПОСТ-КЛЕПЕРОВО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Карсава (эксп.),до ст. Пост-Клеперово,,,,,,,,,,,
  1.,112507 .,Карсава (эксп.),   0  км ,  45  км ,,,,,,,,,,,
  2.,112600 .,Карсава,   5  км ,  40  км ,,,,,,,,,,,
  3.,112649 .,ОП Малнава,   8  км ,  37  км ,,,,,,,,,,,
  4.,112653 .,Пурени,  14  км ,  31  км ,,,,,,,,,,,
  5.,112668 .,Межвиди,  22  км ,  23  км ,,,,,,,,,,,
  6.,112672 .,Илзены,  32  км ,  13  км ,,,,,,,,,,,
  7.,112704 .,Бурзава,  39  км ,   6  км ,,,,,,,,,,,
  8.,112719 .,Пост-Клеперово,  45  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 37) участок 09-050 ""ПОСТ-КЛЕПЕРОВО - РЕЗЕКНЕ I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пост-Клеперово,до ст. Резекне I,,,,,,,,,,,
  1.,112719 .,Пост-Клеперово,   0  км ,   4  км ,,,,,,,,,,,
  2.,112723 .,Резекне I,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 38) участок 09-051 ""ЗЕМИТАНЫ - РИГА-ПАСАЖИЕРУ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Земитаны,до ст. Рига-Пасажиеру,,,,,,,,,,,
  1.,095000 .,Земитаны,   0  км ,   4  км ,,,,,,,,,,,
  2.,090100 .,Рига-Пасажиеру,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 39) участок 09-052 ""РИГА-ПАСАЖИЕРУ - ТОРНЯКАЛНС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рига-Пасажиеру,до ст. Торнякалнс,,,,,,,,,,,
  1.,090100 .,Рига-Пасажиеру,   0  км ,   3  км ,,,,,,,,,,,
  2.,091008 .,Торнякалнс,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 40) участок 09-054 ""РИГА-ПАСАЖИЕРУ - ЯНЯВАРТИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рига-Пасажиеру,до ст. Яняварти,,,,,,,,,,,
  1.,090100 .,Рига-Пасажиеру,   0  км ,   4  км ,,,,,,,,,,,
  2.,090308 .,Вагону Паркс,   2  км ,   2  км ,,,,,,,,,,,
  3.,095029 .,ОП Вагону Паркс,   2  км ,   2  км ,,,,,,,,,,,
  4.,090064 .,Яняварти,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 41) участок 09-055 ""ДАУГАВПИЛС-ШКИРОШАНАС - ДАУГАВПИЛС"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Даугавпилс-Шкирошанас,до ст. Даугавпилс,,,,,,,,,,,
  1.,110107 .,Даугавпилс-Шкирошанас,   0  км ,   3  км ,,,,,,,,,,,
  2.,110003 .,Даугавпилс,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 42) участок 09-056 ""ДАУГАВПИЛС - РАЗЪЕЗД 3 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Даугавпилс,до ст. Разъезд 3 км,,,,,,,,,,,
  1.,110003 .,Даугавпилс,   0  км ,   4  км ,,,,,,,,,,,
  2.,110713 .,Разъезд 3 км,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 43) участок 09-057 ""ЯНЯВАРТИ - САУРИЕШИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Яняварти,до ст. Сауриеши,,,,,,,,,,,
  1.,090064 .,Яняварти,   0  км ,  12  км ,,,,,,,,,,,
  2.,094309 .,Рига-Пречу,   3  км ,   9  км ,,,,,,,,,,,
  3.,090079 .,ОП Ацоне,   8  км ,   4  км ,,,,,,,,,,,
  4.,094402 .,Сауриеши,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 44) участок 09-059 ""БОЛДЕРАЯ II - КРИЕВУ САЛА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Болдерая II,до ст. Криеву сала,,,,,,,,,,,
  1.,097100 .,Болдерая II,   0  км ,   4  км ,,,,,,,,,,,
  2.,099001 .,Криеву сала (эксп.),   4  км ,   0  км ,,,,,,,,,,,
  3.,099904 .,Криеву сала,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 45) участок 09-060 ""БЛОКПОСТ 524 КМ - БЛОКПОСТ 401 КМ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Блокпост 524 км,до ст. Блокпост 401 км,,,,,,,,,,,
  1.,113637 .,Блокпост 524 км,   0  км ,   6  км ,,,,,,,,,,,
  2.,117905 .,Путевой пост 14 км,   1  км ,   5  км ,,,,,,,,,,,
  3.,110639 .,Блокпост 401 км,   6  км ,   0  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
