Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Грузинской ж.д. (код дороги 57),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 57-001 ""ГАНТИАДИ (ЭКСП.) - СЕНАКИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гантиади (эксп.),до ст. Сенаки (эксп.),,,,,,,,,,,
" 11) участок 57-011 ""НАТАНЕБИ - ОЗУРГЕТИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Натанеби,до ст. Самтредиа,до ст. Батуми,,,,,,,,,,
  1.,570807 .,Натанеби,   0  км ,  66  км ,  38  км ,,,,,,,,,,
  2.,570826 .,ОП Нагобилеви,   4  км ,  70  км ,  42  км ,,,,,,,,,,
  3.,570900 .,ОП Мериа,   9  км ,  75  км ,  47  км ,,,,,,,,,,
  4.,570915 .,ОП Платформа 11 км,  11  км ,  77  км ,  49  км ,,,,,,,,,,
  5.,570921 .,ОП Кахури,  14  км ,  80  км ,  52  км ,,,,,,,,,,
  6.,570934 .,ОП Платформа 16 км,  17  км ,  83  км ,  55  км ,,,,,,,,,,
  7.,571000 .,Озургети,  18  км ,  84  км ,  56  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 57-012 ""БРОЦЕУЛА - ЦХАЛТУБО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Броцеула,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,575209 .,Броцеула,   0  км ,  27  км , 223  км ,,,,,,,,,,
  2.,574719 .,ОП Месхети,   3  км ,  30  км , 226  км ,,,,,,,,,,
  3.,574795 .,Кутаиси II (эксп.),   8  км ,  35  км , 231  км ,,,,,,,,,,
  4.,574808 .,Кутаиси II,   8  км ,  35  км , 231  км ,,,,,,,,,,
  5.,574812 .,ОП Платформа 12 км,  12  км ,  39  км , 235  км ,,,,,,,,,,
  6.,574827 .,ОП Платформа 17 км,  17  км ,  44  км , 240  км ,,,,,,,,,,
  7.,574901 .,ОП Тернали,  21  км ,  48  км , 244  км ,,,,,,,,,,
  8.,575001 .,Цхалтубо,  23  км ,  50  км , 246  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 57-013 ""РИОНИ - ТКИБУЛИ II"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Риони,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,575105 .,Риони,   0  км ,  31  км , 219  км ,,,,,,,,,,
  2.,575302 .,Кутаиси I,   8  км ,  39  км , 227  км ,,,,,,,,,,
  3.,575317 .,ОП Сапичхия,  10  км ,  41  км , 229  км ,,,,,,,,,,
  4.,575321 .,ОП Платформа 15 км,  14  км ,  45  км , 233  км ,,,,,,,,,,
  5.,575406 .,Гелати,  17  км ,  48  км , 236  км ,,,,,,,,,,
  6.,575410 .,ОП Платформа 19 км,  19  км ,  50  км , 238  км ,,,,,,,,,,
  7.,575425 .,ОП Курсеби,  21  км ,  52  км , 240  км ,,,,,,,,,,
  8.,570101 .,Орпири,  24  км ,  55  км , 243  км ,,,,,,,,,,
  9.,575444 .,ОП Чкепи,  27  км ,  58  км , 246  км ,,,,,,,,,,
 10.,575500 .,ОП Хресили,  32  км ,  63  км , 251  км ,,,,,,,,,,
 11.,575514 .,ОП Даба-Дзвели,  35  км ,  66  км , 254  км ,,,,,,,,,,
 12.,575529 .,ОП Сацире,  39  км ,  70  км , 258  км ,,,,,,,,,,
 13.,575533 .,ОП Платформа 44 км,  44  км ,  75  км , 263  км ,,,,,,,,,,
 14.,575603 .,Ткибули I,  47  км ,  78  км , 266  км ,,,,,,,,,,
 15.,575618 .,ОП Ткибули II,  49  км ,  80  км , 268  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 57-014 ""ЗЕСТАФОНИ - САЧХЕРЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Зестафони,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,576004 .,Зестафони,   0  км ,  61  км , 189  км ,,,,,,,,,,
  2.,576019 .,ОП Шорапани,   3  км ,  64  км , 192  км ,,,,,,,,,,
  3.,576023 .,ОП Платформа 5 км,   5  км ,  66  км , 194  км ,,,,,,,,,,
  4.,576038 .,ОП Платформа 6 км,   7  км ,  68  км , 196  км ,,,,,,,,,,
  5.,576042 .,Мартотубани,   9  км ,  70  км , 198  км ,,,,,,,,,,
  6.,576057 .,ОП Ничапа,  14  км ,  75  км , 203  км ,,,,,,,,,,
  7.,576061 .,ОП Бослеви,  17  км ,  78  км , 206  км ,,,,,,,,,,
  8.,576076 .,Беглеви,  19  км ,  80  км , 208  км ,,,,,,,,,,
  9.,576080 .,ОП Рквия,  21  км ,  82  км , 210  км ,,,,,,,,,,
 10.,576220 .,ОП Джоковети,  25  км ,  86  км , 214  км ,,,,,,,,,,
 11.,576199 .,Салиети,  28  км ,  89  км , 217  км ,,,,,,,,,,
 12.,576216 .,ОП Тири,  31  км ,  92  км , 220  км ,,,,,,,,,,
 13.,576235 .,ОП Платформа 34 км,  34  км ,  95  км , 223  км ,,,,,,,,,,
 14.,576305 .,Чиатура,  36  км ,  97  км , 225  км ,,,,,,,,,,
 15.,576310 .,ОП Перевиси,  37  км ,  98  км , 226  км ,,,,,,,,,,
 16.,576324 .,ОП Чикаури,  38  км ,  99  км , 227  км ,,,,,,,,,,
 17.,576339 .,ОП Цоф,  39  км , 100  км , 228  км ,,,,,,,,,,
 18.,576343 .,ОП Дарквети,  42  км , 103  км , 231  км ,,,,,,,,,,
 19.,576358 .,ОП Платформа 45 км,  45  км , 106  км , 234  км ,,,,,,,,,,
 20.,576502 .,Сачхере,  49  км , 110  км , 238  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 57-015 ""ХАШУРИ - СУРАМИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Хашури,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,577204 .,Хашури,   0  км , 124  км , 126  км ,,,,,,,,,,
  2.,577223 .,ОП Шиндара,   2  км , 126  км , 128  км ,,,,,,,,,,
  3.,577238 .,ОП Платформа 3 км,   3  км , 127  км , 129  км ,,,,,,,,,,
  4.,577261 .,ОП Сурами,   5  км , 129  км , 131  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 57-016 ""ХАШУРИ - ВАЛЕ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Хашури,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,577100 .,Хашури (эксп.),   0  км , 124  км , 126  км ,,,,,,,,,,
  2.,577204 .,Хашури,   0  км , 124  км , 126  км ,,,,,,,,,,
  3.,577187 .,ОП Тезери 2,   5  км , 129  км , 131  км ,,,,,,,,,,
  4.,577242 .,ОП Квишхети,   9  км , 133  км , 135  км ,,,,,,,,,,
  5.,577276 .,ОП Ташискари,  10  км , 134  км , 136  км ,,,,,,,,,,
  6.,577257 .,ОП Сарманишвилис кари,  12  км , 136  км , 138  км ,,,,,,,,,,
  7.,577505 .,ОП Ахалдаба,  14  км , 138  км , 140  км ,,,,,,,,,,
  8.,577515 .,ОП Кортанети,  22  км , 146  км , 148  км ,,,,,,,,,,
  9.,577524 .,ОП Вардгинети,  25  км , 149  км , 151  км ,,,,,,,,,,
 10.,577539 .,ОП Квибиси,  28  км , 152  км , 154  км ,,,,,,,,,,
 11.,577596 .,Боржоми (эксп.),  30  км , 154  км , 156  км ,,,,,,,,,,
 12.,577609 .,Боржоми,  30  км , 154  км , 156  км ,,,,,,,,,,
 13.,577613 .,ОП Боржоми-Парк,  32  км , 156  км , 158  км ,,,,,,,,,,
 14.,577628 .,ОП Платформа 35 км,  35  км , 159  км , 161  км ,,,,,,,,,,
 15.,577685 .,ОП Лареби,  39  км , 163  км , 165  км ,,,,,,,,,,
 16.,578118 .,ОП Чибисхеви,  46  км , 170  км , 172  км ,,,,,,,,,,
 17.,578122 .,ОП Читахевгеси,  48  км , 172  км , 174  км ,,,,,,,,,,
 18.,577691 .,ОП Двири,  52  км , 176  км , 178  км ,,,,,,,,,,
 19.,578211 .,ОП Ткемлана,  61  км , 185  км , 187  км ,,,,,,,,,,
 20.,578300 .,Ацкури,  62  км , 186  км , 188  км ,,,,,,,,,,
 21.,578315 .,ОП Зикилия,  67  км , 191  км , 193  км ,,,,,,,,,,
 22.,578325 .,ОП Перса,  70  км , 194  км , 196  км ,,,,,,,,,,
 23.,578334 .,ОП Цниси,  75  км , 199  км , 201  км ,,,,,,,,,,
 24.,578103 .,Ахалцихе (эксп.),  80  км , 204  км , 206  км ,,,,,,,,,,
 25.,578404 .,Ахалцихе,  80  км , 204  км , 206  км ,,,,,,,,,,
 26.,578423 .,ОП Ахалцихе-Пассажирская,  82  км , 206  км , 208  км ,,,,,,,,,,
 27.,578419 .,ОП Суплиси,  87  км , 211  км , 213  км ,,,,,,,,,,
 28.,578207 .,Вале (эксп.),  90  км , 214  км , 216  км ,,,,,,,,,,
 29.,578508 .,Вале,  90  км , 214  км , 216  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 57-017 ""ГОРИ - ЦХИНВАЛИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гори,до ст. Самтредиа,до ст. Тбилиси-Узловая,,,,,,,,,,
  1.,579002 .,Гори,   0  км , 168  км ,  82  км ,,,,,,,,,,
  2.,579036 .,Гори (эксп.),   0  км , 168  км ,  82  км ,,,,,,,,,,
  3.,579021 .,ОП Тинисхиди,   4  км , 172  км ,  86  км ,,,,,,,,,,
  4.,579201 .,ОП Гори-Грузовая,   5  км , 173  км ,  87  км ,,,,,,,,,,
  5.,579214 .,ОП Тедоцминда,   7  км , 175  км ,  89  км ,,,,,,,,,,
  6.,579229 .,ОП Накадули (п),  12  км , 180  км ,  94  км ,,,,,,,,,,
  7.,579233 .,ОП Ашенда,  15  км , 183  км ,  97  км ,,,,,,,,,,
  8.,579248 .,ОП Вариани,  17  км , 185  км ,  99  км ,,,,,,,,,,
  9.,579303 .,Шиндиси,  22  км , 190  км , 104  км ,,,,,,,,,,
 10.,579337 .,Шиндиси (эксп.),  22  км , 190  км , 104  км ,,,,,,,,,,
 11.,579318 .,ОП Платформа 25 км,  25  км , 193  км , 107  км ,,,,,,,,,,
 12.,579322 .,ОП Никози,  29  км , 197  км , 111  км ,,,,,,,,,,
 13.,579407 .,Цхинвали,  33  км , 201  км , 115  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 57-018 ""ТБИЛИСИ-УЗЛОВАЯ - ГУРДЖААНИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тбилиси-Узловая,до ст. Гурджаани,,,,,,,,,,,
  1.,560097 .,Тбилиси-Узловая (эксп.),   0  км , 116  км ,,,,,,,,,,,
  2.,560101 .,Тбилиси-Узловая,   0  км , 116  км ,,,,,,,,,,,
  3.,560186 .,ОП Аэропорт,   9  км , 107  км ,,,,,,,,,,,
  4.,561009 .,Лило,  11  км , 105  км ,,,,,,,,,,,
  5.,564007 .,Лило (эксп.),  11  км , 105  км ,,,,,,,,,,,
  6.,561013 .,ОП Марткопи,  14  км , 102  км ,,,,,,,,,,,
  7.,561102 .,Вазиани,  19  км ,  97  км ,,,,,,,,,,,
  8.,561136 .,Вазиани (эксп.),  19  км ,  97  км ,,,,,,,,,,,
  9.,561117 .,ОП Самгори,  26  км ,  90  км ,,,,,,,,,,,
 10.,561121 .,ОП Сартичала,  33  км ,  83  км ,,,,,,,,,,,
 11.,561206 .,Иори,  36  км ,  80  км ,,,,,,,,,,,
 12.,561210 .,ОП Платформа 41 км,  41  км ,  75  км ,,,,,,,,,,,
 13.,561307 .,Сагареджо,  48  км ,  68  км ,,,,,,,,,,,
 14.,561314 .,ОП Тохлиаури,  52  км ,  64  км ,,,,,,,,,,,
 15.,561329 .,ОП Манави (рзд),  57  км ,  59  км ,,,,,,,,,,,
 16.,561333 .,ОП Какабети,  65  км ,  51  км ,,,,,,,,,,,
 17.,561403 .,ОП Бадиаури,  70  км ,  46  км ,,,,,,,,,,,
 18.,561422 .,ОП Ост. Пункт 72 км,  72  км ,  44  км ,,,,,,,,,,,
 19.,561418 .,ОП Шаблиани,  74  км ,  42  км ,,,,,,,,,,,
 20.,561507 .,Качрети,  80  км ,  36  км ,,,,,,,,,,,
 21.,561511 .,ОП Арашенда,  84  км ,  32  км ,,,,,,,,,,,
 22.,561526 .,ОП Пост 89 км,  89  км ,  27  км ,,,,,,,,,,,
 23.,561808 .,ОП Мелаани,  96  км ,  20  км ,,,,,,,,,,,
 24.,561812 .,ОП Платформа 98 км,  97  км ,  19  км ,,,,,,,,,,,
 25.,561827 .,ОП Чалаубани,  99  км ,  17  км ,,,,,,,,,,,
 26.,561831 .,Барджисхеви, 107  км ,   9  км ,,,,,,,,,,,
 27.,561846 .,ОП Бакурцихе, 109  км ,   7  км ,,,,,,,,,,,
 28.,561850 .,ОП Колаги, 110  км ,   6  км ,,,,,,,,,,,
 29.,561865 .,ОП Веджини, 112  км ,   4  км ,,,,,,,,,,,
 30.,561879 .,ОП Чандари, 114  км ,   2  км ,,,,,,,,,,,
 31.,561901 .,Гурджаани, 116  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 19) участок 57-019 ""ГУРДЖААНИ - ТЕЛАВИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гурджаани,до ст. Тбилиси-Узловая,,,,,,,,,,,
  1.,561901 .,Гурджаани,   0  км , 116  км ,,,,,,,,,,,
  2.,561916 .,ОП Чумлаки,   3  км , 119  км ,,,,,,,,,,,
  3.,561920 .,ОП Ахашени,   8  км , 124  км ,,,,,,,,,,,
  4.,562209 .,Мукузани,  10  км , 126  км ,,,,,,,,,,,
  5.,562213 .,ОП Вазисубани,  12  км , 128  км ,,,,,,,,,,,
  6.,562302 .,ОП Калаури,  17  км , 133  км ,,,,,,,,,,,
  7.,562317 .,ОП Акура,  22  км , 138  км ,,,,,,,,,,,
  8.,562406 .,ОП Цинандали,  25  км , 141  км ,,,,,,,,,,,
  9.,562410 .,ОП Кондоли,  28  км , 144  км ,,,,,,,,,,,
 10.,562502 .,Телави,  33  км , 149  км ,,,,,,,,,,,
 11.,562514 .,Телави (эксп.),  33  км , 149  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 20) участок 57-020 ""ГУРДЖААНИ - ЦНОРИС-ЦХАЛИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гурджаани,до ст. Тбилиси-Узловая,,,,,,,,,,,
  1.,561901 .,Гурджаани,   0  км , 116  км ,,,,,,,,,,,
  2.,562001 .,ОП Карданахи,  11  км , 127  км ,,,,,,,,,,,
  3.,562016 .,ОП Анага,  15  км , 131  км ,,,,,,,,,,,
  4.,562020 .,ОП Машнаари,  19  км , 135  км ,,,,,,,,,,,
  5.,562105 .,Цнорис-Цхали,  21  км , 137  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 21) участок 57-021 ""КАЧРЕТИ - ДЕДОПЛИС-ЦКАРО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Качрети,до ст. Тбилиси-Узловая,,,,,,,,,,,
  1.,561507 .,Качрети,   0  км ,  80  км ,,,,,,,,,,,
  2.,561526 .,ОП Пост 89 км,   9  км ,  89  км ,,,,,,,,,,,
  3.,561600 .,Магаро,  19  км ,  99  км ,,,,,,,,,,,
  4.,561615 .,ОП Гамарджвеба,  36  км , 116  км ,,,,,,,,,,,
  5.,561704 .,Дедоплис-Цкаро,  47  км , 127  км ,,,,,,,,,,,
  6.,579801 .,Дедоплис-Цкаро (эксп.),  47  км , 127  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 22) участок 57-022 ""МАРАБДА - АХАЛКАЛАКИ-ПАССАЖИРСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Марабда,до ст. Ахалкалаки-Пассажирская,,,,,,,,,,,
  1.,563038 .,Марабда,   0  км , 160  км ,,,,,,,,,,,
  2.,563803 .,Цхра-Дзма (рзд),   8  км , 152  км ,,,,,,,,,,,
  3.,563057 .,ОП Цинцкаро,  18  км , 142  км ,,,,,,,,,,,
  4.,563907 .,Тетри-Цкаро,  29  км , 131  км ,,,,,,,,,,,
  5.,563926 .,Тетри-Цкаро (эксп.),  29  км , 131  км ,,,,,,,,,,,
  6.,563076 .,Надарбазеви,  43  км , 117  км ,,,,,,,,,,,
  7.,563080 .,ОП Бедени (рзд),  59  км , 101  км ,,,,,,,,,,,
  8.,563708 .,Цалка,  79  км ,  81  км ,,,,,,,,,,,
  9.,563714 .,ОП Триалети (рзд),  88  км ,  72  км ,,,,,,,,,,,
 10.,563502 .,Тапаравани,  99  км ,  61  км ,,,,,,,,,,,
 11.,563521 .,ОП Радионовка, 107  км ,  53  км ,,,,,,,,,,,
 12.,563517 .,Покани, 117  км ,  43  км ,,,,,,,,,,,
 13.,563536 .,ОП Ганза, 123  км ,  37  км ,,,,,,,,,,,
 14.,563540 .,ОП Сагамо, 126  км ,  34  км ,,,,,,,,,,,
 15.,563555 .,ОП Садха, 139  км ,  21  км ,,,,,,,,,,,
 16.,563409 .,Ниноцминда, 142  км ,  18  км ,,,,,,,,,,,
 17.,563201 .,Ахалкалаки (эксп.), 152  км ,   8  км ,,,,,,,,,,,
 18.,563305 .,Ахалкалаки, 152  км ,   8  км ,,,,,,,,,,,
 19.,563216 .,ОП Ахалкалаки-Пассажирская, 160  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 57-023 ""МАРНЕУЛИ - КАЗРЕТИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Марнеули (эксп.),до ст. Тбилиси-Узловая,,,,,,,,,,,
  1.,564098 .,Марнеули (эксп.),   0  км ,  31  км ,,,,,,,,,,,
  2.,564100 .,Марнеули,   0  км ,  31  км ,,,,,,,,,,,
  3.,564153 .,ОП Поладаури,  17  км ,  48  км ,,,,,,,,,,,
  4.,564308 .,ОП Болниси,  27  км ,  58  км ,,,,,,,,,,,
  5.,564401 .,Казрети,  42  км ,  73  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 57-025 ""КОЛХИДА - ПАРТО ЦКАЛИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Колхида,до ст. Парто Цкали,,,,,,,,,,,
  1.,572037 .,ОП Колхида,   0  км ,  10  км ,,,,,,,,,,,
  2.,572408 .,Парто Цкали,  10  км ,   0  км ,,,,,,,,,,,
  3.,572709 .,Парто Цкали (эксп.),  10  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 57-024 ""БОРЖОМИ - БАКУРИАНИ"" (Кольцевая линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Боржоми,до ст. Хашури,,,,,,,,,,,
  1.,577609 .,Боржоми,   0  км ,  30  км ,,,,,,,,,,,
  2.,577632 .,ОП Даба,  10  км ,  40  км ,,,,,,,,,,,
  3.,577647 .,Цагвери,  14  км ,  44  км ,,,,,,,,,,,
  4.,577651 .,Цеми,  18  км ,  48  км ,,,,,,,,,,,
  5.,577666 .,ОП Тба,  20  км ,  50  км ,,,,,,,,,,,
  6.,577670 .,Либани,  24  км ,  54  км ,,,,,,,,,,,
  7.,577717 .,ОП Патара Цеми,  26  км ,  56  км ,,,,,,,,,,,
  8.,577721 .,Сакочави,  31  км ,  61  км ,,,,,,,,,,,
  9.,577736 .,Бакуриани,  38  км ,  68  км ,,,,,,,,,,,
_____________________________________________________________________________________________,,,,,,,,,,,,,,,
