Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южной ж.д. (код дороги 43),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 43-001 ""ХАРЬКОВ-СОРТИРОВОЧНЫЙ - МЕРЕФА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Сортировочный,до ст. Мерефа,,,,,,,,,,,
  5.,426822 .,ОП Ост. Пункт 146 км,  31  км , 146  км ,,,,,,,,,,,
  6.,426818 .,Бодаква (рзд),  37  км , 140  км ,,,,,,,,,,,
  7.,426803 .,Лохвица,  46  км , 131  км ,,,,,,,,,,,
  8.,426704 .,Сула,  52  км , 125  км ,,,,,,,,,,,
  9.,426610 .,ОП Ост. Пункт 119 км,  58  км , 119  км ,,,,,,,,,,,
 10.,426606 .,Юсковцы,  62  км , 115  км ,,,,,,,,,,,
 11.,426517 .,ОП Ост. Пункт 111 км,  66  км , 111  км ,,,,,,,,,,,
 12.,426502 .,Андреяшевка,  73  км , 104  км ,,,,,,,,,,,
 13.,426413 .,ОП Перекоповка,  79  км ,  98  км ,,,,,,,,,,,
 14.,426409 .,Беловоды,  87  км ,  90  км ,,,,,,,,,,,
 15.,426305 .,Засулье,  92  км ,  85  км ,,,,,,,,,,,
 16.,426216 .,ОП Ост. Пункт 81 км,  96  км ,  81  км ,,,,,,,,,,,
 17.,426201 .,Ромны,  99  км ,  78  км ,,,,,,,,,,,
 18.,426146 .,ОП Житне, 106  км ,  71  км ,,,,,,,,,,,
 19.,426131 .,ОП Погребы, 107  км ,  70  км ,,,,,,,,,,,
 20.,426150 .,ОП Ост. Пункт 67 км, 110  км ,  67  км ,,,,,,,,,,,
 21.,427100 .,Рогинцы, 113  км ,  64  км ,,,,,,,,,,,
 22.,426112 .,ОП Матлахово, 119  км ,  58  км ,,,,,,,,,,,
 23.,426108 .,Талалаевка, 126  км ,  51  км ,,,,,,,,,,,
 24.,426057 .,Блотница, 134  км ,  43  км ,,,,,,,,,,,
 25.,426061 .,ОП Ост. Пункт 39 км, 138  км ,  39  км ,,,,,,,,,,,
 26.,426042 .,ОП Ост. Пункт 36 км, 141  км ,  36  км ,,,,,,,,,,,
 27.,426004 .,Рубанка, 146  км ,  31  км ,,,,,,,,,,,
 28.,426019 .,ОП Ост. Пункт 25 км, 152  км ,  25  км ,,,,,,,,,,,
 29.,426023 .,Григоровка, 158  км ,  19  км ,,,,,,,,,,,
 30.,426038 .,ОП Курень, 166  км ,  11  км ,,,,,,,,,,,
 31.,326107 .,Бахмач-Гомельский, 177  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 17) участок 43-017 ""ПОЛТАВА-ЮЖНАЯ - КРЕМЕНЧУГ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Полтава-Южная,до ст. Кременчуг,,,,,,,,,,,
  1.,448709 .,Полтава-Южная,   0  км , 119  км ,,,,,,,,,,,
  2.,448713 .,ОП Ворскла,   2  км , 117  км ,,,,,,,,,,,
  3.,447585 .,ОП Ост. Пункт 143 км,   3  км , 116  км ,,,,,,,,,,,
  4.,447570 .,ОП Терешки,   5  км , 114  км ,,,,,,,,,,,
  5.,447566 .,ОП Зинцы,   7  км , 112  км ,,,,,,,,,,,
  6.,447592 .,ОП Клюшники,   8  км , 111  км ,,,,,,,,,,,
  7.,447551 .,ОП Безручки,   9  км , 110  км ,,,,,,,,,,,
  8.,447547 .,ОП Головач,  12  км , 107  км ,,,,,,,,,,,
  9.,447532 .,ОП Головачанская,  17  км , 102  км ,,,,,,,,,,,
 10.,447528 .,ОП Писаревская,  18  км , 101  км ,,,,,,,,,,,
 11.,447439 .,ОП Ост. Пункт 160 км,  20  км ,  99  км ,,,,,,,,,,,
 12.,447513 .,ОП Ткаченково,  21  км ,  98  км ,,,,,,,,,,,
 13.,447509 .,Малая Перещепинская,  24  км ,  95  км ,,,,,,,,,,,
 14.,447424 .,Пост 167 км,  27  км ,  92  км ,,,,,,,,,,,
 15.,447416 .,ОП Собковка,  30  км ,  89  км ,,,,,,,,,,,
 16.,447405 .,Новые Санжары,  36  км ,  83  км ,,,,,,,,,,,
 17.,447335 .,ОП Бабенково,  41  км ,  78  км ,,,,,,,,,,,
 18.,447320 .,ОП Жарки,  43  км ,  76  км ,,,,,,,,,,,
 19.,447316 .,ОП Голубово,  47  км ,  72  км ,,,,,,,,,,,
 20.,447301 .,Лещиновка,  49  км ,  70  км ,,,,,,,,,,,
 21.,447227 .,ОП Ост. пункт 193 км,  53  км ,  66  км ,,,,,,,,,,,
 22.,447212 .,ОП Ост. Пункт 197 км,  57  км ,  62  км ,,,,,,,,,,,
 23.,447208 .,Кобеляки,  63  км ,  56  км ,,,,,,,,,,,
 24.,447123 .,ОП Куликовка,  71  км ,  48  км ,,,,,,,,,,,
 25.,447119 .,ОП Зеленовка,  76  км ,  43  км ,,,,,,,,,,,
 26.,447104 .,Гановка,  79  км ,  40  км ,,,,,,,,,,,
 27.,447020 .,Козельщина,  83  км ,  36  км ,,,,,,,,,,,
 28.,447000 .,Галещина,  92  км ,  27  км ,,,,,,,,,,,
 29.,447015 .,ОП Беланы,  99  км ,  20  км ,,,,,,,,,,,
 30.,425509 .,Потоки, 103  км ,  16  км ,,,,,,,,,,,
 31.,425069 .,ОП Омельник, 105  км ,  14  км ,,,,,,,,,,,
 32.,425088 .,ОП Ост. Пункт 248 км, 107  км ,  12  км ,,,,,,,,,,,
 33.,425054 .,ОП Калачевский, 109  км ,  10  км ,,,,,,,,,,,
 34.,425047 .,Блок-пост 252 км, 111  км ,   8  км ,,,,,,,,,,,
 35.,425035 .,ОП Ост. Пункт 253 км, 113  км ,   6  км ,,,,,,,,,,,
 36.,425016 .,ОП Череднички, 117  км ,   2  км ,,,,,,,,,,,
 37.,425001 .,Кременчуг, 119  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 18) участок 43-018 ""ЛЮБОТИН - ПОЛТАВА-ЮЖНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Люботин,до ст. Полтава-Южная,,,,,,,,,,,
  1.,449608 .,Люботин,   0  км , 116  км ,,,,,,,,,,,
  2.,446859 .,ОП Любавка,   3  км , 113  км ,,,,,,,,,,,
  3.,449415 .,ОП Караванная,   5  км , 111  км ,,,,,,,,,,,
  4.,449400 .,Люботин-Западный,   6  км , 110  км ,,,,,,,,,,,
  5.,449355 .,ОП Пирогова,  12  км , 104  км ,,,,,,,,,,,
  6.,449504 .,Огульцы,  14  км , 102  км ,,,,,,,,,,,
  7.,449330 .,ОП Хворостово,  19  км ,  97  км ,,,,,,,,,,,
  8.,449326 .,ОП Роговка,  21  км ,  95  км ,,,,,,,,,,,
  9.,449311 .,ОП Бараново,  25  км ,  91  км ,,,,,,,,,,,
 10.,449307 .,Ковяги,  29  км ,  87  км ,,,,,,,,,,,
 11.,449222 .,Марьино (рзд),  35  км ,  81  км ,,,,,,,,,,,
 12.,449218 .,ОП Садки,  39  км ,  77  км ,,,,,,,,,,,
 13.,449203 .,Водяная,  43  км ,  73  км ,,,,,,,,,,,
 14.,449129 .,ОП Панасовка,  52  км ,  64  км ,,,,,,,,,,,
 15.,449114 .,ОП Ост. Пункт 80 км,  55  км ,  61  км ,,,,,,,,,,,
 16.,449102 .,Коломак,  58  км ,  58  км ,,,,,,,,,,,
 17.,449010 .,Искровка (пп),  64  км ,  52  км ,,,,,,,,,,,
 18.,449006 .,Скороходово,  72  км ,  44  км ,,,,,,,,,,,
 19.,448906 .,Кочубеевка,  80  км ,  36  км ,,,,,,,,,,,
 20.,448910 .,Сторожевой,  90  км ,  26  км ,,,,,,,,,,,
 21.,448925 .,ОП Зеленая,  92  км ,  24  км ,,,,,,,,,,,
 22.,448802 .,Божков,  98  км ,  18  км ,,,,,,,,,,,
 23.,448817 .,ОП Пригородная, 100  км ,  16  км ,,,,,,,,,,,
 24.,448821 .,ОП Парасковеевка, 104  км ,  12  км ,,,,,,,,,,,
 25.,448836 .,ОП Ковалевка, 105  км ,  11  км ,,,,,,,,,,,
 26.,448840 .,Свинковка, 107  км ,   9  км ,,,,,,,,,,,
 27.,448855 .,ОП Лесные Поляны, 108  км ,   8  км ,,,,,,,,,,,
 28.,448605 .,Вакуленцы, 111  км ,   5  км ,,,,,,,,,,,
 29.,448874 .,ОП Дублянщина, 112  км ,   4  км ,,,,,,,,,,,
 30.,448889 .,ОП Восточный, 114  км ,   2  км ,,,,,,,,,,,
 31.,448709 .,Полтава-Южная, 116  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 19) участок 43-019 ""ЛЮБОТИН - БАСЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Люботин,до ст. Басы,,,,,,,,,,,
  1.,449608 .,Люботин,   0  км , 161  км ,,,,,,,,,,,
  2.,446859 .,ОП Любавка,   3  км , 158  км ,,,,,,,,,,,
  3.,446845 .,Майский,   5  км , 156  км ,,,,,,,,,,,
  4.,446830 .,ОП Манченки,   7  км , 154  км ,,,,,,,,,,,
  5.,446826 .,Ореховый Гай (рзд),   9  км , 152  км ,,,,,,,,,,,
  6.,446811 .,ОП Просторное,  13  км , 148  км ,,,,,,,,,,,
  7.,446807 .,Мерчик,  16  км , 145  км ,,,,,,,,,,,
  8.,446741 .,ОП Газовое,  18  км , 143  км ,,,,,,,,,,,
  9.,446737 .,ОП Буклевское,  21  км , 140  км ,,,,,,,,,,,
 10.,446722 .,Репки (бп),  25  км , 136  км ,,,,,,,,,,,
 11.,446718 .,ОП Ост. Пункт 198 км,  28  км , 133  км ,,,,,,,,,,,
 12.,446703 .,Максимовка,  33  км , 128  км ,,,,,,,,,,,
 13.,446530 .,ОП Сухины,  37  км , 124  км ,,,,,,,,,,,
 14.,446525 .,Гавриши,  42  км , 119  км ,,,,,,,,,,,
 15.,446510 .,ОП Семенов Яр,  47  км , 114  км ,,,,,,,,,,,
 16.,446506 .,Богодухов,  53  км , 108  км ,,,,,,,,,,,
 17.,446417 .,ОП Ост. Пункт 168 км,  57  км , 104  км ,,,,,,,,,,,
 18.,446402 .,Губаревка,  63  км ,  98  км ,,,,,,,,,,,
 19.,446309 .,Купьеваха,  73  км ,  88  км ,,,,,,,,,,,
 20.,446120 .,ОП Спицин,  80  км ,  81  км ,,,,,,,,,,,
 21.,446116 .,ОП Яблочное,  82  км ,  79  км ,,,,,,,,,,,
 22.,446101 .,Кириковка,  91  км ,  70  км ,,,,,,,,,,,
 23.,446046 .,ОП Казацкое,  94  км ,  67  км ,,,,,,,,,,,
 24.,446031 .,ОП Ворскла,  98  км ,  63  км ,,,,,,,,,,,
 25.,446027 .,Бакировка, 100  км ,  61  км ,,,,,,,,,,,
 26.,446012 .,Рупино (рзд), 107  км ,  54  км ,,,,,,,,,,,
 27.,446008 .,Тростянец-Смородино, 112  км ,  49  км ,,,,,,,,,,,
 28.,445842 .,ОП Алексино, 117  км ,  44  км ,,,,,,,,,,,
 29.,445838 .,Скряговка, 121  км ,  40  км ,,,,,,,,,,,
 30.,445823 .,ОП Ост. Пункт 102 км, 124  км ,  37  км ,,,,,,,,,,,
 31.,445819 .,ОП Ост. Пункт 99 км, 127  км ,  34  км ,,,,,,,,,,,
 32.,445664 .,Блок-пост 98 км, 128  км ,  33  км ,,,,,,,,,,,
 33.,445804 .,Боромля, 134  км ,  27  км ,,,,,,,,,,,
 34.,445653 .,ОП Ост. Пункт 85 км, 140  км ,  21  км ,,,,,,,,,,,
 35.,445645 .,Им. Василия Несвита, 145  км ,  16  км ,,,,,,,,,,,
 36.,445503 .,Сыроватка, 152  км ,   9  км ,,,,,,,,,,,
 37.,445626 .,ОП Ост. Пункт 70 км, 155  км ,   6  км ,,,,,,,,,,,
 38.,445611 .,ОП Ост. Пункт 68 км, 158  км ,   3  км ,,,,,,,,,,,
 39.,445607 .,Басы, 161  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 20) участок 43-020 ""БАСЫ - ВОРОЖБА (Юго-Западной ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Басы,до ст. Ворожба,,,,,,,,,,,
  1.,445607 .,Басы,   0  км ,  64  км ,,,,,,,,,,,
  2.,445414 .,ОП Олдыш,   2  км ,  62  км ,,,,,,,,,,,
  3.,445400 .,Сумы-Товарная,   5  км ,  59  км ,,,,,,,,,,,
  4.,445310 .,ОП Ост. Пункт 59 км,   6  км ,  58  км ,,,,,,,,,,,
  5.,445306 .,Сумы,  10  км ,  54  км ,,,,,,,,,,,
  6.,445217 .,ОП Ост. Пункт 52 км,  13  км ,  51  км ,,,,,,,,,,,
  7.,445202 .,Торопиловка,  20  км ,  44  км ,,,,,,,,,,,
  8.,445113 .,ОП Ост. Пункт 40 км,  24  км ,  40  км ,,,,,,,,,,,
  9.,445109 .,Головашевка,  28  км ,  36  км ,,,,,,,,,,,
 10.,444924 .,ОП Лекарское,  31  км ,  33  км ,,,,,,,,,,,
 11.,444910 .,Амбары,  36  км ,  28  км ,,,,,,,,,,,
 12.,444939 .,ОП Ост. пункт 24 км,  40  км ,  24  км ,,,,,,,,,,,
 13.,444905 .,Виры,  43  км ,  21  км ,,,,,,,,,,,
 14.,444816 .,Ульяновка (рзд),  48  км ,  16  км ,,,,,,,,,,,
 15.,444820 .,ОП Ост. Пункт 15 км,  49  км ,  15  км ,,,,,,,,,,,
 16.,444801 .,Торохтяный,  53  км ,  11  км ,,,,,,,,,,,
 17.,444708 .,Белополье,  59  км ,   5  км ,,,,,,,,,,,
 18.,329302 .,Ворожба,  64  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 21) участок 43-021 ""ОСТ. ПУНКТ 737 КМ - ХАРЬКОВ-СОРТИРОВОЧНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ост. Пункт 737 км,до ст. Харьков-Сортировочный,,,,,,,,,,,
  1.,432310 .,ОП Ост. Пункт 737 км,   0  км ,  38  км ,,,,,,,,,,,
  2.,432306 .,Казачья Лопань,   2  км ,  36  км ,,,,,,,,,,,
  3.,432274 .,ОП Новая Казачья,   6  км ,  32  км ,,,,,,,,,,,
  4.,432260 .,ОП Цуповка,  10  км ,  28  км ,,,,,,,,,,,
  5.,432255 .,ОП Прудянка,  13  км ,  25  км ,,,,,,,,,,,
  6.,432240 .,Слатино,  17  км ,  21  км ,,,,,,,,,,,
  7.,432236 .,ОП Безруковка,  22  км ,  16  км ,,,,,,,,,,,
  8.,432221 .,ОП Новые Дергачи,  27  км ,  11  км ,,,,,,,,,,,
  9.,432202 .,Дергачи,  29  км ,   9  км ,,,,,,,,,,,
 10.,432217 .,ОП Моторная,  31  км ,   7  км ,,,,,,,,,,,
 11.,440035 .,ОП Лозовенька,  33  км ,   5  км ,,,,,,,,,,,
 12.,440020 .,ОП Подгородная,  35  км ,   3  км ,,,,,,,,,,,
 13.,440016 .,ОП Пост-Северный-Сортировочный,  37  км ,   1  км ,,,,,,,,,,,
 14.,440001 .,Харьков-Сортировочный,  38  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 22) участок 43-022 ""ОГУРЦОВО - КУПЯНСК-СОРТИРОВОЧНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Огурцово,до ст. Купянск-Сортировочный,,,,,,,,,,,
  1.,433510 .,ОП Огурцово,   0  км , 114  км ,,,,,,,,,,,
  2.,433506 .,Волчанск,   4  км , 110  км ,,,,,,,,,,,
  3.,433421 .,ОП Гарбузовка,   9  км , 105  км ,,,,,,,,,,,
  4.,433417 .,ОП Машель,  17  км ,  97  км ,,,,,,,,,,,
  5.,433402 .,Белый Колодезь,  22  км ,  92  км ,,,,,,,,,,,
  6.,433332 .,ОП Ост. Пункт 72 км,  30  км ,  84  км ,,,,,,,,,,,
  7.,433328 .,ОП Бакшеевка,  33  км ,  81  км ,,,,,,,,,,,
  8.,433313 .,ОП Ост. Пункт 79 км,  37  км ,  77  км ,,,,,,,,,,,
  9.,433309 .,Приколотное,  41  км ,  73  км ,,,,,,,,,,,
 10.,433239 .,ОП Разоренное,  47  км ,  67  км ,,,,,,,,,,,
 11.,433224 .,ОП Гнилица,  52  км ,  62  км ,,,,,,,,,,,
 12.,433213 .,ОП Поселочная,  57  км ,  57  км ,,,,,,,,,,,
 13.,433205 .,Бурлук,  59  км ,  55  км ,,,,,,,,,,,
 14.,433192 .,ОП Ост. пункт 104 км,  61  км ,  53  км ,,,,,,,,,,,
 15.,433116 .,ОП Березник,  64  км ,  50  км ,,,,,,,,,,,
 16.,433101 .,Шиповатое,  70  км ,  44  км ,,,,,,,,,,,
 17.,433027 .,ОП Прилютово,  75  км ,  39  км ,,,,,,,,,,,
 18.,433012 .,ОП Ост. Пункт 120 км,  78  км ,  36  км ,,,,,,,,,,,
 19.,433008 .,Гусинка,  82  км ,  32  км ,,,,,,,,,,,
 20.,432975 .,ОП Селеще,  85  км ,  29  км ,,,,,,,,,,,
 21.,432965 .,Моначиновка,  91  км ,  23  км ,,,,,,,,,,,
 22.,432950 .,ОП Шапковка,  96  км ,  18  км ,,,,,,,,,,,
 23.,432946 .,ОП Ост. Пункт 141 км,  99  км ,  15  км ,,,,,,,,,,,
 24.,432931 .,ОП Снежная, 101  км ,  13  км ,,,,,,,,,,,
 25.,432927 .,ОП Ост. Пункт 146 км, 104  км ,  10  км ,,,,,,,,,,,
 26.,432912 .,ОП Кооптах, 105  км ,   9  км ,,,,,,,,,,,
 27.,432908 .,Купянск-Южный, 108  км ,   6  км ,,,,,,,,,,,
 28.,430048 .,ОП Эстакадный, 109  км ,   5  км ,,,,,,,,,,,
 29.,430033 .,ОП Ост. пункт 152 км, 110  км ,   4  км ,,,,,,,,,,,
 30.,430029 .,ОП Ост. Пункт 154 км, 112  км ,   2  км ,,,,,,,,,,,
 31.,430014 .,ОП Бригадный, 113  км ,   1  км ,,,,,,,,,,,
 32.,430002 .,Купянск-Сортировочный, 114  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 23) участок 43-023 ""ТРОПА - КУПЯНСК-СОРТИРОВОЧНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Тропа,до ст. Купянск-Сортировочный,,,,,,,,,,,
  1.,431248 .,Тропа,   0  км ,  69  км ,,,,,,,,,,,
  2.,431233 .,ОП Яцкая,   5  км ,  64  км ,,,,,,,,,,,
  3.,431229 .,Рубцы,   7  км ,  62  км ,,,,,,,,,,,
  4.,431214 .,ОП Овощная,  10  км ,  59  км ,,,,,,,,,,,
  5.,431208 .,Радьковские Пески,  19  км ,  50  км ,,,,,,,,,,,
  6.,431252 .,ОП Ост. Пункт 45 км,  24  км ,  45  км ,,,,,,,,,,,
  7.,431267 .,ОП Подлиманская,  26  км ,  43  км ,,,,,,,,,,,
  8.,431303 .,Преддонбассовская,  32  км ,  37  км ,,,,,,,,,,,
  9.,431322 .,ОП Ост. пункт 34 км,  34  км ,  35  км ,,,,,,,,,,,
 10.,431318 .,ОП Платоновка,  38  км ,  31  км ,,,,,,,,,,,
 11.,431407 .,Им. Олега Крючкова,  44  км ,  25  км ,,,,,,,,,,,
 12.,431464 .,ОП Ост. пункт 23 км,  46  км ,  23  км ,,,,,,,,,,,
 13.,431411 .,ОП Сеньково,  51  км ,  18  км ,,,,,,,,,,,
 14.,431479 .,ОП Ост. пункт 17 км,  52  км ,  17  км ,,,,,,,,,,,
 15.,431426 .,Скоростной,  55  км ,  14  км ,,,,,,,,,,,
 16.,431430 .,ОП Глушковка,  59  км ,  10  км ,,,,,,,,,,,
 17.,431445 .,ОП Ост. Пункт 8 км,  60  км ,   9  км ,,,,,,,,,,,
 18.,431500 .,Ковшаровка,  64  км ,   5  км ,,,,,,,,,,,
 19.,430002 .,Купянск-Сортировочный,  69  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 24) участок 43-024 ""КУПЯНСК-СОРТИРОВОЧНЫЙ - СВАТОВО (Донецкой ж.д.)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Купянск-Сортировочный,до ст. Сватово,,,,,,,,,,,
  1.,430002 .,Купянск-Сортировочный,   0  км ,  58  км ,,,,,,,,,,,
  2.,430300 .,Куриловка,   2  км ,  56  км ,,,,,,,,,,,
  3.,430315 .,ОП Литейный,   5  км ,  53  км ,,,,,,,,,,,
  4.,430321 .,ОП Ост. Пункт 831 км,   9  км ,  49  км ,,,,,,,,,,,
  5.,430334 .,ОП Песчаное,  11  км ,  47  км ,,,,,,,,,,,
  6.,430349 .,ОП Ост. Пункт 838 км,  15  км ,  43  км ,,,,,,,,,,,
  7.,430353 .,ОП Шапаривка,  18  км ,  40  км ,,,,,,,,,,,
  8.,431708 .,Кисловка,  21  км ,  37  км ,,,,,,,,,,,
  9.,431676 .,ОП Ост. Пункт 849 км,  26  км ,  32  км ,,,,,,,,,,,
 10.,431661 .,ОП Берестовая,  31  км ,  27  км ,,,,,,,,,,,
 11.,431604 .,Куземовка,  36  км ,  22  км ,,,,,,,,,,,
 12.,431619 .,ОП Ученический,  39  км ,  19  км ,,,,,,,,,,,
 13.,431623 .,ОП Кривошеевка,  43  км ,  15  км ,,,,,,,,,,,
 14.,431638 .,ОП Калиновка,  46  км ,  12  км ,,,,,,,,,,,
 15.,431642 .,ОП Гончаровка,  50  км ,   8  км ,,,,,,,,,,,
 16.,431657 .,ОП Краснореченская,  53  км ,   5  км ,,,,,,,,,,,
 17.,499005 .,Сватово,  58  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 25) участок 43-025 ""НОВАЯ БАВАРИЯ - ОДНОРОБОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новая Бавария,до ст. Одноробовка,,,,,,,,,,,
  1.,440800 .,Новая Бавария,   0  км ,  68  км ,,,,,,,,,,,
  2.,449665 .,ОП Минутка,   2  км ,  66  км ,,,,,,,,,,,
  3.,449650 .,ОП Рыжов,   4  км ,  64  км ,,,,,,,,,,,
  4.,444638 .,ОП Подворки,  10  км ,  58  км ,,,,,,,,,,,
  5.,444604 .,Шпаковка,  14  км ,  54  км ,,,,,,,,,,,
  6.,444619 .,Курортная,  17  км ,  51  км ,,,,,,,,,,,
  7.,444623 .,ОП Ост. Пункт 224 км,  19  км ,  49  км ,,,,,,,,,,,
  8.,432518 .,Пересечная,  21  км ,  47  км ,,,,,,,,,,,
  9.,432522 .,ОП Яротовка,  24  км ,  44  км ,,,,,,,,,,,
 10.,432537 .,ОП Ост. Пункт 217 км,  26  км ,  42  км ,,,,,,,,,,,
 11.,432541 .,ОП Чепелино,  28  км ,  40  км ,,,,,,,,,,,
 12.,432556 .,ОП Фески,  31  км ,  37  км ,,,,,,,,,,,
 13.,432560 .,ОП Рогозянка,  33  км ,  35  км ,,,,,,,,,,,
 14.,432575 .,ОП Ост. Пункт 205 км,  37  км ,  31  км ,,,,,,,,,,,
 15.,432580 .,Черноглазовка (рзд),  39  км ,  29  км ,,,,,,,,,,,
 16.,432594 .,ОП Сосновка,  45  км ,  23  км ,,,,,,,,,,,
 17.,432607 .,Золочев,  47  км ,  21  км ,,,,,,,,,,,
 18.,432611 .,ОП Светличный,  52  км ,  16  км ,,,,,,,,,,,
 19.,432626 .,Снеги (рзд),  56  км ,  12  км ,,,,,,,,,,,
 20.,432630 .,ОП Муравский,  62  км ,   6  км ,,,,,,,,,,,
 21.,432700 .,Одноробовка,  68  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 26) участок 43-026 ""ОСНОВА - ХАРЬКОВ-БАЛАШОВСКИЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Основа,до ст. Харьков-Балашовский,,,,,,,,,,,
  1.,440209 .,Основа,   0  км ,   6  км ,,,,,,,,,,,
  2.,440213 .,Разъезд 8 км,   3  км ,   3  км ,,,,,,,,,,,
  3.,440228 .,ОП Верещаковка,   4  км ,   2  км ,,,,,,,,,,,
  4.,440503 .,Харьков-Балашовский,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 27) участок 43-027 ""ПУШКАРНОЕ - БАСЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Пушкарное,до ст. Басы,,,,,,,,,,,
  1.,433614 .,Пушкарное,   0  км ,  48  км ,,,,,,,,,,,
  2.,433629 .,ОП Пятиполье,   5  км ,  43  км ,,,,,,,,,,,
  3.,433633 .,ОП Александровка,  11  км ,  37  км ,,,,,,,,,,,
  4.,433648 .,ОП Ступовка,  15  км ,  33  км ,,,,,,,,,,,
  5.,433703 .,Краснополье,  18  км ,  30  км ,,,,,,,,,,,
  6.,433807 .,Корчаковка,  28  км ,  20  км ,,,,,,,,,,,
  7.,433811 .,ОП Глыбное,  32  км ,  16  км ,,,,,,,,,,,
  8.,433851 .,ОП Ост. пункт 13 км,  35  км ,  13  км ,,,,,,,,,,,
  9.,433826 .,Золотницкий,  37  км ,  11  км ,,,,,,,,,,,
 10.,433830 .,ОП Железняк,  40  км ,   8  км ,,,,,,,,,,,
 11.,433845 .,ОП Бездрик,  43  км ,   5  км ,,,,,,,,,,,
 12.,445607 .,Басы,  48  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 28) участок 43-028 ""НОВАЯ БАВАРИЯ - ЛЮБОТИН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новая Бавария,до ст. Люботин,,,,,,,,,,,
  1.,440800 .,Новая Бавария,   0  км ,  18  км ,,,,,,,,,,,
  2.,449665 .,ОП Минутка,   2  км ,  16  км ,,,,,,,,,,,
  3.,449650 .,ОП Рыжов,   4  км ,  14  км ,,,,,,,,,,,
  4.,449646 .,ОП Песочин,   6  км ,  12  км ,,,,,,,,,,,
  5.,449631 .,ОП Рай-Еленовка,   7  км ,  11  км ,,,,,,,,,,,
  6.,449627 .,ОП Коротич,  10  км ,   8  км ,,,,,,,,,,,
  7.,449612 .,ОП Водяное,  16  км ,   2  км ,,,,,,,,,,,
  8.,449608 .,Люботин,  18  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 29) участок 43-029 ""ХАРЬКОВ-СОРТИРОВОЧНЫЙ - ОСНОВА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Сортировочный,до ст. Основа,,,,,,,,,,,
  1.,440001 .,Харьков-Сортировочный,   0  км ,  12  км ,,,,,,,,,,,
  2.,440041 .,ОП Пост-Южный-Сортировочный,   1  км ,  11  км ,,,,,,,,,,,
  3.,440406 .,Харьков-Пассажирский,   4  км ,   8  км ,,,,,,,,,,,
  4.,440069 .,ОП Новоселовка,   6  км ,   6  км ,,,,,,,,,,,
  5.,440209 .,Основа,  12  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 30) участок 43-030 ""ОСНОВА - БУКИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Основа,до ст. Букино,,,,,,,,,,,
