Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Южной ж.д. (код дороги 43),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 43-001 ""ХАРЬКОВ-СОРТИРОВОЧНЫЙ - МЕРЕФА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Сортировочный,до ст. Мерефа,,,,,,,,,,,
  1.,440209 .,Основа,   0  км , 140  км ,,,,,,,,,,,
  2.,444411 .,ОП Предузловая,   2  км , 138  км ,,,,,,,,,,,
  3.,440232 .,ОП Безлюдовка,   6  км , 134  км ,,,,,,,,,,,
  4.,444360 .,ОП Удянская,   9  км , 131  км ,,,,,,,,,,,
  5.,444356 .,Жихор,  11  км , 129  км ,,,,,,,,,,,
  6.,444341 .,ОП Васищево,  14  км , 126  км ,,,,,,,,,,,
  7.,444381 .,ОП Боровская-Южная,  16  км , 124  км ,,,,,,,,,,,
  8.,444337 .,ОП Звидки,  19  км , 121  км ,,,,,,,,,,,
  9.,444322 .,ОП Аксютовка,  23  км , 117  км ,,,,,,,,,,,
 10.,444318 .,ОП Левковка,  28  км , 112  км ,,,,,,,,,,,
 11.,444303 .,Змиев,  30  км , 110  км ,,,,,,,,,,,
 12.,444233 .,ОП Зидьки,  33  км , 107  км ,,,,,,,,,,,
 13.,444229 .,ОП Гинеевка,  35  км , 105  км ,,,,,,,,,,,
 14.,444214 .,ОП Дом Отдыха,  39  км , 101  км ,,,,,,,,,,,
 15.,444205 .,Занки,  42  км ,  98  км ,,,,,,,,,,,
 16.,444139 .,ОП Слобожанская,  48  км ,  92  км ,,,,,,,,,,,
 17.,444125 .,ОП Донец,  51  км ,  89  км ,,,,,,,,,,,
 18.,444110 .,ОП Андреевка,  55  км ,  85  км ,,,,,,,,,,,
 19.,444106 .,Шебелинка,  57  км ,  83  км ,,,,,,,,,,,
 20.,443940 .,ОП Покровское,  63  км ,  77  км ,,,,,,,,,,,
 21.,443936 .,ОП Сезонная,  66  км ,  74  км ,,,,,,,,,,,
 22.,443921 .,ОП Янковский,  68  км ,  72  км ,,,,,,,,,,,
 23.,443917 .,ОП Вербовка,  72  км ,  68  км ,,,,,,,,,,,
 24.,443902 .,Балаклея,  76  км ,  64  км ,,,,,,,,,,,
 25.,443828 .,ОП Братское Озеро,  83  км ,  57  км ,,,,,,,,,,,
 26.,443813 .,ОП Лесная,  89  км ,  51  км ,,,,,,,,,,,
 27.,443809 .,Савинцы,  91  км ,  49  км ,,,,,,,,,,,
 28.,443724 .,ОП Маяк,  94  км ,  46  км ,,,,,,,,,,,
 29.,443714 .,ОП Бабариковская,  98  км ,  42  км ,,,,,,,,,,,
 30.,443739 .,ОП Ост. Пункт 348 км, 101  км ,  39  км ,,,,,,,,,,,
 31.,443705 .,Закомельская, 104  км ,  36  км ,,,,,,,,,,,
 32.,443688 .,ОП Диброво, 110  км ,  30  км ,,,,,,,,,,,
 33.,443743 .,ОП Ост. Пункт 360 км, 113  км ,  27  км ,,,,,,,,,,,
 34.,443673 .,Цыганская, 116  км ,  24  км ,,,,,,,,,,,
 35.,443669 .,ОП Федоровка, 119  км ,  21  км ,,,,,,,,,,,
 36.,443654 .,ОП Пименовка, 120  км ,  20  км ,,,,,,,,,,,
 37.,443648 .,ОП Ост. Пункт 371 км, 123  км ,  17  км ,,,,,,,,,,,
 38.,443601 .,Изюм, 128  км ,  12  км ,,,,,,,,,,,
 39.,443616 .,ОП Подгорки, 131  км ,   9  км ,,,,,,,,,,,
 40.,443620 .,ОП Яхничев, 134  км ,   6  км ,,,,,,,,,,,
 41.,443635 .,Букино, 140  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 31) участок 43-031 ""ОСНОВА - КУПЯНСК-СОРТИРОВОЧНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Основа,до ст. Купянск-Сортировочный,,,,,,,,,,,
  1.,440209 .,Основа,   0  км , 125  км ,,,,,,,,,,,
  2.,444411 .,ОП Предузловая,   2  км , 123  км ,,,,,,,,,,,
  3.,440232 .,ОП Безлюдовка,   6  км , 119  км ,,,,,,,,,,,
  4.,431017 .,ОП Ост. Пункт 5 км,  10  км , 115  км ,,,,,,,,,,,
  5.,431002 .,Терновое,  16  км , 109  км ,,,,,,,,,,,
  6.,430955 .,ОП Ост. Пункт 13 км,  19  км , 106  км ,,,,,,,,,,,
  7.,430940 .,Зеленый Колодезь,  23  км , 102  км ,,,,,,,,,,,
  8.,430936 .,Мохнач,  26  км ,  99  км ,,,,,,,,,,,
  9.,430921 .,ОП Ост. Пункт 41 км,  28  км ,  97  км ,,,,,,,,,,,
 10.,430917 .,ОП Покровка,  31  км ,  94  км ,,,,,,,,,,,
 11.,430902 .,Эсхар,  32  км ,  93  км ,,,,,,,,,,,
 12.,430813 .,ОП Дачи,  36  км ,  89  км ,,,,,,,,,,,
 13.,430828 .,Путевой пост 50 км,  37  км ,  88  км ,,,,,,,,,,,
 14.,430809 .,Чугуев,  40  км ,  85  км ,,,,,,,,,,,
 15.,430717 .,ОП Малиновка,  44  км ,  81  км ,,,,,,,,,,,
 16.,430758 .,Путевой пост 57 км,  45  км ,  80  км ,,,,,,,,,,,
 17.,430705 .,Коробочкино,  49  км ,  76  км ,,,,,,,,,,,
 18.,430620 .,ОП Ковыльный,  52  км ,  73  км ,,,,,,,,,,,
 19.,430616 .,ОП Зеленая Роща,  56  км ,  69  км ,,,,,,,,,,,
 20.,430601 .,Граково,  59  км ,  66  км ,,,,,,,,,,,
 21.,430531 .,ОП Пролесный,  64  км ,  61  км ,,,,,,,,,,,
 22.,430527 .,ОП Бурлуцкий,  68  км ,  57  км ,,,,,,,,,,,
 23.,430512 .,ОП Ост. Пункт 86 км,  73  км ,  52  км ,,,,,,,,,,,
 24.,430508 .,Шевченково-Южное,  82  км ,  43  км ,,,,,,,,,,,
 25.,430438 .,Первомайское-Южное,  88  км ,  37  км ,,,,,,,,,,,
 26.,430423 .,Гроза,  96  км ,  29  км ,,,,,,,,,,,
 27.,430419 .,ОП Тишкивский, 101  км ,  24  км ,,,,,,,,,,,
 28.,430391 .,ОП Соляниковка, 102  км ,  23  км ,,,,,,,,,,,
 29.,430404 .,Староверовка, 105  км ,  20  км ,,,,,,,,,,,
 30.,430160 .,ОП Карьер, 109  км ,  16  км ,,,,,,,,,,,
 31.,430156 .,ОП Осадьковка, 112  км ,  13  км ,,,,,,,,,,,
 32.,430175 .,ОП Ост. пункт 127 км, 113  км ,  12  км ,,,,,,,,,,,
 33.,430141 .,Прокофьевка, 115  км ,  10  км ,,,,,,,,,,,
 34.,430137 .,ОП Ост. Пункт 130 км, 117  км ,   8  км ,,,,,,,,,,,
 35.,430122 .,ОП Осиново, 119  км ,   6  км ,,,,,,,,,,,
 36.,430118 .,Путевой пост 134 км, 120  км ,   5  км ,,,,,,,,,,,
 37.,430002 .,Купянск-Сортировочный, 125  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 32) участок 43-032 ""ОСНОВА - НОВАЯ БАВАРИЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Основа,до ст. Новая Бавария,,,,,,,,,,,
  1.,440209 .,Основа,   0  км ,   7  км ,,,,,,,,,,,
  2.,440815 .,ОП Ост. Пункт 7 км,   3  км ,   4  км ,,,,,,,,,,,
  3.,442702 .,Новожаново,   4  км ,   3  км ,,,,,,,,,,,
  4.,440800 .,Новая Бавария,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 33) участок 43-033 ""ШЕБЕЛИНКА - ЛИМАН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Шебелинка,до ст. Основа,,,,,,,,,,,
  1.,444106 .,Шебелинка,   0  км ,  57  км ,,,,,,,,,,,
  2.,444002 .,Лиман,  10  км ,  67  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 34) участок 43-034 ""ОСНОВА - ХАРЬКОВ-ЛЕВАДА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Основа,до ст. Харьков-Левада,,,,,,,,,,,
  1.,440209 .,Основа,   0  км ,   6  км ,,,,,,,,,,,
  2.,440302 .,Харьков-Грузовой,   3  км ,   3  км ,,,,,,,,,,,
  3.,440321 .,Харьков-Левада,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 35) участок 43-035 ""ХАРЬКОВ-ГРУЗОВОЙ - ХАРЬКОВ-ЛИСКИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Грузовой,до ст. Основа,,,,,,,,,,,
  1.,440302 .,Харьков-Грузовой,   0  км ,   3  км ,,,,,,,,,,,
  2.,449909 .,Харьков-Лиски,   1  км ,   4  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 36) участок 43-037 ""ХАРЬКОВ-БАЛАШОВСКИЙ - ИНДУСТРИАЛЬНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Харьков-Балашовский,до ст. Основа,,,,,,,,,,,
  1.,440503 .,Харьков-Балашовский,   0  км ,   6  км ,,,,,,,,,,,
  2.,440603 .,Индустриальная,  10  км ,  16  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 37) участок 43-038 ""КРЕМЕНЧУГ - БОЛЬШАЯ КАХНОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кременчуг,до ст. Большая Кахновка,,,,,,,,,,,
  1.,425001 .,Кременчуг,   0  км ,   7  км ,,,,,,,,,,,
  2.,425213 .,ОП Ост. Пункт 2 км,   5  км ,   2  км ,,,,,,,,,,,
  3.,425209 .,Большая Кахновка,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 38) участок 43-039 ""ПОТОКИ - РЕДУТЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Потоки,до ст. Кременчуг,,,,,,,,,,,
  1.,425509 .,Потоки,   0  км ,  16  км ,,,,,,,,,,,
  2.,425567 .,Южный Парк (рзд),   2  км ,  18  км ,,,,,,,,,,,
  3.,425514 .,ОП Ост. Пункт 4 км,   4  км ,  20  км ,,,,,,,,,,,
  4.,425529 .,ОП Ерестово,   6  км ,  22  км ,,,,,,,,,,,
  5.,425533 .,Разъезд 7 км,   7  км ,  23  км ,,,,,,,,,,,
  6.,425548 .,ОП Ост. Пункт 11 км,  11  км ,  27  км ,,,,,,,,,,,
  7.,425707 .,Редуты,  14  км ,  30  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 39) участок 43-040 ""РАЗЪЕЗД 7 КМ - ЗОЛОТНИШИНО"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 7 км,до ст. Кременчуг,,,,,,,,,,,
  1.,425533 .,Разъезд 7 км,   0  км ,  23  км ,,,,,,,,,,,
  2.,425552 .,ОП Ост. Пункт 12 км,   4  км ,  27  км ,,,,,,,,,,,
  3.,425603 .,Золотнишино,   7  км ,  30  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 40) участок 43-041 ""КУПЯНСК-СОРТИРОВОЧНЫЙ - ТОПОЛИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Купянск-Сортировочный,до ст. Тополи,,,,,,,,,,,
  1.,430002 .,Купянск-Сортировочный,   0  км ,  40  км ,,,,,,,,,,,
  2.,430052 .,ОП Ост. Пункт 823 км,   1  км ,  39  км ,,,,,,,,,,,
  3.,430067 .,ОП Оливино,   3  км ,  37  км ,,,,,,,,,,,
  4.,431905 .,Заосколье,   4  км ,  36  км ,,,,,,,,,,,
  5.,431912 .,ОП Кулаговка,   9  км ,  31  км ,,,,,,,,,,,
  6.,431924 .,ОП Сеньковка,  13  км ,  27  км ,,,,,,,,,,,
  7.,431939 .,Молчаново,  15  км ,  25  км ,,,,,,,,,,,
  8.,432005 .,Двуречная,  22  км ,  18  км ,,,,,,,,,,,
  9.,432018 .,ОП Грениковка,  29  км ,  11  км ,,,,,,,,,,,
 10.,432024 .,ОП Неждановская,  33  км ,   7  км ,,,,,,,,,,,
 11.,432039 .,ОП Лиманская,  37  км ,   3  км ,,,,,,,,,,,
 12.,432109 .,Тополи,  40  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 41) участок 43-042 ""АМБАРЫ - ВЕРИНСКИЙ ЗАВОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Амбары,до ст. Ворожба,,,,,,,,,,,
  1.,444910 .,Амбары,   0  км ,  28  км ,,,,,,,,,,,
  2.,444962 .,ОП Ост. пункт 4 км,   4  км ,  32  км ,,,,,,,,,,,
  3.,444977 .,ОП Ост. пункт 7 км,   7  км ,  35  км ,,,,,,,,,,,
  4.,445005 .,Веринский Завод,   9  км ,  37  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 42) участок 43-043 ""КИРИКОВКА - АХТЫРКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Кириковка,до ст. Басы,,,,,,,,,,,
  1.,446101 .,Кириковка,   0  км ,  70  км ,,,,,,,,,,,
  2.,446135 .,ОП Ост. Пункт 9 км,  10  км ,  80  км ,,,,,,,,,,,
  3.,446205 .,Ахтырка,  17  км ,  87  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 43) участок 43-044 ""БОГОДУХОВ - ГУТЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Богодухов,до ст. Басы,,,,,,,,,,,
  1.,446506 .,Богодухов,   0  км , 108  км ,,,,,,,,,,,
  2.,446606 .,Гуты,  10  км , 118  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 44) участок 43-045 ""ИМ. ВАСИЛИЯ НЕСВИТА - НИЗЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Им. Василия Несвита,до ст. Басы,,,,,,,,,,,
  1.,445645 .,Им. Василия Несвита,   0  км ,  16  км ,,,,,,,,,,,
  2.,445700 .,Низы,  10  км ,  26  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 45) участок 43-046 ""ГРИГОРОВКА - КОЧАНОВКА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Григоровка,до ст. Ромодан,,,,,,,,,,,
  1.,426023 .,Григоровка,   0  км , 158  км ,,,,,,,,,,,
  2.,425923 .,ОП Городок,   6  км , 164  км ,,,,,,,,,,,
  3.,425919 .,ОП Софиевка,  13  км , 171  км ,,,,,,,,,,,
  4.,425904 .,Кочановка,  20  км , 178  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 46) участок 43-047 ""БОРОМЛЯ - ЛЕБЕДИНСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Боромля,до ст. Басы,,,,,,,,,,,
  1.,445804 .,Боромля,   0  км ,  27  км ,,,,,,,,,,,
  2.,445857 .,ОП Выстороп,   6  км ,  33  км ,,,,,,,,,,,
  3.,445861 .,ОП Стеблянки,  11  км ,  38  км ,,,,,,,,,,,
  4.,445876 .,ОП Гарбузовка,  15  км ,  42  км ,,,,,,,,,,,
  5.,445880 .,Рябушки,  19  км ,  46  км ,,,,,,,,,,,
  6.,445931 .,ОП Садовая,  28  км ,  55  км ,,,,,,,,,,,
  7.,445927 .,ОП Ост. пункт 29 км,  29  км ,  56  км ,,,,,,,,,,,
  8.,445908 .,Лебединская,  35  км ,  62  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 47) участок 43-048 ""ЛОХВИЦА - ГАДЯЧ ИМ. СЕРГИЕНКО НИКОЛАЯ ИВАНОВИЧА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Лохвица,до ст. Ромодан,,,,,,,,,,,
  1.,426803 .,Лохвица,   0  км ,  46  км ,,,,,,,,,,,
  2.,426837 .,ОП Ост. Пункт 9 км,   9  км ,  55  км ,,,,,,,,,,,
  3.,426841 .,ОП Коновалово,  13  км ,  59  км ,,,,,,,,,,,
  4.,426907 .,Венеславовка,  24  км ,  70  км ,,,,,,,,,,,
  5.,426911 .,ОП Ост. Пункт 40 км,  27  км ,  73  км ,,,,,,,,,,,
  6.,426926 .,ОП Осняги,  32  км ,  78  км ,,,,,,,,,,,
  7.,427007 .,Гадяч им. Сергиенко Николая,  43  км ,  89  км ,,,,,,,,,,,
,,Ивановича,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 48) участок 43-049 ""РАЗЪЕЗД 27 КМ - ЛЕВОБЕРЕЖНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Разъезд 27 км,до ст. Кременчуг,,,,,,,,,,,
  1.,427914 .,Разъезд 27 км,   0  км ,  36  км ,,,,,,,,,,,
  2.,427900 .,Левобережная,   7  км ,  43  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 49) участок 43-066 ""БЛОК-ПОСТ 252 КМ - КРЕМЕНЧУГ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Блок-пост 252 км,до ст. Кременчуг,,,,,,,,,,,
  1.,425047 .,Блок-пост 252 км,   0  км ,   8  км ,,,,,,,,,,,
  2.,425092 .,ОП Предгорочный Парк,   2  км ,   6  км ,,,,,,,,,,,
  3.,425113 .,ОП Горка,   3  км ,   5  км ,,,,,,,,,,,
  4.,425020 .,ОП Экипировальный,   5  км ,   3  км ,,,,,,,,,,,
  5.,425016 .,ОП Череднички,   6  км ,   2  км ,,,,,,,,,,,
  6.,425001 .,Кременчуг,   8  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 50) участок 43-068 ""КУПЯНСК-ЮЖНЫЙ - КУПЯНСК-СОРТИРОВОЧНЫЙ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Купянск-Южный,до ст. Купянск-Сортировочный,,,,,,,,,,,
  1.,432908 .,Купянск-Южный,   0  км ,   6  км ,,,,,,,,,,,
  2.,430048 .,ОП Эстакадный,   1  км ,   5  км ,,,,,,,,,,,
  3.,430033 .,ОП Ост. пункт 152 км,   2  км ,   4  км ,,,,,,,,,,,
  4.,430067 .,ОП Оливино,   3  км ,   3  км ,,,,,,,,,,,
  5.,430052 .,ОП Ост. Пункт 823 км,   5  км ,   1  км ,,,,,,,,,,,
  6.,430002 .,Купянск-Сортировочный,   6  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 51) участок 43-050 ""РОКИТНАЯ - МАЗУРОВКА (РЗД)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рокитная,до ст. Мазуровка (рзд),до ст. Кременчуг,,,,,,,,,,
  1.,427755 .,ОП Рокитная,   0  км ,  10  км ,   7  км ,,,,,,,,,,
  2.,428207 .,Кагамлыкская,   2  км ,   8  км ,   9  км ,,,,,,,,,,
  3.,428118 .,ОП Ост. Пункт 7 км,   3  км ,   7  км ,  10  км ,,,,,,,,,,
  4.,428103 .,Терешковка,   6  км ,   4  км ,  13  км ,,,,,,,,,,
  5.,427721 .,Мазуровка (рзд),  10  км ,   0  км ,  17  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 52) участок 43-051 ""НОВАЯ БАВАРИЯ - РАЗЪЕЗД 8 КМ (ДЛЯ ПАССАЖИРСКОГО ДВИЖЕНИЯ)"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новая Бавария,до ст. Разъезд 8 км,,,,,,,,,,,
  1.,440800 .,Новая Бавария,   0  км ,   7  км ,,,,,,,,,,,
  2.,440834 .,ОП Ост. Пункт 7 км,   3  км ,   4  км ,,,,,,,,,,,
  3.,440849 .,Разъезд 6 км,   4  км ,   3  км ,,,,,,,,,,,
  4.,440853 .,ОП Диканевка,   5  км ,   2  км ,,,,,,,,,,,
  5.,440213 .,Разъезд 8 км,   7  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 53) участок 43-052 ""ПУТЕВОЙ ПОСТ 134 КМ - КУПЯНСК-СОРТИРОВОЧНЫЙ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Путевой пост 134 км,до ст. Купянск-Сортировочный,,,,,,,,,,,
  1.,430118 .,Путевой пост 134 км,   0  км ,   3  км ,,,,,,,,,,,
  2.,430103 .,Купянск-Узловой,   1  км ,   2  км ,,,,,,,,,,,
  3.,430002 .,Купянск-Сортировочный,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 54) участок 43-053 ""КУПЯНСК-УЗЛОВОЙ - КУРИЛОВКА"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Купянск-Узловой,до ст. Куриловка,,,,,,,,,,,
  1.,430103 .,Купянск-Узловой,   0  км ,   2  км ,,,,,,,,,,,
  2.,430300 .,Куриловка,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 55) участок 43-054 ""КОВШАРОВКА - КУПЯНСК-УЗЛОВОЙ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ковшаровка,до ст. Купянск-Узловой,,,,,,,,,,,
  1.,431500 .,Ковшаровка,   0  км ,   3  км ,,,,,,,,,,,
  2.,430103 .,Купянск-Узловой,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 56) участок 43-055 ""КУПЯНСК-ЮЖНЫЙ - ЗАОСКОЛЬЕ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Купянск-Южный,до ст. Заосколье,,,,,,,,,,,
  1.,432908 .,Купянск-Южный,   0  км ,   3  км ,,,,,,,,,,,
  2.,430048 .,ОП Эстакадный,   1  км ,   2  км ,,,,,,,,,,,
  3.,430033 .,ОП Ост. пункт 152 км,   2  км ,   1  км ,,,,,,,,,,,
  4.,431905 .,Заосколье,   3  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 57) участок 43-056 ""ШПАКОВКА - НОВОЖАНОВО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Шпаковка,до ст. Новожаново,,,,,,,,,,,
  1.,444604 .,Шпаковка,   0  км ,  16  км ,,,,,,,,,,,
  2.,444642 .,ОП Заречанка,   3  км ,  13  км ,,,,,,,,,,,
  3.,441004 .,Куряж,   6  км ,  10  км ,,,,,,,,,,,
  4.,440919 .,ОП ТЭЦ-5,   8  км ,   8  км ,,,,,,,,,,,
  5.,440904 .,Залютино,  12  км ,   4  км ,,,,,,,,,,,
  6.,442702 .,Новожаново,  16  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 58) участок 43-057 ""РУБЛЕВКА - БУРТЫ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Рублевка,до ст. Кременчуг,до ст. Ромодан,,,,,,,,,,
  1.,427702 .,Рублевка,   0  км ,  24  км ,  90  км ,,,,,,,,,,
  2.,427914 .,Разъезд 27 км,  12  км ,  36  км , 102  км ,,,,,,,,,,
  3.,428033 .,ОП Сады-6,  14  км ,  38  км , 104  км ,,,,,,,,,,
  4.,428048 .,ОП Сады-5,  15  км ,  39  км , 105  км ,,,,,,,,,,
  5.,428052 .,ОП Сады-4,  16  км ,  40  км , 106  км ,,,,,,,,,,
  6.,428067 .,ОП Сады-3,  17  км ,  41  км , 107  км ,,,,,,,,,,
  7.,428071 .,ОП Сады-1,  19  км ,  43  км , 109  км ,,,,,,,,,,
  8.,428086 .,ОП Садовое общество «Днипро»,  21  км ,  45  км , 111  км ,,,,,,,,,,
  9.,428090 .,ОП Автостанция,  24  км ,  48  км , 114  км ,,,,,,,,,,
 10.,428005 .,Светловодск,  27  км ,  30  км , 117  км ,,,,,,,,,,
 11.,428014 .,ОП Ост. Пункт 8 км,  30  км ,  27  км , 120  км ,,,,,,,,,,
 12.,428029 .,ОП Ост. Пункт 3 км,  35  км ,  22  км , 125  км ,,,,,,,,,,
 13.,425355 .,Бурты,  38  км ,  19  км , 128  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 59) участок 43-058 ""НОВОСЕЛОВКА - НОВАЯ БАВАРИЯ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новоселовка,до ст. Новая Бавария,,,,,,,,,,,
  1.,440069 .,ОП Новоселовка,   0  км ,   4  км ,,,,,,,,,,,
  2.,440800 .,Новая Бавария,   4  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 60) участок 43-059 ""НОВОСЕЛОВКА - РАЗЪЕЗД 6 КМ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Новоселовка,до ст. Разъезд 6 км,,,,,,,,,,,
  1.,440069 .,ОП Новоселовка,   0  км ,   2  км ,,,,,,,,,,,
  2.,440849 .,Разъезд 6 км,   2  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 61) участок 43-060 ""ЗАНКИ - КОРОБОЧКИНО"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Занки,до ст. Коробочкино,,,,,,,,,,,
  1.,444205 .,Занки,   0  км ,  27  км ,,,,,,,,,,,
  2.,430743 .,ОП Ост. Пункт 7 км,   7  км ,  20  км ,,,,,,,,,,,
  3.,430739 .,Скрипаи (рзд),  13  км ,  14  км ,,,,,,,,,,,
  4.,430724 .,ОП Ост. Пункт 20 км,  19  км ,   8  км ,,,,,,,,,,,
  5.,430705 .,Коробочкино,  27  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 62) участок 43-061 ""ШПАКОВКА - БУДЫ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Шпаковка,до ст. Буды,до ст. Мерефа,,,,,,,,,,
  1.,444604 .,Шпаковка,   0  км ,  16  км ,  25  км ,,,,,,,,,,
  2.,449735 .,ОП Ост. Пункт 5 км,   5  км ,  11  км ,  20  км ,,,,,,,,,,
  3.,449740 .,Разъезд 10 км,   9  км ,   7  км ,  16  км ,,,,,,,,,,
  4.,449701 .,Буды,  16  км ,   0  км ,   9  км ,,,,,,,,,,
,,,,,,,,,,,,,,,
" 63) участок 43-062 ""ЗЕЛЕНЫЙ КОЛОДЕЗЬ - ХАРЬКОВ-БАЛАШОВСКИЙ"" (Соединительная линия)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Зеленый Колодезь,до ст. Харьков-Балашовский,,,,,,,,,,,
  1.,430940 .,Зеленый Колодезь,   0  км ,  26  км ,,,,,,,,,,,
  2.,440711 .,Васищево (рзд),   4  км ,  22  км ,,,,,,,,,,,
  3.,440707 .,Рогань,   9  км ,  17  км ,,,,,,,,,,,
  4.,440552 .,ОП Ост. Пункт 25 км,  11  км ,  15  км ,,,,,,,,,,,
