Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Свердловской ж.д. (код дороги 76),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 76-001 ""ЧЕПЦА - ПЕРМЬ-СОРТИРОВОЧНАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Чепца,до ст. Пермь-Сортировочная,,,,,,,,,,,
 13.,780105 .,Северка,  67  км ,  11  км ,,,,,,,,,,,
 14.,780110 .,ОП Палкино,  74  км ,   4  км ,,,,,,,,,,,
 15.,780001 .,Екатеринбург-Сортировочный,  78  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  5) участок 76-005 ""ЕКАТЕРИНБУРГ-СОРТИРОВОЧНЫЙ - ШАРТАШ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Екатеринбург-Сортировочный,до ст. Шарташ,,,,,,,,,,,
  1.,780001 .,Екатеринбург-Сортировочный,   0  км ,  14  км ,,,,,,,,,,,
  2.,780529 .,ОП Электродепо,   3  км ,  11  км ,,,,,,,,,,,
  3.,780514 .,ОП ВИЗ,   7  км ,   7  км ,,,,,,,,,,,
  4.,780506 .,Екатеринбург-Пассажирский,  10  км ,   4  км ,,,,,,,,,,,
  5.,780618 .,ОП Первомайская,  12  км ,   2  км ,,,,,,,,,,,
  6.,780603 .,Шарташ,  14  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  6) участок 76-006 ""ШАРТАШ - БОГДАНОВИЧ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Шарташ,до ст. Богданович,,,,,,,,,,,
  1.,780603 .,Шарташ,   0  км ,  95  км ,,,,,,,,,,,
  2.,780622 .,Путевка (рзд),   4  км ,  91  км ,,,,,,,,,,,
  3.,794220 .,ОП Чапаевская,   5  км ,  90  км ,,,,,,,,,,,
  4.,793410 .,ОП Большая Поляна,   8  км ,  87  км ,,,,,,,,,,,
  5.,794112 .,Исток,  11  км ,  84  км ,,,,,,,,,,,
  6.,794038 .,ОП Хуторята,  14  км ,  81  км ,,,,,,,,,,,
  7.,794023 .,ОП Глубокое,  21  км ,  74  км ,,,,,,,,,,,
  8.,794042 .,ОП Белоярская Застава,  24  км ,  71  км ,,,,,,,,,,,
  9.,794019 .,ОП Бобровка,  26  км ,  69  км ,,,,,,,,,,,
 10.,794004 .,Косулино,  31  км ,  64  км ,,,,,,,,,,,
 11.,793923 .,ОП Верхнее Дуброво,  32  км ,  63  км ,,,,,,,,,,,
 12.,793919 .,ОП Брусяны,  36  км ,  59  км ,,,,,,,,,,,
 13.,793904 .,Гагарский,  40  км ,  55  км ,,,,,,,,,,,
 14.,793529 .,ОП Курманка,  43  км ,  52  км ,,,,,,,,,,,
 15.,793514 .,Мезенский,  46  км ,  49  км ,,,,,,,,,,,
 16.,793503 .,Баженово,  52  км ,  43  км ,,,,,,,,,,,
 17.,793425 .,Шипелово,  61  км ,  34  км ,,,,,,,,,,,
 18.,793251 .,ОП Измоденово,  68  км ,  27  км ,,,,,,,,,,,
 19.,793247 .,Грязновская,  75  км ,  20  км ,,,,,,,,,,,
 20.,793232 .,ОП Ост. Пункт 1899 км,  81  км ,  14  км ,,,,,,,,,,,
 21.,793228 .,ОП Кортогуз,  85  км ,  10  км ,,,,,,,,,,,
 22.,793209 .,Богданович,  95  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  7) участок 76-007 ""БОГДАНОВИЧ - ТЮМЕНЬ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Богданович,до ст. Тюмень,,,,,,,,,,,
  1.,793209 .,Богданович,   0  км , 227  км ,,,,,,,,,,,
  2.,793143 .,ОП Коменки,   4  км , 223  км ,,,,,,,,,,,
  3.,793139 .,ОП Дубровный,  10  км , 217  км ,,,,,,,,,,,
  4.,793124 .,ОП Калиновская Слобода,  15  км , 212  км ,,,,,,,,,,,
  5.,793118 .,Пышминская,  21  км , 206  км ,,,,,,,,,,,
  6.,793105 .,Еланский,  28  км , 199  км ,,,,,,,,,,,
  7.,793001 .,Кокшаровский,  37  км , 190  км ,,,,,,,,,,,
  8.,792901 .,Камышлов,  44  км , 183  км ,,,,,,,,,,,
