Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Азербайджанской ж.д. (код дороги 55),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 55-001 ""ЯЛАМА (ЭКСП.) - БАЛАДЖАРЫ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Ялама (эксп.),до ст. Баладжары,,,,,,,,,,,
  2.,550887 .,ОП Платформа 418 км,   8  км , 129  км ,,,,,,,,,,,
  3.,550875 .,Дорашам I (рзд),  10  км , 127  км ,,,,,,,,,,,
  4.,550860 .,Дорашам II (рзд),  11  км , 126  км ,,,,,,,,,,,
  5.,550856 .,ОП Платформа 428 км,  18  км , 119  км ,,,,,,,,,,,
  6.,550841 .,Неграм (рзд),  24  км , 113  км ,,,,,,,,,,,
  7.,550837 .,ОП Платформа 440 км,  30  км , 107  км ,,,,,,,,,,,
  8.,550822 .,Гара Борк,  34  км , 103  км ,,,,,,,,,,,
  9.,550818 .,ОП Платформа 449 км,  39  км ,  98  км ,,,,,,,,,,,
 10.,550803 .,Нахичевань,  45  км ,  92  км ,,,,,,,,,,,
 11.,550700 .,Башбаши,  57  км ,  80  км ,,,,,,,,,,,
 12.,550625 .,Каргалуг (рзд),  71  км ,  66  км ,,,,,,,,,,,
 13.,550610 .,ОП Платформа 480 км,  72  км ,  65  км ,,,,,,,,,,,
 14.,550606 .,Шахтахты,  85  км ,  52  км ,,,,,,,,,,,
 15.,550540 .,Кивраг (рзд),  93  км ,  44  км ,,,,,,,,,,,
 16.,550536 .,Пуссиани (рзд),  97  км ,  40  км ,,,,,,,,,,,
 17.,550521 .,Ташарх, 104  км ,  33  км ,,,,,,,,,,,
 18.,550517 .,Дервишляр (рзд), 108  км ,  29  км ,,,,,,,,,,,
 19.,550502 .,Шарур, 111  км ,  26  км ,,,,,,,,,,,
 20.,550568 .,ОП Пл 526 км, 116  км ,  21  км ,,,,,,,,,,,
 21.,550574 .,Велидаг (рзд), 123  км ,  14  км ,,,,,,,,,,,
 22.,550409 .,Шарур (эксп.), 137  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 55-012 ""БАЛАДЖАРЫ - БАКУ-ПАССАЖИРСКАЯ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Баладжары,до ст. Баку-Пассажирская,,,,,,,,,,,
  1.,546808 .,Баладжары,   0  км ,  16  км ,,,,,,,,,,,
  2.,546827 .,ОП Депо,   1  км ,  15  км ,,,,,,,,,,,
  3.,546831 .,ОП Бинагады,   3  км ,  13  км ,,,,,,,,,,,
  4.,547001 .,Кишлы,   8  км ,   8  км ,,,,,,,,,,,
  5.,547016 .,ОП Нариманов,  11  км ,   5  км ,,,,,,,,,,,
  6.,547020 .,ОП Платформа 2 км,  14  км ,   2  км ,,,,,,,,,,,
  7.,547112 .,Баку-Пассажирская,  16  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 13) участок 55-015 ""ГАДЖИГАБУЛ - ШИРВАН"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Гаджигабул,до ст. Ширван,,,,,,,,,,,
  1.,554202 .,Гаджигабул,   0  км ,  15  км ,,,,,,,,,,,
  2.,554217 .,ОП Платформа 2 км,   2  км ,  13  км ,,,,,,,,,,,
  3.,554221 .,ОП Ост. пункт 7 км,   7  км ,   8  км ,,,,,,,,,,,
  4.,554236 .,ОП Платформа 11 км,  11  км ,   4  км ,,,,,,,,,,,
  5.,552705 .,Ширван,  15  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 14) участок 55-016 ""ПАДАР - ГЕЙЛЯРЧЕЛЬ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Падар,до ст. Гейлярчель,,,,,,,,,,,
  1.,554325 .,Падар,   0  км ,  24  км ,,,,,,,,,,,
  2.,554402 .,Гейлярчель,  24  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 15) участок 55-017 ""ЕВЛАХ - ХАНКЕНДИ"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Евлах,до ст. Ханкенди,,,,,,,,,,,
  1.,555101 .,Евлах,   0  км , 105  км ,,,,,,,,,,,
  2.,555120 .,ОП Красный Октябрь,  15  км ,  90  км ,,,,,,,,,,,
  3.,555309 .,Барда,  32  км ,  73  км ,,,,,,,,,,,
  4.,555205 .,Кючарли,  44  км ,  61  км ,,,,,,,,,,,
  5.,555402 .,Тазакенд (рзд),  50  км ,  55  км ,,,,,,,,,,,
  6.,555506 .,Агдам,  78  км ,  27  км ,,,,,,,,,,,
  7.,557304 .,Аскеран,  92  км ,  13  км ,,,,,,,,,,,
  8.,555608 .,Ханкенди, 105  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 16) участок 55-018 ""МИНГЕЧАУР - МИНГЕЧАУР-ГОРОД"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Мингечаур,до ст. Мингечаур-Город,,,,,,,,,,,
  1.,555703 .,Мингечаур,   0  км ,  18  км ,,,,,,,,,,,
  2.,555807 .,Мингечаур-Город,  18  км ,   0  км ,,,,,,,,,,,
