Четверг 25 сен.2025г.  17:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ТАРИФНЫЕ РАССТОЯНИЯ МЕЖДУ СТАНЦИЯМИ НА УЧАСТКАХ ЖЕЛЕЗНЫХ ДОРОГ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Расстояния между станциями Дальневосточной ж.д. (код дороги 96),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"  1) участок 96-001 ""ХАНИ - ТЫНДА"" (Основной тарифный участок)",,,,,,,,,,,,,,,
 16.,961445 .,Кимкан, 143  км ,  11  км ,,,,,,,,,,,
 17.,961604 .,Известковая, 154  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 11) участок 96-012 ""ИЗВЕСТКОВАЯ - БИРОБИДЖАН I"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Известковая,до ст. Биробиджан I,,,,,,,,,,,
  1.,961604 .,Известковая,   0  км , 116  км ,,,,,,,,,,,
  2.,962005 .,Биракан,  13  км , 103  км ,,,,,,,,,,,
  3.,962109 .,Теплое Озеро,  26  км ,  90  км ,,,,,,,,,,,
  4.,962202 .,Известковый Завод,  31  км ,  85  км ,,,,,,,,,,,
  5.,962325 .,Лондоко,  36  км ,  80  км ,,,,,,,,,,,
  6.,962310 .,ОП Кандалик,  47  км ,  69  км ,,,,,,,,,,,
  7.,962429 .,Будукан,  55  км ,  61  км ,,,,,,,,,,,
  8.,962414 .,ОП Бобровский,  63  км ,  53  км ,,,,,,,,,,,
  9.,962503 .,Бира,  72  км ,  44  км ,,,,,,,,,,,
 10.,962607 .,Семисточный,  81  км ,  35  км ,,,,,,,,,,,
 11.,962611 .,Трек,  93  км ,  23  км ,,,,,,,,,,,
 12.,962715 .,Кирга (пп), 105  км ,  11  км ,,,,,,,,,,,
 13.,962804 .,Биробиджан I, 116  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
" 12) участок 96-013 ""БИРОБИДЖАН I - ЛЕНИНСК (СТЫК)"" (Основной тарифный участок)",,,,,,,,,,,,,,,
№ п/п,Коды,от станции,до ст. Биробиджан I,до ст. Ленинск (стык),,,,,,,,,,,
  1.,962804 .,Биробиджан I,   0  км , 123  км ,,,,,,,,,,,
  2.,963008 .,Биробиджан II,  10  км , 113  км ,,,,,,,,,,,
  3.,962908 .,Бирофельд,  49  км ,  74  км ,,,,,,,,,,,
  4.,963046 .,Красивый (рзд),  71  км ,  52  км ,,,,,,,,,,,
  5.,963101 .,Унгун,  84  км ,  39  км ,,,,,,,,,,,
  6.,963116 .,Бабстово, 101  км ,  22  км ,,,,,,,,,,,
  7.,963205 .,Ленинск, 121  км ,   2  км ,,,,,,,,,,,
  8.,963603 .,Ленинск (стык), 123  км ,   0  км ,,,,,,,,,,,
,,,,,,,,,,,,,,,
